ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Revenue (Higher) Examination,,ಕಂದಾಯ (ಪ್ರೌಢ) ಪರೀಕ್ಷೆ,,,,,,,
,,Revenue (Lower) Examination,,ಕಂದಾಯ (ಕಿರಿಯ) ಪರೀಕ್ಷೆ,,,,,,,
,,Reversion,,ಹಿಮ್ಮರಳಿಸುವಿಕೆ; ಹಿಂಬಡ್ತಿ,,,,,,,
,,Revert,,ಹಿಮ್ಮರಳಿಸು; ಹಿಂದಿರುಗು,,,,,,,
,,Review,,ಪುನರ್‌ವಿಮರ್ಶೆ,,,,,,,
,,Revised,,ಪರಿಷ್ಕೃತ,,,,,,,
,,Revised budget estimates,,ಪರಿಷ್ಕೃತ ಆಯವ್ಯಯ ಅಂದಾಜು,,,,,,,
,,Revision of pay scale,,ವೇತನ ಪ್ರಮಾಣ ಪರಿಷ್ಕರಣ,,,,,,,
,,Reward,,ಬಹುಮಾನ,,,,,,,
,,Rightful,,ನ್ಯಾಯಸಮ್ಮತ,,,,,,,
,,Right of appointment,,ನೇಮಕಾತಿ ಹಕ್ಕು,,,,,,,
,,Roll,,ಪಟ್ಟಿ,,,,,,,
,,Roll number,,ಪಟ್ಟಿಯ ಕ್ರಮಾಂಕ,,,,,,,
,,Rough account,,ಸ್ಥೂಲ ಲೆಕ್ಕ,,,,,,,
,,Routine,,ಮಾಮೂಲಿ; ವಾಡಿಕೆಯ,,,,,,,
,,Rules and regulations,,ನಿಯಮ ಮತ್ತ ನಿಬಂಧನೆಗಳು,,,,,,,
,,Rural Industrialization Scheme,,ಗ್ರಾಮಾಂತರ ಔದ್ಯಮೀಕರಣ ಯೋಜನೆ,,,,,,,
,,Safe pledge,,ಭದ್ರ ಜಾಮಿನು,,,,,,,
,,Safety,,ಭದ್ರತೆ,,,,,,,
,,Salaried servant of Government,,ಸಂಬಳದ ಸರ್ಕಾರಿ ನೌಕರ,,,,,,,
,,Salaries and wages,,ಸಂಬಳ ಮತ್ತು ಮಜೂರಿ,,,,,,,
,,Sale deed,,ಕ್ರಯಪತ್ರ; ವಿಕ್ರಯಪತ್ರ,,,,,,,
,,Sale disposition,,ವಿಕ್ರಯ ಹಸ್ತಾಂತರಣ,,,,,,,
,,Salesman,,ಮಾರಾಟಗಾರ,,,,,,,
,,Sample,,ಮಾದರಿ; ನಿದರ್ಶನ,,,,,,,
,,Sampling,,ಗುಣ ಪರಿಶೀಲನೆ,,,,,,,
,,Sanction,,ಮಂಜೂರಾತಿ,,,,,,,
,,Sanction refunds schedule,,ಮರುಪಾವತಿ ಅನುಸೂಚಿಯನ್ನು ಮಂಜೂರು ಮಾಡು,,,,,,,
,,Sanity,,ಸ್ವಸ್ಥ ಚಿತ್ತತೆ,,,,,,,
,,Satisfactory,,ತೃಪ್ತಿಕರ; ಸಮಾಧಾನಕರ,,,,,,,
,,Saving and investment,,ಉಳಿತಾಯ ಮತ್ತು ಹೂಡಿಕೆ,,,,,,,
,,Savings plan,,ಉಳಿತಾಯ ಯೋಜನೆ,,,,,,,
,,Scale of pay,,ವೇತನ ಶ್ರೇಣಿ; ವೇತನ ಪ್ರಮಾಣ,,,,,,,
,,Schedule,,ಅನುಸೂಚಿ,,,,,,,
,,Scheduled Banks,,ಅನುಸೂಚಿತ ಬ್ಯಾಂಕು,,,,,,,
,,Scope,,ಅವಕಾಶ; ವ್ಯಾಪ್ತಿ,,,,,,,
,,Script,,ಹಸ್ತಪ್ರತಿ; ಲಿಪಿ,,,,,,,
,,Scrutiny,,ಪರಿಶೀಲನೆ,,,,,,,
,,Seal,,ಮೊಹರು; ಮುದ್ರೆ,,,,,,,
,,Second amendment,,ಎರಡನೆಯ ತಿದ್ದುಪಡಿ,,,,,,,
,,Secondarily,,ಗೌಣವಾಗಿ,,,,,,,
,,Second call,,ಎರಡನೆಯ ಕರೆ,,,,,,,
,,Secondhand,,ಹಳೆಯದಾದ,,,,,,,
,,Secrecy,,ರಹಸ್ಯ,,,,,,,
,,Secretariat,,ಸಚಿವಾಲಯ,,,,,,,
,,Secretary,,ಕಾರ್ಯದರ್ಶಿ,,,,,,,
,,Secret disposition,,ಗುಪ್ತ ವಿಲೇವಾರಿ,,,,,,,
,,Secret service,,ಗೂಢಚಾರ ಸೇವಾ ವರ್ಗ,,,,,,,
,,Section,,ಶಾಖೆ,,,,,,,
,,Security arrangement,,ಭದ್ರತಾ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Security deposit,,ಭದ್ರತಾ ಠೇವಣಿ,,,,,,,
,,Security measures,,ಭದ್ರತಾ ಕ್ರಮ,,,,,,,
,,Security paper,,ಜಾಮೀನು ಪತ್ರ,,,,,,,
,,Seize,,ಜಪ್ತಿಮಾಡು; ವಶಪಡಿಸಿಕೊ,,,,,,,
,,Selection committee,,ಆಯ್ಕೆಸಮಿತಿ,,,,,,,
,,Selection grade stenographer,,ಆಯ್ಕೆವರ್ಗದ ಶೀಘ್ರಲಿಪಿಕ,,,,,,,
,,Self addressed envelope,,ಸ್ವ ವಿಳಾಸದ ಲಕೋಟೆ,,,,,,,
,,Semblance,,ಹೋಲಿಕೆ; ಸಾದೃಶ್ಯ,,,,,,,
,,Senior,,ಹಿರಿಯ; ಜೇಷ್ಠ,,,,,,,
,,Seniority cum merit,,ಹಿರಿತನ ಮತ್ತು ಯೋಗ್ಯತೆ,,,,,,,
,,Separate,,ಪ್ರತ್ಯೇಕ; ಪ್ರತ್ಯೇಕಿಸು,,,,,,,
,,Servants conduct rules (Service),,ನೌಕರ ನಡತೆಯ ನಿಯಮಗಳು (ಸೇವೆ),,,,,,,
,,Serviceable,,ಉಪಯುಕ್ತ; ಪ್ರಯೋಜನಕರ,,,,,,,
,,Service stamp,,ಸರ್ವಿಸ್‌ ಸ್ಟಾಂಪು,,,,,,,
,,Sessions (of examination),,ಪರೀಕ್ಷೆಯ ಸೆಷನ್ಸ್‌,,,,,,,
,,Set aside,,ತಳ್ಳಿಹಾಕು; ನಿರಾಕರಿಸು,,,,,,,
,,Set forth,,ವಿವರಿಸು,,,,,,,
,,Set off,,ವಜಾವಟ್ಟು ಮಾಡು,,,,,,,
,,Shift,,ಸರದಿ; ಪಾಳಿ,,,,,,,
,,Shorthand,,ಶೀಘ್ರ ಲಿಪಿ,,,,,,,
,,Short interval,,ಅಲ್ಪ ಮಧ್ಯಾಂತರ; ಅಲ್ಪ ವಿರಾಮ,,,,,,,
,,Shortly,,ತ್ವರಿತವಾಗಿ; ಬೇಗನೆ,,,,,,,
,,Short period,,ಅಲ್ಪಾವಧಿ,,,,,,,
,,Short term,,ಅಲ್ಪಾವಧಿ,,,,,,,
,,Show cause notice,,ಕಾರಣ ತೋರಿಕೆ ನೋಟೀಸ್,,,,,,,
,,Signature,,ರುಜು; ಸಹಿ,,,,,,,
,,Signed and sealed,,ರುಜು ಹಾಕಿದ ಮತ್ತು ಮೊಹರು ಮಾಡಿದ,,,,,,,
,,Simple classification,,ಸರಳ ವರ್ಗೀಕರಣ,,,,,,,
,,Simple formula,,ಸರಳ ಸೂತ್ರ,,,,,,,
,,Single tabulation,,ಏಕ ಕೋಷ್ಟಕ ತಯಾರಿಕೆ,,,,,,,
,,Sitting fee,,ಹಾಜರಿ ಭತ್ಯೆ,,,,,,,
,,Situated,,ಇರುವ,,,,,,,
,,Situation,,ಸ್ಥಳ; ಪರಿಸ್ಥಿತಿ,,,,,,,
,,Small scale,,ಸಣ್ಣ ಪ್ರಮಾಣ,,,,,,,
,,Social and extracurricular activities,,ಸಾಮಾಜಿಕ ಮತ್ತು ಪಠ್ಯೇತರ ಚಟುವಟಿಕೆಗಳು,,,,,,,
,,Sorting,,ವಿಂಗಡಿಸುವುದು; ವಿಂಗಡಣೆ,,,,,,,
,,Source of income,,ಆದಾಯ ಮೂಲ,,,,,,,
,,Special form,,ವಿಶೇಷ ನಮೂನೆ / ಪತ್ರ,,,,,,,
,,Specialised post,,ತಜ್ಞ ಹುದ್ದೆ; ವಿಶೇಷ ಹುದ್ದೆ,,,,,,,
,,Special method,,ವಿಶೇಷ ವಿಧಾನ,,,,,,,
,,Special pay,,ವಿಶೇಷ ವೇತನ,,,,,,,
,,Special rules,,ವಿಶೇಷ ನಿಯಮಾವಳಿ,,,,,,,
,,Specify,,ನಿರ್ದಿಷ್ಟಪಡಿಸು,,,,,,,
,,Specimen Signature,,ಮಾದರಿ ರುಜು,,,,,,,
,,Staff college,,ಸಿಬ್ಬಂದಿ ಕಾಲೇಜು,,,,,,,
,,Staff officer,,ಸಿಬ್ಬಂದಿ ಅಧಿಕಾರಿ,,,,,,,
,,State civil service,,ರಾಜ್ಯದ ಸಿವಿಲ್‌ ಸೇವೆ,,,,,,,
,,Statement,,ಹೇಳಿಕೆ; ತಃಖ್ತೆ,,,,,,,
,,Stenography,,ಶೀಘ್ರ ಲಿಪಿ,,,,,,,
,,Store,,ಉಗ್ರಾಣ,,,,,,,
,,Studentship,,ವಿದ್ಯಾರ್ಥಿತನ; ವಿದ್ಯಾರ್ಥಿ ವೇತನ,,,,,,,
,,Sub head,,ಉಪ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Subject,,ವಿಷಯ; ವಸ್ತು,,,,,,,
,,Subject matter,,ವಿಷಯ ವಸ್ತು,,,,,,,
,,Submission,,ನಿವೇದನೆ; ಒಪ್ಪಿಸುವುದು,,,,,,,
,,Submitted for order,,ಆದೇಶಕ್ಕಾಗಿ ಒಪ್ಪಿಸಲಾಗಿದೆ,,,,,,,
,,Subordinate Accounts Service (S.A.S.) Part I (electrical),,(ಎಸ್.ಎ.ಎಸ್ ಅಧೀನ ಲೇಖಾ ಸೇವೆ ಭಾಗ-1 (ವಿದ್ಯುತ್),,,,,,,
,,Subordinate Service,,ಅಧೀನ ಸೇವಾವರ್ಗ,,,,,,,
,,Subordination,,ಅಧೀನತೆ; ವಿಧೇಯತೆ,,,,,,,
,,Sub-paragraph,,ಉಪ ಪ್ಯಾರಾ,,,,,,,
,,Sub-rule,,ಉಪ ನಿಯಮ,,,,,,,
,,Subscription,,ಚಂದಾ,,,,,,,
,,Subsistence allowance,,ಜೀವನಾಧಾರಭತ್ಯ,,,,,,,
,,Substantial cause,,ಮುಖ್ಯ ಕಾರಣ,,,,,,,
,,Substantiate,,ರುಜುವಾತುಮಾಡು,,,,,,,
,,Substantive grade,,ಮೌಲಿಕ ವೇತನ ಶ್ರೇಣಿ,,,,,,,
,,Substantive pay,,ಮೌಲಿಕ ವೇತನ,,,,,,,
,,Substitute,,ಬದಲಿ; ಸೇರಿಸು; ಪ್ರತಿಯೋಜಿಸು,,,,,,,
,,Substituted security,,ಬದಲು ಜಾಮೀನು,,,,,,,
,,Substituted service,,ಪ್ರತಿಯೋಜಿತ ಸೇವೆ,,,,,,,
,,Sub-treasury,,ಉಪಖಜಾನೆ,,,,,,,
,,Subvention,,ಧನಸಹಾಯ,,,,,,,
,,Sub-voucher,,ಉಪ ರಸೀದಿ,,,,,,,
,,Success,,ಸಫಲತೆ,,,,,,,
,,Succession,,ಉತ್ತರಾಧಿಕಾರ,,,,,,,
,,Sufficient ground,,ಸಾಕಷ್ಟು ಆಧಾರ,,,,,,,
,,Sufficient time,,ಸಾಕಷ್ಟು ಸಮಯ,,,,,,,
,,Suggestion,,ಸೂಚನೆ; ಸಲಹೆ,,,,,,,
,,Suitability,,ಸೂಕ್ತತೆ; ಉಪಯುಕ್ತತೆ,,,,,,,
,,Suit for an account,,ಲೆಕ್ಕಪತ್ರಗಳ ಬಗ್ಗೆ ದಾವೆ,,,,,,,
,,Summon for interview,,ಸಂದರ್ಶನಕ್ಕೆ ಕರೆ,,,,,,,
,,Suo-moto,,ತಾನಾಗಿಯೇ,,,,,,,
,,Superannuation,,ಸೇವಾ ನಿವೃತ್ತಿ : ನಿವೃತ್ತಿ ವಯಸ್ಸು,,,,,,,
,,Superannuation allowance,,ಸೇವಾನಿವೃತ್ತಿ ಭತ್ಯ,,,,,,,
,,Superior officer,,ವರಿಷ್ಠಾಧಿಕಾರಿ; ಹಿರಿಯ ಅಧಿಕಾರಿ,,,,,,,
,,Supernumerary,,ಸಂಖ್ಯಾತಿರಿಕ್ತ,,,,,,,
,,Superscribe,,ಮೇಲೆ ಬರೆ,,,,,,,
,,Superscription,,ಮೇಲ್ಬರಹ,,,,,,,
,,Supersede,,ಅಧಿಕ್ರಮಿಸು,,,,,,,
,,Supersession,,ಅಧಿಕ್ರಮಣ; ರದ್ದಿಯಾತಿ,,,,,,,
,,Supplementary bill,,ಪೂರಕ ಬಿಲ್ಲು,,,,,,,
,,Supplementary budget,,ಪೂರಕ ಬಜೆಟ್‌,,,,,,,
,,Supplementary proceedings,,ಪೂರಕ ನಡೆವಳಿಗಳು,,,,,,,
,,Supplementary rules,,ಪೂರಕ ನಿಯಮಾವಳಿ,,,,,,,
,,Supply,,ಪೂರೈಕೆ,,,,,,,
,,Support,,ಸಮರ್ಥನೆ; ಬೆಂಬಲ,,,,,,,
,,Suppress,,ಹತ್ತಿಕ್ಕು,,,,,,,
,,Supervisor,,ಸೂಪರ್ ವೈಸರ್,,,,,,,
,,Supreme,,ಸರ್ವೋಚ್ಚ,,,,,,,
,,Surety bond,,ಜಾಮೀನು ಮುಚ್ಚಳಿಕೆ,,,,,,,
,,Surrender,,ಬಿಟ್ಟುಕೊಡು; ಒಪ್ಪಿಸು; ಹಾಜರಾಗು; ಶರಣಾಗು,,,,,,,
,,Suspect,,ಸಂದೇಹಿಸು; ಸಂದೇಹಾಸ್ಪದವ್ಯಕ್ತಿ,,,,,,,
,,Suspend,,ತಡೆಹಿಡಿ; ಅಮಾನತ್ತುಗೊಳಿಸು,,,,,,,
,,Suspension,,ಅಮಾನತ್ತು,,,,,,,
,,Suspicion,,ಸಂದೇಹ,,,,,,,
,,Syllabus,,ಅಭ್ಯಾಸಕ್ರಮ,,,,,,,
,,Sympathy,,ಸಹಾನುಭೂತಿ,,,,,,,
,,Synonym,,ಪರ್ಯಾಯ ಪದ,,,,,,,
,,Synopsis,,ಸಾರಾಂಶ,,,,,,,
,,System,,ಕ್ರಮ; ಪದ್ಧತಿ; ವ್ಯವಸ್ಥೆ,,,,,,,
,,Systematic,,ಕ್ರಮಬದ್ಧ,,,,,,,
,,Table of contents,,ವಿಷಯಸೂಚಿ; ಪರಿವಿಡಿ,,,,,,,
,,Table of precedence,,ಆದ್ಯತಾಸೂಚಿ,,,,,,,
,,Tabular statement,,ಕೋಷ್ಟಕ ವಿವರಣೆ,,,,,,,
,,Tabulation,,ಕೋಷ್ಟಕ ತಯಾರಿಕೆ,,,,,,,
,,Tabulator,,ಕೋಷ್ಟಕ ತಯಾರಕ,,,,,,,
,,Tagged,,ಸೇರಿಸಿದ; ಗಂಟುಹಾಕಿದ,,,,,,,
,,Take as true,,ಸತ್ಯವೆಂದು ಗ್ರಹಿಸು,,,,,,,
,,Take counsel,,ಸಲಹೆ ಪಡೆ,,,,,,,
,,Take exception,,ಆಕ್ಷೇಪವೆತ್ತು,,,,,,,
,,Take in the act,,ಕೃತ್ಯ ನಡೆಸುತ್ತಿರುವಾಗಲೇ ಹಿಡಿ,,,,,,,
,,Take legal proceedings,,ನ್ಯಾಯಿಕ ವ್ಯವಹರಣೆ ಕೈಕೊಳ್ಳು,,,,,,,
,,Take notice,,ನೋಟೀಸು ತೆಗೆದುಕೊ,,,,,,,
,,Take oath,,ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸು,,,,,,,
,,Take order,,ಆದೇಶ ಪಡೆ,,,,,,,
,,Take possession,,ಸ್ವಾಧೀನಪಡಿಸಿಕೊ,,,,,,,
,,Take stock,,ದಾಸ್ತಾನು ಲೆಕ್ಕ ತೆಗೆದುಕೊ,,,,,,,
,,Tallied,,ತಾಳೆ ನೋಡಿದ,,,,,,,
,,Target,,ಗುರಿ; ಲಕ್ಷ್ಯ,,,,,,,
,,Tax,,ತೆರಿಗೆ; ಕರ,,,,,,,
,,Tax free,,ತೆರಿಗೆ ಇಲ್ಲದ; ಕರರಹಿತ,,,,,,,
,,Team work,,ಸಾಮೂಹಿಕ ಕಾರ್ಯ,,,,,,,
,,Technical,,ತಾಂತ್ರಿಕ; ಪಾರಿಭಾಷಿಕ,,,,,,,
,,Technica! board,,ತಾಂತ್ರಿಕ ಮಂಡಲಿ,,,,,,,
,,Technical education,,ತಾಂತ್ರಿಕ ವಿದ್ಯಾಭ್ಯಾಸ,,,,,,,
,,Technical school,,ತಾಂತ್ರಿಕ ಶಾಲೆ,,,,,,,
,,Technical term,,ಪಾರಿಭಾಷಿಕ ಪದ,,,,,,,
,,Technical words,,ಪಾರಿಭಾಷಿಕ ಶಬ್ದ,,,,,,,
,,Telegram,,ಟೆಲಿಗ್ರಾಂ; ತಂತಿ ಸಂದೇಶ; ದೂರಲೇಖ,,,,,,,
,,Telegraphic expenditure,,ತಂತಿ ವೆಚ್ಚ,,,,,,,
,,Telegraphic money order,,ತಂತಿ ಮೂಲಕ ಹಣ ರವಾನೆ,,,,,,,
,,Telephone,,ದೂರವಾಣಿ,,,,,,,
,,Temporary,,ತಾತ್ಕಾಲಿಕ; ಹಂಗಾಮಿ,,,,,,,
,,Temporary appointments,,ಹಂಗಾಮಿ ನೇಮಕ,,,,,,,
,,Temporary post,,ತಾತ್ಕಾಲಿಕ ಹುದ್ದೆ; ಹಂಗಾಮಿ ಹುದ್ದೆ,,,,,,,
,,Temporary relief,,ತಾತ್ಕಾಲಿಕ ಪರಿಹಾರ,,,,,,,
,,Tender,,ಟೆಂಡರ್‌,,,,,,,
,,Tender advice,,ಸಲಹೆ ನೀಡು,,,,,,,
,,Tendered,,ಸಲ್ಲಿಸಿದ; ಒಪ್ಪಿಸಿದ,,,,,,,
,,Tender quotation,,ದರದ ದರಖಾಸ್ತು,,,,,,,
,,Tender rates,,ಟೆಂಡರ್ ದರಗಳು,,,,,,,
,,Tenor,,ನಡವಳಿ,,,,,,,
,,Tenure,,ಅವಧಿ; ಹಿಡುವಳಿ,,,,,,,
,,Tenure of post,,ಹುದ್ದೆಯ ಅವಧಿ,,,,,,,
,,Tenure of property,,ಆಸ್ತಿಹಕ್ಕು,,,,,,,
,,Ten year plan,,ದಶವಾರ್ಷಿಕ ಯೋಜನೆ,,,,,,,
,,Term,,ನಿಬಂಧನೆ; ಪದ; ಅವಧಿ,,,,,,,
,,Termination,,ಕೊನೆ; ಅಂತ್ಯ; ಕೊನೆಗೊಳಿಸುವುದು,,,,,,,
,,Termination of post,,ಹುದ್ದೆಯನ್ನು ಕೊನೆಗೊಳಿಸುವುದು,,,,,,,
,,Termination of Service,,ಸೇವೆಯನ್ನು ಕೊನೆಗೊಳಿಸುವುದು,,,,,,,
,,Terms and conditions,,ನಿಬಂಧನೆ ಮತ್ತು ಷರತ್ತುಗಳು,,,,,,,
,,Territorial army,,ಪ್ರಾದೇಶಿಕ ಸೇನೆ,,,,,,,
,,Test,,ಪರೀಕ್ಷೆ,,,,,,,
,,Then existing,,ಆ ಕಾಲದಲ್ಲಿದ್ದ ; ಆಗ ಅಸ್ತಿತ್ವದಲ್ಲಿದ್ದ,,,,,,,
,,Third party,,ತೃತೀಯ ಪಕ್ಷ ; ಮೂರನೆಯವನು,,,,,,,
,,Through proper channel,,ಯುಕ್ತ ಮಾರ್ಗವಾಗಿ,,,,,,,
,,Thumb impression,,ಹೆಬ್ಬೆಟ್ಟಿನ ಗುರುತು,,,,,,,
,,Time scalo of the post,,ಹುದ್ದೆಯ ಕಾಲಿಕ ಶ್ರೇಣಿ,,,,,,,
,,Time table,,ವೇಳಾಪಟ್ಟಿ,,,,,,,
,,Tissue paper,,ತೆಳು ಕಾಗದ,,,,,,,
,,Title of an act,,ಅಧಿನಿಯಮದ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Title page,,ಮುಖಪುಟ,,,,,,,
,,To have done with,,ಸಮಾಪ್ತಿಗೊಳಿಸು,,,,,,,
,,Tool board,,ಉಪಕರಣ ಫಲಕ,,,,,,,
,,Topic,,ವಿಷಯ,,,,,,,
,,Top priority,,ಅಗ್ರ ಪ್ರಾಶಸ್ತ್ಯ,,,,,,,
,,Top secret,,ಪರಮ ರಹಸ್ಯ,,,,,,,
,,Total income,,ಒಟ್ಟು ಆದಾಯ,,,,,,,
,,To the contrary,,ತದ್ಧಿರುದ್ಧವಾಗಿ,,,,,,,
,,To the exclusion of,,ಅದನ್ನ ಹೊರತುಪಡಿಸಿ,,,,,,,
,,To the extent of,,ಅಷ್ಟರವರೆಗೆ; ಅಲ್ಲಿಯವರೆಗೆ,,,,,,,
,,To the following effect,,ಮುಂದಿನ ಪರಿಣಾಮದಂತೆ,,,,,,,
,,Tour,,ಪ್ರವಾಸ,,,,,,,
,,Tour report,,ಪ್ರವಾಸ ವರದಿ,,,,,,,
,,Trader,,ವ್ಯಾಪಾರಿ,,,,,,,
,,Tradition,,ಸಂಪ್ರದಾಯ; ಪರಂಪರೆ,,,,,,,
,,Training,,ತರಬೇತಿ,,,,,,,
,,Transfer,,ಹಸ್ತಾಂತರ; ವರ್ಗಾವಣೆ,,,,,,,
,,Transferable account,,ವರ್ಗಾಯಿಸಬಹುದಾದ ಲೆಕ್ಕ,,,,,,,
,,Transfer certificate,,ವರ್ಗಾವಣೆ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Transfer deed,,ವರ್ಗಾವಣೆ ಪತ್ರ,,,,,,,
,,Transferred subjects,,ವರ್ಗಾಯಿತ ವಿಷಯಗಳು,,,,,,,
,,Transfering entry,,ವರ್ಗಾಯಿಸುವ ನಮೂದು,,,,,,,
,,Transfer payment,,ವರ್ಗಾವಣೆ ಸಂದಾಯ,,,,,,,
,,Translation,,ಅನುವಾದ; ಭಾಷಾಂತರ,,,,,,,
,,Translation test,,ಭಾಷಾಂತರ ಪರೀಕ್ಷೆ,,,,,,,
,,Transmission,,ರವಾನೆ,,,,,,,
,,Transport,,ಸಾಗಣೆ,,,,,,,
,,Transportation company,,ಸಾಗಣೆ ಸಂಸ್ಥೆ,,,,,,,
,,Transport charges,,ಸಾಗಣೆ ವೆಚ್ಚ,,,,,,,
,,Travel,,ಪ್ರಯಾಣಮಾಡು,,,,,,,
,,Traveller,,ಪ್ರಯಾಣಿಕ,,,,,,,
,,Travellers cheque,,ಪ್ರಯಾಣಿಕನ ಚೆಕ್ಕು,,,,,,,
,,Travelling allowance,,ಪ್ರಯಾಣ ಭತ್ಯ,,,,,,,
,,Travelling allowance bill,,ಪ್ರಯಾಣ ಭತ್ಯ ಬಿಲ್ಲು,,,,,,,
,,Travelling charges,,ಪ್ರಯಾಣ ದರಗಳು,,,,,,,
,,Travelling expenses,,ಪ್ರಯಾಣ ವೆಚ್ಚಗಳು,,,,,,,
,,Treasurer,,ಕೋಶಾಧ್ಯಕ್ಷ; ಖಜಾಂಚಿ,,,,,,,
,,Treasury,,ಖಜಾನೆ,,,,,,,
,,Treasury receipts,,ಖಜಾನೆ ರಶೀತಿ,,,,,,,
,,True copy,,ಯಥಾಪ್ರತಿ,,,,,,,
,,Typed copy,,ಬೆರಳಚ್ಚು ಪ್ರತಿ,,,,,,,
,,Typewriter,,ಬೆರಳಚ್ಚು ಯಂತ್ರ,,,,,,,
,,Typical,,ಮಾದರಿಯ,,,,,,,
,,Typist,,ಬೆರಳಚ್ಚುಗಾರ / ಳು,,,,,,,
,,Ultimate,,ಅಂತಿಮ,,,,,,,
,,Unable,,ಅಸಮರ್ಥ,,,,,,,
,,Unacceptable,,ಅಂಗೀಕಾರಾರ್ಹವಲ್ಲದ,,,,,,,
,,Unadjusted balance,,ಹೊಂದಾಣಿಕೆಯಾಗದ ಶಿಲ್ಕು,,,,,,,
,,Unadjusted bill,,ಹೊಂದಾಣಿಕೆಯಾಗದ ಬಿಲ್ಲು,,,,,,,
,,Unalterable,,ಬದಲಿಸಲಾಗದ,,,,,,,
,,Unanimity,,ಒಮ್ಮತ; ಏಕಾಭಿಪ್ರಾಯ,,,,,,,
,,Unauthorised,,ಅನಧಿಕೃತ,,,,,,,
,,Unavoidable,,ಅನಿವಾರ್ಯ; ಅಪರಿಹಾರ್ಯ,,,,,,,
,,Uncalled,,ಕರೆಯದ,,,,,,,
,,Uncertain,,ಅನಿಶ್ಚಿತ,,,,,,,
,,Unconcerned,,ಸಂಬಂಧವಿಲ್ಲದ,,,,,,,
,,Unconditional,,ಷರತ್ತಿಲ್ಲದ,,,,,,,
,,Unconstitutional,,ಸಂವಿಧಾನಬಾಹಿರ,,,,,,,
,,Unconventional,,ಸಂಪ್ರದಾಯಬಾಹಿರ,,,,,,,
,,Undated,,ದಿನಾಂಕವಿಲ್ಲದ,,,,,,,
,,Underaged,,ವಯಸ್ಸಾಗದ,,,,,,,
,,Undergraduate,,ಸ್ನಾತಕಪೂರ್ವ,,,,,,,
,,Underground,,ಭೂಗತ; ನೆಲಮಾಳಿಗೆ,,,,,,,
,,Under Law,,ಕಾನೂನಿನ ಮೇರೆಗೆ,,,,,,,
,,Undischarged,,ಬಿಡುಗಡೆಯಾಗದ,,,,,,,
,,Undisbursed,,ಬಟವಾಡೆಯಾಗದ,,,,,,,
,,Unemployed,,ನಿರುದ್ಯೋಗಿ,,,,,,,
,,Unfair,,ನ್ಯಾಯವಲ್ಲದ; ತರವಲ್ಲದ,,,,,,,
,,Unfettered,,ಅನಿರ್ಬಂಧಿತ,,,,,,,
,,Unfinished,,ಅಪೂರ್ಣ,,,,,,,
,,Unfit,,ಅನರ್ಹ; ಅಸಮರ್ಥ,,,,,,,
,,Unfounded,,ನಿರಾಧಾರ; ಬುಡವಿಲ್ಲದ,,,,,,,
,,Uniform,,ಏಕರೂಪ; ಸಮವಸ್ತ್ರ,,,,,,,
,,Uniformity,,ಏಕರೂಪತೆ,,,,,,,
,,United,,ಸಂಯುಕ್ತ; ಒಂದುಗೂಡಿದ,,,,,,,
,,Unit of recruitment,,ನೌಕರ ಭರ್ತಿಯ ಘಟಕ,,,,,,,
,,Unlawful,,ಕಾನೂನುಬಾಹಿರ,,,,,,,
,,Unofficial,,ಅನಧಿಕೃತ,,,,,,,
,,Unpaid,,ಸಂದಾಯವಾಗದೆ,,,,,,,
,,Unqualified,,ಅನರ್ಹ,,,,,,,
,,Unregistered,,ನೋಂದಣಿಯಾಗದ,,,,,,,
,,Unrestricted,,ಅನಿರ್ಬಂಧಿತ,,,,,,,
,,Unsatisfactory,,ಅತೃಪ್ತಿಕರ,,,,,,,
,,Until the contrary is shown,,ತದ್ವಿರುದ್ಧವಾಗಿ ರುಜುವಾತಾಗುವವರೆಗೆ,,,,,,,
,,Untruth accounts,,ಸುಳ್ಳುಲೆಕ್ಕ,,,,,,,
,,Unusual,,ಅಸಾಮಾನ್ಯ,,,,,,,
,,Unwarranted,,ಅಧಿಕಾರವಿಲ್ಲದ,,,,,,,
,,Unwieldy,,ನಿರ್ವಹಿಸಲಾಗದ,,,,,,,
,,Upgrade,,ಮೇಲುದರ್ಜೆಗೇರಿಸು,,,,,,,
