ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Anterior pituitary gland,ಮುಂದಣ ತೆಮಡಿಕ / ಪೀಯೂಷಿಕ ಗ್ರಂಥಿ,,,,,,,,,
,Anthelmintic,"ಜಂತುನಿವಾರಕ, ಕರುಳುಹುಳುರೋಧಕ",,,,,,,,,
,Anthrax,ನೆರಡಿಬೇನೆ,,,,,,,,,
,Anthrax bacterin,ನೆರಡಿ ಸೂಕ್ಷ್ಮಾಣು,,,,,,,,,
,Anthrax control,ನೆರಡಿಬೇನೆ ನಿಯಂತ್ರಣ,,,,,,,,,
,Anthrax spore vaccination,ನೆರಡಿ ಲಸಿಕೆ,,,,,,,,,
,Anthropophilic,ಮಾನವನೊಲವಿಕ,,,,,,,,,
,Anti anthrax serum,ನೆರಡಿ ನಿರೋಧಕ ರಸಿಕೆ,,,,,,,,,
,Antibiotic,ಪ್ರತಿಜೈವಿಕ,,,,,,,,,
,Antibiotic feed supplement,ಪ್ರತಿಜೈವಿಕ ಪೂರಕ ಮೇವು,,,,,,,,,
,Antibody,ಪ್ರತಿರೋಧ ವಸ್ತು,,,,,,,,,
,Anticephalgic,ತಲೆನೋವುರೋಧಕ,,,,,,,,,
,Anticoagulants,ಗರಣಿ ಪ್ರತಿರೋಧಕಗಳು,,,,,,,,,
,Anticoagulins,"ಕೊಕ್ಕೆಹುಳು ಸ್ರವಿಸುವ, ಗರಣಿರೋಧಕ ವಸ್ತುಗಳು",,,,,,,,,
,Anticonceptic,ಬಸಿರುರೋಧಕ,,,,,,,,,
,Anti-cow-kicker,ಹಸುಗಳು ಒದೆಪ್ರತಿಸಾಧನ,,,,,,,,,
,Antidiuretic,ಬಹುಮೂತ್ರರೋಧಕ,,,,,,,,,
,Antidiuretic hormone,ಬಹುಮೂತ್ರರೋಧಿ ಚೋದಕ,,,,,,,,,
,Antidote,"ವಿಷರೋಧಕ ವಸ್ತು, ವಿಷಮುರಿ",,,,,,,,,
,Antidotic,"ಬ್ಯಾಕ್ಟೀರಿಯ ವಿಷರೋಧಕ ವಸ್ತು, ವಿಷಮುರಿ",,,,,,,,,
,Antifungal,"ಪ್ರತಿಶಿಲೀಂಧ್ರಕಾರಕ, ಅಣಬೆ / ಶಿಲೀಂಧ್ರನಿರೋಧಕ",,,,,,,,,
,Antigen,"ಪ್ರತಿರೋಧಜನಕ, ಪ್ರತಿವಿಷಜನಕ",,,,,,,,,
,Antihistamin,ಹಿಸ್ಟಮಿನ್‌ನಿರೋಧಿ,,,,,,,,,
,Anti inflammatory,ಉರಿಯೂತ ಪ್ರತಿರೋಧಕ,,,,,,,,,
,Antimorten feature,ಜೀವಂತ ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ ಲಕ್ಷಣಗಳು,,,,,,,,,
,Antioxidants,ಪ್ರತಿಉತ್ಕರ್ಷಕಗಳು,,,,,,,,,
,Antipruritic,ತುರಿಕೆರೋಧಕ,,,,,,,,,
,Anti pyretic,ಜ್ವರವಿಳಿಕ,,,,,,,,,
,Antirheumatic,ವಾಯುರೋಧಕ ಮದ್ದು,,,,,,,,,
,Antiseptic,"ಪೂತಿನಾಶಕ, ಸೋಂಕು ನಿರೋಧಕ",,,,,,,,,
,Antiseptic dusting powder,ಪೂತಿನಾಶಕ ಧೂಳಿಕ ಪುಡಿ,,,,,,,,,
,Antisialics,ಜೊಲ್ಲುರೋಧಕ,,,,,,,,,
,Antispasmodic,"ಕರುಳಿನುರಿತ ನಿರೋಧಿ, ಸೆಳವುನಿರೋಧಕ",,,,,,,,,
,Antistress medicine,ಪ್ರತಿಯಾತನ/ಒತ್ತಡ ನಿರೋಧಕ ಔಷಧ,,,,,,,,,
,Antitetanic serum,ಧನುರ್ವಾಯು / ಪಾರ್ಶ್ವವಾಯುರೋಧಕ ರಸಿಕೆ,,,,,,,,,
,Antitoxic serum,ಪ್ರತಿವಿಷರಕ್ತಸಾರ,,,,,,,,,
,Antitoxin,"ಪ್ರತಿವಿಷವಸ್ತು, ವಿಷರೋಧಕ ವಸ್ತು",,,,,,,,,
,Antrum,"ಎಲುಗುಳಿ, ಕುಹರ",,,,,,,,,
,Anus,ಗುದ,,,,,,,,,
,Anxiety disorder,ಆತಂಕದ ಕಾಯಿಲೆ,,,,,,,,,
,AOB (Any other breed),ಇನ್ನಿತರ ತಳಿ,,,,,,,,,
,Aorta,ಮಹಾಅಪಧಮನಿ,,,,,,,,,
,Aortic arch,ಅಯೋರ್ಟ / ಮಹಾಅಪಧಮನಿ ಕಮಾನು,,,,,,,,,
,AOV (Any other variety),ಇನ್ನಿತರ ವಿಭೇದ,,,,,,,,,
,Apathy,"ನಿರಾಸಕ್ತಿ, ಜಡತೆ",,,,,,,,,
,APF (Animal protein factor),ಪ್ರಾಣಿ ಸಸಾರಜನಕ ಅಂಶ,,,,,,,,,
,Aphrodisia,ಕಾಮೋತ್ತೇಜನ,,,,,,,,,
,Aphrodisiac,ಕಾಮೋತ್ತೇಜಕ,,,,,,,,,
,Aplasia,"ಆಜನ್ಮದೋಷ, ಹುಟ್ಟುಗುಣ, ಹುಟ್ಟುಗೊರತೆ",,,,,,,,,
,Apnea,ಉಸಿರ್ಗಟ್ಟು,,,,,,,,,
,Apocrine,ಬಿಡುಸುರಿಕ,,,,,,,,,
,Apodous,ಕಾಲಿಲ್ಲದ,,,,,,,,,
,Aponeurosis,ನರೆಳೆ ಪದರ,,,,,,,,,
,Aponeurositis,ನರೆಳೆ ಪದರುರಿತ,,,,,,,,,
,Appaloosa,ಒಂದು ಕುದುರೆ ತಳಿ,,,,,,,,,
,Appearence,1. ತೋರಿಕೆ 2. ಚಹರೆ,,,,,,,,,
,Appendage,"ಉಪಾಂಗ (ಕೂಡುಭಾಗ), ಅನುಬಂಧ",,,,,,,,,
,Appendicular,"ಅವಯವಾಸ್ಥಿಗಳು, ಅವಯವದ",,,,,,,,,
,Appetite,ಹಸಿವು,,,,,,,,,
,Appetitive behaviour,ಬಯಕೆಯ ವರ್ತನೆ,,,,,,,,,
,Apterous,ರೆಕ್ಕೆಯಿಲ್ಲದ,,,,,,,,,
,Aquaculture,ಜಲಕೃಷಿ,,,,,,,,,
,Arboreal,ವೃಕ್ಷವಾಸಿ,,,,,,,,,
,Arbovirus,ಕೀಟವಾಹಿತ ವೈರಸ್,,,,,,,,,
,Arch,ಬೆನ್ನುಬ್ಬು (ಹಂದಿಯ) ವಕ್ರತೆ,,,,,,,,,
,Areola,"ದುಂಡುಕಲೆ, ಮೊಲೆತೊಟ್ಟುಕಲೆ",,,,,,,,,
,Areolar tissue,ಅಂತರಾವಕಾಶ ಊತಕ,,,,,,,,,
,Argentic,ಫ್ರೆಂಚ್ ಮೂಲದ ಮೊಲದ ತಳಿ,,,,,,,,,
,Arhinia,ಮೂಗುಕೊರೆ,,,,,,,,,
,Aridity index,ಶುಷ್ಕತಾಸೂಚಿ,,,,,,,,,
,Arrhythmia,"ತಾಳಗತಿಗೆಡಿಕೆ, ಹೃದಯ ಬಡಿತದ ಲಯಗೆಡಿಕೆ",,,,,,,,,
,Arterial,ಅಪಧಮನಿಯ,,,,,,,,,
,Arteriola,ಕಿರಿಧಮನಿ,,,,,,,,,
,Arteriology,ಧಮನಿಶಾಸ್ತ್ರ,,,,,,,,,
,Arteriopathy,ಧಮನಿ ಬೇನೆ,,,,,,,,,
,Arteriorrhexis,ಧಮನಿ ಬಿರಿತ,,,,,,,,,
,Arteriosclerosis,ಧಮನಿ ಪಡೆಸಣೆ,,,,,,,,,
,Arteriospasm,ಧಮನಿ ಸೆಡೆತ,,,,,,,,,
,Arteriostosis,ಧಮನಿ ಸುಣ್ಣಗೂಡಿಕೆ,,,,,,,,,
,Arteriostrepsis,ಧಮನಿ ತಿರುಚಿಕೆ / ನುಲಿಕೆ,,,,,,,,,
,Arteriotomy,ಧಮನಿ ಕೊಯ್ಸೀಳಿಕೆ,,,,,,,,,
,Arteritis,ಧಮನಿಯುರಿತ,,,,,,,,,
,Artery,"ಅಪಧಮನಿ, ಶುದ್ಧ ರಕ್ತನಾಳ, ಧಮನಿ",,,,,,,,,
,Artery forceps,ಅಪಧಮನಿಗಳ ಇಕ್ಕಳ,,,,,,,,,
,Arthritis,"ಕೀಲುರಿತ, ಕೀಲುಬಾವು",,,,,,,,,
,Articular,ಕೀಲುಸಂಬಂಧಿ,,,,,,,,,
,Artificial brooding,ಕೃತಕ ಕಾವಿನಿಂದ ಮರಿಸಾಕುವಿಕೆ,,,,,,,,,
,Artificial hatching,ಕೃತಕವಾಗಿ ಮರಿಮಾಡಿಸುವಿಕೆ,,,,,,,,,
,Artificial insemination centre,ಕೃತಕ ವೀರ್ಯಾವಾಪನ ಕೇಂದ್ರ,,,,,,,,,
,Artificial vagina,ಕೃತಕ ಯೋನಿ,,,,,,,,,
,Arthrodia,ಜಾರುಗೀಲು,,,,,,,,,
,Arthrology,ಕೀಲುಶಾಸ್ತ್ರ,,,,,,,,,
,Arthropod,"ಕೀಲ್ಗಾಲಿ, ಸಂಧಿಪದಿ",,,,,,,,,
,Articular cartilage,"ಸಂಧಿ ತರುಣಾಸ್ಥಿ, ಮೆಲ್ಲೆಲುಬುಕೀಲು",,,,,,,,,
,Ascariasis,ಜಂತುಹುಳು ಬೇನೆ,,,,,,,,,
,Ascaride,ಜಂತುಹುಳು ರೋಧಕ,,,,,,,,,
,Ascitis,ಜಲೋದರ,,,,,,,,,
,Aseptic,ಪೂತಿನಾಶಕ,,,,,,,,,
,Aseptic packaging,ಸೂಕ್ಷಜೀವಿ ಪ್ರವೇಶ ನಿರೋಧಕವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡುವಿಕೆ,,,,,,,,,
,Asexual,ನಿರ್ಲಿಂಗಿ,,,,,,,,,
,Asfixiation,ಉಸಿರುಗಟ್ಟುವಿಕೆ,,,,,,,,,
,Aspect,ಇಳುಕಲು ಮುಖ,,,,,,,,,
,Aspergillosis,ಕೋಳಿಮರಿಗಳ ಒಂದು ಶಿಲೀಂಧ್ರರೋಗ,,,,,,,,,
,Asphyxia,ಉಸಿರುಗಟ್ಟಿಕೆ,,,,,,,,,
,Ass,ಕತ್ತೆ,,,,,,,,,
,Assemble pen,ಸಂಯೋಜಕ ರೊಪ್ಪ,,,,,,,,,
,Assimilation,"ದೇಹಗತಗೊಳಿಕೆ, ಜೀರ್ಣಿಕೆ",,,,,,,,,
,Assortive mating,ಒಂದು ಗುಂಪಿನಲ್ಲಿ ನಿಗದಿತವಾಗಿ ಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪಾದನೆ,,,,,,,,,
,Asters,ಕೋಶವಿಭಜನೆಯಲ್ಲಿ ಕಂಡುಬರುವ ಧ್ರುವಗಳು,,,,,,,,,
,Asthenia,ಶಕ್ತಿಹೀನತೆ,,,,,,,,,
,Astigmatism,"ಅಸಮದೃಷ್ಟಿ, ದೃಷ್ಟಿವೈಷಮ್ಯ",,,,,,,,,
,Astringent,"ಒಗರು, ಮಲಗಟ್ಟಿಕ",,,,,,,,,
,Asynapsis,ಅಸಮಜೋಡಣೆ,,,,,,,,,
,Asystole,ಹೃದಯ ಸಂಕೋಚನ ಹೀನತೆ,,,,,,,,,
,Atavism,"ತಲೆಮಾರು ಬಳಿಕ ಪ್ರಕಟವಾಗುವ ಗುಣಲಕ್ಷಣ, ಮುತ್ತಾತನಿಕೆ",,,,,,,,,
,Ataxia,"ನಿಲುಗೆಡಿಕೆ, ಶಾರೀರಿಕ ಭಾಗಗಳ ಸಾಮಾನ್ಯ ಸಂಘಟನ ಕೊರತೆ",,,,,,,,,
,At-foot (suckling),ಮರಿಯೊಡಗೂಡಿದ ತಾಯಿಕುರಿ,,,,,,,,,
,Atheroma,"ಅಂಬಲಿಗಂತಿ, ಧಮನಿ ಪೆಡಸಣೆ",,,,,,,,,
,Atherosclerosis,ಅಂಬಲಿ ಪೆಡಸಣೆ,,,,,,,,,
,Athetosis,"ಅದಿರ್ವಾಯು, ಅದಿರುಸೆಡೆತ",,,,,,,,,
,Atlantal bursa,ಶಿರಾಧಾರಮಣಿಯ ಕೀಲೋಳುಕವಚ,,,,,,,,,
,Atlanto-axial-joint,ಶಿರಾಧಾರ ಅಚ್ಚಿನ ಸಂಧಿ,,,,,,,,,
,Atony,"ಬಿಗುವಳಿಕೆ, ಒಗ್ಗುತಪ್ಪಿಕೆ, ಅತಾನತೆ",,,,,,,,,
,Atopy,"ವಿಚಲ, ವಿಚರ, ಆನುವಂಶಿಕ ಪ್ರಭಾವಕ್ಕೊಳಪಟ್ಟ, ಚಿಕಿತ್ಸಕ ಸೂಕ್ಷ್ಮತೆ",,,,,,,,,
,ATP (Adinosin tri phosphate),ಅಡಿನೋಸೈನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಶಕ್ತಿಸಮೃದ್ಧ ವಸ್ತು),,,,,,,,,
,Atresia,"ಅಛಿದ್ರತಾ, ಕಂಡಿಲಿ, ನಾಳಗೊರೆ",,,,,,,,,
,Atresiani,"ಕಂಡಿಲಿ, ನಾಳಗೊರೆ, ಕಂಡಿಗೊರೆ, ಕಂಡಿಂಗುವೆ",,,,,,,,,
,Atretic,ಕಂಡಿಂಗಿದ,,,,,,,,,
,Atrophic rhinitis,"ಮೂಗಿನ ಲೋಳ್ಪರೆ ಮತ್ತು ಸುರುಳಿಕ ಮೂಳೆಗಳ ನಿಡುಗಾಲಿಕ ಉರಿಯೂತ, ನಿಡುಗಾಲಿಕ ಮೂಗುರಿತ",,,,,,,,,
,Atrophy,"ಬತ್ತಿಕೆ, ಕ್ಷೀಣತೆ",,,,,,,,,
,Attenuated,"ಸಾರಗುಂದಿಸಿದ, ತೆಳುಗೊಳಿಸಿದ",,,,,,,,,
,Attenuation,"ಸಾರಗುಂದಿಕೆ, ಬಲಹೀನತೆ, ಸವೆತ (ವೈರಸ್‌ಗಳು)",,,,,,,,,
,Attested area,ಪ್ರಮಾಣಿತ ಪ್ರದೇಶ (ವಿಶಿಷ್ಟ ಪ್ರಾಣಿರೋಗ ನಿವಾರಕ ಕಾರ್ಯಕ್ರಮ ಪ್ರದೇಶ),,,,,,,,,
,Atypical,"ಅನಿಯತ, ಅಸಾಧಾರಣ",,,,,,,,,
,Atypical vertebrae,ಅಸಾಮಾನ್ಯ ಕಶೇರುಕಾಸ್ಥಿಗಳು,,,,,,,,,
,Auditory nerve,"ಕಿವಿಗೆ ಹೋಗುವ ಎಂಟನೆಯ ಕಪಾಲ (ತಲೆಯ) ನರ, ಶ್ರವಣನರ, ಆಲಿಕೆನರ",,,,,,,,,
,Auricle,"ಕಿವಿಹಾಲೆ, ಗುಂಡಿಗಿವಿ, ಹೃತ್ಕರ್ಣ",,,,,,,,,
,Auscultation,ಆಲಿಕೆ (ಆಲಿಸುವಿಕೆ),,,,,,,,,
,Auscultoscope,"ಆಲಿಕೆದರ್ಶಕ, ದನಿಯೊಳದರ್ಶಕ",,,,,,,,,
,Autacoid,ಚೋದನಿಕಗಳು,,,,,,,,,
,Autocatalysis,ಸ್ವಯಂ ರಾಸಾಯನಿಕಕ್ರಿಯಾ ವೇಗವರ್ಧಕ,,,,,,,,,
,Autogamous,"ತಂತಾನೆ ಕೂಡುವ, ಸ್ವಯಂಫಲೀಕರಣಗೊಳ್ಳುವ",,,,,,,,,
,Autogenous,ರೋಗಿಯ ಶರೀರಜನಿತ,,,,,,,,,
,Autogenous vaccine,ರೋಗಿಶರೀರ ಜನಿತ ಸೂಕ್ಷ್ಮಜೀವಿಗಳಿಂದ ಸಿದ್ಧಪಡಿಸಿದ ಲಸಿಕೆ,,,,,,,,,
,Autoimmunity,ಸ್ವಸೋಂಕು ರಕ್ಷಣೆ,,,,,,,,,
,Autoinfection,ಸ್ವಯಂ ಪುನರ್ಸೋಂಕು,,,,,,,,,
,Autointoxication,ಸ್ವಯಂ ವಿಷಮತೆ,,,,,,,,,
,Autolysis,ಸ್ವಯಂ ಲಯನ,,,,,,,,,
,Autolytic,ಸ್ವಯಂ ಜೀರ್ಣತೆ,,,,,,,,,
,Automatic nervous system,ಸ್ವನಿಯಾಮಕ ನರವ್ಯವಸ್ಥೆ,,,,,,,,,
,Autopsy,ಶವಪರೀಕ್ಷೆ,,,,,,,,,
,Autorecorder,ಹಾಲಿನ ತೂಕದ ಸ್ವಯಂದಾಖಲಾತಿ ಯಂತ್ರ,,,,,,,,,
,Autosexed,ಮಿದುಗೂದಲ ಬಣ್ಣದಿಂದ ಲಿಂಗಭೇದ ಮಾಡಬಹುದಾದ ತಳಿಯ ಸಂತತಿ,,,,,,,,,
,Autosexing,ಸ್ವಯಂ ಲಿಂಗನಿರ್ಧರಿಕ,,,,,,,,,
,Autosexing breed,ಒಂದು ದಿನದ ವಯಸ್ಸಿನಲ್ಲೇ ಲಿಂಗ ನಿರ್ಣಯಿಸಬಲ್ಲ ತಳಿ,,,,,,,,,
,Autosex linked,ಮರಿಗಳಲ್ಲೇ ಲಿಂಗನಿರ್ಣಾಯಕ ವರ್ಣಗಳನ್ನು ಪ್ರಕಟಿಸುವ ಶುದ್ಧತಳಿ ಕೋಳಿಗಳು,,,,,,,,,
,Autosome,ಲೈಂಗಿಕೇತರ ವಂಶವಾಹಿ,,,,,,,,,
,Autotroph,ಸ್ವಯಂ ಪೋಷಕ,,,,,,,,,
,Autumn fly,ಸಿಂಬಳ ನೋಣ,,,,,,,,,
,Auxotropy,ಒಂದು ಸೂಕ್ಷ್ಮಜೀವಿ ವಿಭೋದ,,,,,,,,,
,Average daily gain,ಸರಾಸರಿ ಜೈವಿಕ ತೂಕ ಹೆಚ್ಚಳ,,,,,,,,,
,Aves,ಪಕ್ಷಿವರ್ಗದ ಕಶೇರುಕಗಳು,,,,,,,,,
,Avian,"ಪಕ್ಷಿಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ, ಪಕ್ಷಿವರ್ಗದ",,,,,,,,,
,Avianised,ಲಸಿಕೆ ಪಕ್ಷಿಸಾಗಿತ,,,,,,,,,
,Avifauna,ಒಂದು ಪ್ರಾಂತ್ಯದ ಪಕ್ಷಿಕೋಟಿ,,,,,,,,,
,Avitaminosis,ಜೀವಸತ್ವ ಕೊರತೆ ಬೇನೆ,,,,,,,,,
,Axial feather,"ರೆಕ್ಕೆಯ ಪ್ರಾಥಮಿಕ, ದ್ವಿತೀಯಕಗಳ ನಡುವಣ ಒಂಟಿ ಕಿರುಗರಿ",,,,,,,,,
,Axilla,"ಕಂಕುಳು, ಕಕ್ಷ",,,,,,,,,
,Axillary,"ಕಂಕುಳಿನ, ಕಕ್ಷಸ್ಥ",,,,,,,,,
,Axon,"ನರಕೇಂದ್ರ, ನರಅಕ್ಷ",,,,,,,,,
,"Axon, terminal","ನರಕೊನೆ, ನರತುದಿ",,,,,,,,,
,Babcock test,ಹಾಲುಕೆನೆಗಳಲ್ಲಿರುವ ಕೊಬ್ಬಿನಂಶ ನಿರ್ಧರಿಸುವ ಪರೀಕ್ಷೆ,,,,,,,,,
,Babesia,ಬೆಬೆಸಿಯ,,,,,,,,,
,Babesiosis,ದನಗಳ ಮಲೇರಿಯ,,,,,,,,,
,Babonic plague,ದಂಶಕಗಳಿಗೆ ಬರುವ ಪ್ಲೇಗ್‌ರೋಗ (ಅನೇಕವೇಳೆ ಮಾನವರು ಮತ್ತು ಜಾನುವಾರುಗಳಿಗೂ ಸೋಂಕುತ್ತದೆ),,,,,,,,,
,Baby beef,12-18 ತಿಂಗಳ ವಯಸ್ಸಿನ ಕೊಬ್ಬದ ದನಗಳ ಮಾಂಸ,,,,,,,,,
,Bacciform,ಕಾಯ್ಜೀವಿರೂಪ,,,,,,,,,
,Bacillary white diarrhoea,ಬ್ಯಾಸಿಲರಿ ಬಿಳಿಭೇದಿ (ಕೋಳಿಮರಿಗಳ ಮಾರಕ ಬ್ಯಾಕ್ಟೀರಿಯಾರೋಗ),,,,,,,,,
,Bacillus,ಬೀಜಾಣು ಉತ್ಪಾದಕ ಬ್ಯಾಕ್ಟೀರಿಯಾ (ದಂಡಾಣು),,,,,,,,,
,Back,"ಹಿಂಬದಿ, ಬೆನ್ನು",,,,,,,,,
,Back bone,ಬೆನ್ನುಮೂಳೆ,,,,,,,,,
,Backchain,ಕಡಿವಾಣ,,,,,,,,,
,Backcross,ಹಿಂಸಂಕರ,,,,,,,,,
,Back quarter,ಚಪ್ಪೆ,,,,,,,,,
,Back washer,ಉಣ್ಣೆ ತೊಳೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Bacon,ಹಂದಿಯ ಬೆನ್ನು ಮತ್ತು ಪಕ್ಕಭಾಗಗಳ ಮಾಂಸ,,,,,,,,,
,Bacteraemia,ಜೀವಾಣುರಕ್ತತೆ,,,,,,,,,
,Bacteria,"ಬ್ಯಾಕ್ಟೀರಿಯಾ, ಜೀವಾಣು",,,,,,,,,
,Bactericide,ಬ್ಯಾಕ್ಟೀರಿಯಾ /ಜೀವಾಣುನಾಶಕ,,,,,,,,,
,Bacterin,ಬ್ಯಾಕ್ಟೀರಿಯಾ / ಜೀವಾಣು ಲಸಿಕೆ,,,,,,,,,
,Bacteriolysin,ಬ್ಯಾಕ್ಟೀರಿಯಾ / ಜೀವಾಣು ನಾಶಕವಸ್ತು,,,,,,,,,
,Bacteriostasis,ಬ್ಯಾಕ್ಟೀರಿಯಾ / ಜೀವಾಣು ಬೆಳವಣಿಗೆ ಕುಂದಿಕೆ,,,,,,,,,
,Bacteriostatic,ಬ್ಯಾಕ್ಟೀರಿಯಾ / ಜೀವಾಣು ಬೆಳವಣಿಗೆ ನಿವಾರಕ ವಸ್ತು,,,,,,,,,
,Baffle,ತಡೆ,,,,,,,,,
,Bail,ಲಾಯದಲ್ಲಿ ಕುದುರೆಗಳ ನಡುವಣ ಅಂಕಣ,,,,,,,,,
,Bailiff,ಫಾರ್ಮ್ ನಿರ್ವಾಹಕ,,,,,,,,,
,Bail milking,ಸಂವಾಹಕ ಕೊಟ್ಟಿಗೆಗಳಲ್ಲಿ ದನಗಳ ಹಾಲುಹಿಂಡಿಕೆ,,,,,,,,,
,Bait,"1. ಕುದುರೆ ಮೇವು [ಒಣಹುಲ್ಲು, ಓಟ್ಸ್ ಮತ್ತಿತರ ಒಣಆಹಾರ ಪದಾರ್ಥ (ಮಿಶ್ರಣ)] 2. ಆಕರ್ಷಕ ವಸ್ತು",,,,,,,,,
,Bajra kadabi,ಸಜ್ಜೆ ಕಡ್ಡಿ,,,,,,,,,
,Balanced ration,ಸಮತೋಲಿತ (ಸರಿಯಾದ ಪ್ರಮಾಣದಲ್ಲಿ ಅವಶ್ಯ ಪೋಷಕಾಂಶವುಳ್ಳ) ಮೇವು,,,,,,,,,
,Bale,"ಚೀಲಗಳು, ಒಣಹುಲ್ಲು ಪಿಂಡಿ",,,,,,,,,
,Balling guns/pistols,"ಕುದುರೆ, ಹಂದಿ, ಕುರಿಗಳಿಗೆ ದೊಡ್ಡ ಮಾತ್ರೆ / ಕ್ಯಾಪ್ಸುಲ್ ನೀಡಲು ಬಳಸುವ ಲೋಹದ ಉಪಕರಣಗಳು",,,,,,,,,
,Ballotment,ದ್ರವ ವಿಲೀನಿತ ಯಾವುದೇ ಅಂಗದ ಚಲನೆಯನ್ನು ಕಂಡುಹಿಡಿಯುವ ತಂತ್ರ,,,,,,,,,
,Bandage,"ಪಟ್ಟಿಕಟ್ಟುವಿಕೆ, ಬ್ಯಾಂಡೇಜ್ ಕಟ್ಟುವಿಕೆ",,,,,,,,,
,Banding,ಗುರುತುಪಟ್ಟಿ ಹಾಕುವಿಕೆ,,,,,,,,,
,Bane,1. ಕುರಿಗಳ ಕೊಳೆರೋಗ 2. ಚಪ್ಪಟೆಜಂತು,,,,,,,,,
,Bangalore Military Dairy,ಬೆಂಗಳೂರು ಮಿಲಿಟರಿ ಹೈನಾಗಾರ,,,,,,,,,
,Barb,1. ವೇಗದ ತಳಿ ಕುದುರೆ 2. ದಟ್ಟವರ್ಣದ ಅಲಂಕಾರಿಕ ಪಾರಿವಾಳ,,,,,,,,,
,Barbon,ಫಾರ್ಮ್ ಅಂಗಳ,,,,,,,,,
,Barley,ಬಾರ್ಲಿ,,,,,,,,,
,Barley hull,ಬಾರ್ಲಿಹೊಟ್ಟು,,,,,,,,,
,Barn,"ಗೋದಲಿ, ಅಂಗಳ, ಹಟ್ಟಿ",,,,,,,,,
,Barn allergy,ಅಂಗಳ / ಹಟ್ಟಿ ಒಗ್ಗದಿಕೆ ವ್ಯಾಧಿ,,,,,,,,,
,Barpad,ಕುದುರೆ ಲಾಳಕ್ಕೆ ಹಾಕುವ ಚರ್ಮದ ಅಟ್ಟೆ,,,,,,,,,
,Bar pig,ಹಿಡಮಾಡಿದ ಗಂಡುಹಂದಿ,,,,,,,,,
,Barred,ಪಕ್ಷಿಗಳ ಮೇಲಿನ ಪಟ್ಟೆ ಗುರುತು ಸೂಚಕ ಪದ,,,,,,,,,
,Barren,ಬರಡು,,,,,,,,,
,Barrener,ಬರಡೆನಿಸಿದ ಹೆಣ್ಣು ಫಾರ್ಮ ಪ್ರಾಣಿ,,,,,,,,,
,Barrow,ಪ್ರೌಢವಯಸ್ಸನ್ನು ತಲುಪುವ ಮೊದಲೇ ಹಿಡಮಾಡಿದ ಹಂದಿ,,,,,,,,,
,Barrow pig,ಹಿಡಮಾಡಿದ ಗಂಡುಹಂದಿ,,,,,,,,,
,Basal bulb,ಅನ್ನನಾಳದ ಹಿಂತುದಿಯ ಊತ,,,,,,,,,
,Basal (diet),ಪ್ರಯೋಗ ಪರೀಕ್ಷೆಯಲ್ಲಿರುವ ಎಲ್ಲಾ ಪ್ರಾಣಿಗಳಿಗೂ ನೀಡುವ ಸಾಮಾನ್ಯ ಆಹಾರ (ಪ್ರಯೋಗ ಮತ್ತು ಸೇರಿಸಿದ),,,,,,,,,
,Basal metabolic rate (BMR),ಮೂಲ / ಪ್ರಾಥಮಿಕ ಜೀವ ದ್ರವ್ಯಕರಣ ವೇಗ,,,,,,,,,
,Basal metabolism (BM),ಮೂಲ / ಪ್ರಾಥಮಿಕ ಜೀವದ್ರವ್ಯ ರಾಸಾಯನಿಕ ಬದಲಾವಣೆಗಳು,,,,,,,,,
,Basicornual articulation,ಕೊಂಬುಗಳ ಅಡಿಯ ಸಂದಿ,,,,,,,,,
,Basil,ಕುರಿ ತೊಗಲಿನಿಂದ ಸಿದ್ಧಗೊಳಿಸಿದ ಚರ್ಮ,,,,,,,,,
,Batch drying,ಕಣದಲ್ಲಿ ಒಣಹಲ್ಲು ಸುರುಳಿ (ಬೇಲ್)ಗಳನ್ನು ತಂಡಗಳಲ್ಲಿ ಒಣಗಿಸುವ ವಿಧಾನ,,,,,,,,,
,Bating,ಚರ್ಮ ಹದಗಾರಿಕೆಯಲ್ಲಿ ಬಳಸುವ ಒಂದು ಕ್ರಮ,,,,,,,,,
,Battery,"ಗೂಡು, ಪಂಜರ ಮುಂತಾದವುಗಳ ಶ್ರೇಣಿ",,,,,,,,,
