ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Antagonism,,ಪ್ರತಿಜೀವಿ ನಿರೋಧತ್ವ. ಕೆಲವು ಅಸಹಾಯಕ ಸ್ಥಿತಿಗಳಿಂದ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು ತಮ್ಮ ಪ್ರತಿಜೀವಿಗಳ ಬೆಳವಣಿಗೆಗೆ ಅಥವಾ ಚಟುವಟಿಕೆಗೆ ಅಡಚಣೆಯನ್ನುಂಟುಮಾಡುವ ಘಟನೆ.,,,,,,,
,,Antagonist,,ಪ್ರತಿಜೀವಿ ನಿರೋಧಿ. ಒಂದು ಜೀವಿಯ ಬೆಳವಣಿಗೆಗೆ ಅಥವಾ ಚಟುವಟಿಕೆಗಳಿಗೆ ಅಡಚಣೆಯನ್ನುಂಟು ಮಾಡುವ ಜೀವಿ.,,,,,,,
,,Antagonistic Substance,,ನಿರೋಧಕ ವಸ್ತು ಪ್ರತಿ ಜೀವಿಯ ಕ್ರಿಯೆಯನ್ನು ತಟಸ್ಥಗೊಳಿಸುವ ವಸ್ತು.,,,,,,,
,,Anti serum,,ರಕ್ತನೀರು. ಪ್ರತಿದೇಹ ವಸ್ತುವನ್ನೊಳಗೊಂಡ ಒಂದು ಪ್ರಾಣಿಯ ರಕ್ತನೀರು.,,,,,,,
,,Anti-auxin,,ಆ್ಯಂಟಿ ಆಕ್ಸಿನ್; ಪ್ರತಿಸಸ್ಯಚೇತಕ; ಪ್ರತಿ ಚೋದಕ ಸ್ರಾವ. ಸಸ್ಯಗಳ ಮೇಲೆ ಸಾವಯವ ಚೋದಕ ಸ್ರಾವ ಉಂಟುಮಾಡುವ ಪರಿಣಾಮವನ್ನು ತಡೆಯುವ ವಸ್ತು.,,,,,,,
,,Anti-biosis,,"ಪ್ರತಿಜೀವನ. ಎರಡು ಜೀವಿಗಳು ಒಂದೆಡೆ ಇರುವಲ್ಲಿ, ಒಂದರ ಇರುವಿಕೆ ಮತ್ತೊಂದರ ಬೆಳವಣಿಗೆಗೆ ಹಾನಿಕರವಾಗಿರುವ ಪರಿಸ್ಥಿತಿ.",,,,,,,
,,Anti-biotic,,ಜೀವಿಮಾರಕ; ಪ್ರತಿಜೀವಿ. ಸೂಕ್ಷ್ಮ ಜೀವಿಗಳಿಂದ ಉತ್ಪತ್ತಿಯಾಗುವ ಈ ವಸ್ತು ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮತ್ತು ಇತರ ಸೂಕ್ಷ್ಮಜೀವಿಗಳ ಬೆಳವಣಿಗೆಯನ್ನು ಕುಂದಿಸುವ ಹಾಗೂ ನಾಶಮಾಡುವ ಶಕ್ತಿಯುಳ್ಳದ್ದಾಗಿರುತ್ತದೆ.,,,,,,,
,,Anti-body,,ಪ್ರತಿದೇಹ. ಪ್ರತಿವಿಷಜನಕವನ್ನು ಪ್ರಾಣಿಯ ದೇಹಕ್ಕೆ ಸೇರಿಸಿದಾಗ ಪ್ರತಿಯಾಗಿ ಆ ಪ್ರಾಣಿಯಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾಗುವ ಒಂದು ನಿರ್ದಿಷ್ಟ ಸಂರಕ್ಷಕ ವಸ್ತು.,,,,,,,
,,Antidotic,,"ವಿಷಹಾರಿ ; ಪ್ರತಿವಿಷ. ಸೂಕ್ಷ್ಮ ಜೀವಿಗಳಿಂದ ಉತ್ಪತ್ತಿಯಾಗುವ ಈ ವಸ್ತು, ವಿಷಪೂರಿತ ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳ ಹಾನಿಯನ್ನು ತಡೆಗಟ್ಟುವ ಶಕ್ತಿಯುಳ್ಳದ್ದಾಗಿರುತ್ತದೆ.",,,,,,,
,,Antigen,,ಪ್ರತಿವಿಷಜನಕ. ಪ್ರತಿವಿಷಜನಕವನ್ನು ಪ್ರಾಣಿಯ ದೇಹಕ್ಕೆ ಸೇರಿಸಿದಾಗ ಪ್ರತಿದೇಹ ಉತ್ಪತ್ತಿಯಾಗುತ್ತದೆ.,,,,,,,
,,Apo-enzyme,,ಅಪೋಕಿಣ್ವ. ಕಿಣ್ವದಲ್ಲಿರುವ ಪ್ರೋಟೀನ್ ಭಾಗ. ಇದು ಕಿಣ್ವದ ನಿರ್ದಿಷ್ಟ ಕ್ರಿಯೆಯನ್ನು ನಿರ್ಣಯಿಸುವುದರಲ್ಲಿ ಸಹಾಯಕವಾಗುತ್ತದೆ.,,,,,,,
,,Apparent Specific Gravity,,ದೃಷ್ಟಸಾಪೇಕ್ಷ ಸಾಂದ್ರತೆ. ಒಂದು ನಿರ್ದಿಷ್ಟ ಗಾತ್ರದ ರಂಧ್ರ ಸ್ಥಳಸಹಿತ ಮಣ್ಣಿನಸಾಂದ್ರತೆ. ಇದು ಯಾವಾಗಲೂ ನೈಜ ಸಾಪೇಕ್ಷ ಸಾಂದ್ರತೆಗಿಂತ ಕಡಿಮೆಯಾಗಿರುತ್ತದೆ.,,,,,,,
,,Arable Land,,ಸಾಗುವಳಿ ಭೂಮಿ. ಬೆಳೆ ತೆಗೆಯಲು ಉಪಯೋಗಕ್ಕೆ ಬರುವ ಭೂಮಿ.,,,,,,,
,,Arid Climate,,ಶುಷ್ಕ ವಾಯುಗುಣ. ಕಡಿಮೆ ಮಳೆಯಾಗುವ ಪ್ರದೇಶದ ವಾಯುಗುಣ. ಮರಳುಗಾಡು ಭೂಮಿಯ ವಾಯುಗುಣ.,,,,,,,
,,Atom,,ಪರಮಾಣು ರಾಸಾಯನಿಕ ಕ್ರಿಯೆಯಲ್ಲಿ ತನ್ನ ಅಸ್ತಿತ್ವವನ್ನು ಉಳಿಸಿಕೊಂಡು ಭಾಗವಹಿಸುವ ಅತ್ಯಂತ ಸಣ್ಣ ಮೂಲಕಣ.,,,,,,,
,,Atomic Number,,ಪರಮಾಣು ಸಂಖ್ಯೆ. ಎಲ್ಲ ಮೂಲವಸ್ತುಗಳ ಪರಮಾಣು ಕೇಂದ್ರಗಳು ಧನ ವಿದ್ಯುದಂಶಗಳನ್ನು ಹೊಂದಿವೆ. ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯೆಯ ಪ್ರೋಟಾನುಗಳನ್ನು ಹೊಂದಿವೆ. ಈ ಸಂಖ್ಯೆಗೆ ಅನುಗುಣವಾಗಿ ಪರಮಾಣುವಿನ ವ್ಯೂಹದಲ್ಲಿ ಎಲೆಕ್ಟ್ರಾನ್ ಗಳಿರುತ್ತವೆ. ಇವುಗಳ ಸಂಖ್ಯೆಗೆ ಪರಮಾಣು ಸಂಖ್ಯೆ ಎಂದು ಹೆಸರು.,,,,,,,
,,Atomic Theory,,ಪರಮಾಣು ಸಿದ್ಧಾಂತ. ಪ್ರಪಂಚದಲ್ಲಿರುವ ಎಲ್ಲ ಪದಾರ್ಥಗಳೂ ಕೆಲವು ಮೂಲವಸ್ತುಗಳ ಸಂಯೋಗದಿಂದ ಆಗಿವೆ; ಪ್ರತಿಯೊಂದು ಮೂಲವಸ್ತುವೂ ಒಂದು ನಿರ್ದಿಷ್ಟ ಭಾರವುಳ್ಳ ಕಣಗಳ ಸಮುದಾಯ; ಈ ಕಣಗಳೇ ರಸಾಯನ ಕ್ರಿಯೆಯಲ್ಲಿ ಭಾಗವಹಿಸುವುವು. ಇವು ಪರಮಾಣುವಾದದ ಮುಖ್ಯ ಅಂಶಗಳು.,,,,,,,
,,Autolysis,,"ಆಟೋಲೈಸಿಸ್ ; ಸ್ವಯಂಜೀರ್ಣತೆ; ಸ್ವಯಂನಾಶನ. ಸಜೀವ ಸೂಕ್ಷಜೀವಿಗಳು, ಮಣ್ಣಿನಲ್ಲಿರುವ ನಿರ್ಜೀವ ಸೂಕ್ಷ್ಮಜೀವಿಗಳನ್ನು ತಿಂದು ಜೀರ್ಣಿಸಿಕೊಳ್ಳುವ ವಿಧಾನ.",,,,,,,
,,Autotrophic,,ನಿರವಯವ ಮಾಧ್ಯಮ ಜೀವಿ. ಸಾವಯವ ವಸ್ತುವಿಲ್ಲದೆಡೆ ಜೀವಿಸುವ ಶಕ್ತಿಯುಳ್ಳ ಜೀವಿ.,,,,,,,
,,Auxin,,"ಆಕ್ಸಿನ್ ; ಸಸ್ಯಚೇತಕ. ಸಸ್ಯಗಳ ಬೆಳವಣಿಗೆಯನ್ನು ಹೆಚ್ಚಿಸಲು ಉಪಯೋಗಿಸುವ, ಸಾವಯವ ಸಂಯುಕ್ತಗಳು.",,,,,,,
,,Available Energy,,ಒದಗುವ ಶಕ್ತಿ. ದೇಹದಲ್ಲಿ ನಡೆಯುವ ಸಂವರ್ಧನ ಕ್ರಿಯೆಗೆ ದೊರೆಯುವ ಶಕ್ತಿ.,,,,,,,
,,Available Plant Nutrients,,ಒದಗುವ ಸಸ್ಯ ಪೋಷಕಗಳು. ಸಸ್ಯಗಳ ಬೆಳವಣಿಗೆಗೆ ದೊರೆಯುವಂತೆ ಮಣ್ಣಿನಲ್ಲಿ ಅಥವಾ ಮಣ್ಣಿನ ದ್ರಾವಣದಲ್ಲಿ ಕಂಡುಬರುವ ಪೋಷಕಗಳು.,,,,,,,
,,Available Water,,ಒದಗುವ ನೀರು. ಸಸ್ಯಗಳ ಬೆಳವಣಿಗೆಗೆ ಪ್ರಯೋಜನಕಾರಿಯಾಗುವಷ್ಟು ಮಟ್ಟದಲ್ಲಿ ಮಣ್ಣಿನಿಂದ ದೊರೆಯುವ ನೀರಿನ ಭಾಗ.,,,,,,,
,,Azofication,,ಅಜೋಫಿಕೇಷನ್. ಅಸಟೋಬ್ಯಾಕ್ಟರ್ ಗುಂಪಿಗೆ ಸೇರಿದ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು ಸಾರಜನಕವನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಸ್ಥಿರೀಕರಿಸುವ ಪ್ರಕ್ರಿಯೆ.,,,,,,,
,,Azonal Soil,,ಅಜೋನಲ್ ಮಣ್ಣು; ವಲಯ ರಹಿತ ಮಣ್ಣು; ವಲಯಾತೀತ ಮಣ್ಣು. ಅಪರಿಪೂರ್ಣ ಗುಣಧರ್ಮ ಹಾಗೂ ಅಪಕ್ವ ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್ ಗಳಿಂದ ಕೂಡಿರುವ ಮಣ್ಣು.,,,,,,,
,,Bactericide,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ನಾಶಕ. ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೇಲೆ ಪ್ರತಿಕ್ರಿಯೆ ತೋರಿ ಅವುಗಳನ್ನು ನಾಶಮಾಡುವ ವಸ್ತು.,,,,,,,
,,Bacteriostatic Agent,,"ಬ್ಯಾಕ್ಟೀರಿಯಾ ಸ್ಥಿರಕಾರಕ. ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳು ವೃದ್ಧಿಯಾಗುವುದನ್ನು ಮಾತ್ರ ತಡೆಯಬಲ್ಲ, ಹಾಗೂ ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳನ್ನು ಕೊಲ್ಲುವ ಶಕ್ತಿ ಇರುವ ವಸ್ತು.",,,,,,,
,,Bacterium,,ಬ್ಯಾಕ್ಟೀರಿಯಂ. ಸಸ್ಯವರ್ಗದಲ್ಲಿ ಇದು ಕೆಳಮಟ್ಟಕ್ಕೆ ಸೇರಿದ ಏಕಕೋಶ ಜೀವಿ; ಇದನ್ನು ಸೂಕ್ಷ್ಮ ದರ್ಶಕ ಯಂತ್ರದಿಂದ ಮಾತ್ರ ನೋಡಬಹುದು.,,,,,,,
,,Base,,"ಪ್ರತ್ಯಾಮ್ಲ. ಕೆಂಪು ಲಿಟ್ ಮಸ್ ಕಾಗದವನ್ನು ನೀಲಿ ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿಸಬಲ್ಲ, ಒಗರು-ಕಹಿ ರುಚಿ ಉಳ್ಳ, ಸಾಬೂನು ಸ್ಪರ್ಶವುಳ್ಳ, ಸಾಕಷ್ಟು ಹೈಡ್ರಾಕ್ಸಿಲ್ ಅಯಾನುಗಳನ್ನೊಳಗೊಂಡ ವಸ್ತು. ಲೆವಿಸ್ ಪ್ರತ್ಯಾಮ್ಲ : ಬೇರೆ ಅಣು ಇಲ್ಲವೆ ಅಯಾನ್ ಗಳಲ್ಲಿನ ಪರಮಾಣುವಿನಿಂದ ಪಾಲುಗೊಳ್ಳಬಹುದಾದ ಜೋಡಿ ಎಲೆಕ್ಟ್ರಾನುಗಳನ್ನೊಳಗೊಂಡ ವಸ್ತು.",,,,,,,
,,Base Exchange,,"ಪ್ರತ್ಯಾಮ್ಲ ವಿನಿಮಯ; ಧನವಿದ್ಯುದಣು ವಿನಿಮಯ. ಅಸ್ಫಟಿಕ ಕೇಂದ್ರದಲ್ಲಿ ಮೇಲ್ಮೈ ಮೇಲೆ ಧನ ಅಯಾನುಗಳು ಹೀರಲ್ಪಟ್ಟು, ಅದಕ್ಕೆ ಪ್ರತಿಯಾಗಿ ಸಮಜಲ ಮೊತ್ತದ ಬೇರೆ ಧನ ಅಯಾನುಗಳು ಬಿಡುಗಡೆ ಹೊಂದುವುದಕ್ಕೆ ಪ್ರತ್ಯಾಮ್ಲ ವಿನಿಮಯ ಎಂದು ಹೆಸರು",,,,,,,
,,Base Map Soil,,ಮಣ್ಣಿನ ಆಧಾರ ನಕಾಶೆ. ಒಂದು ಪ್ರದೇಶದಲ್ಲಿ ಇರುವ ವಿವಿಧ ರೀತಿಯ ಮಣ್ಣುಗಳ ಸ್ಥಳ ಮತ್ತು ವ್ಯಾಪ್ತಿಗಳನ್ನು ತೋರಿಸುವ ನಕ್ಷೆ. ಇದರಲ್ಲಿ ಭೂಮಿಯನ್ನು ವ್ಯವಸಾಯಕ್ಕೆ ಉಪಯೋಗಿಸಿಕೊಳ್ಳಲು ಉಪಯುಕ್ತವಾದ ಹಲವು ವಿವರಗಳನ್ನು ಕೊಡಲ್ಪಟ್ಟಿರುತ್ತದೆ.,,,,,,,
,,Base Saturation,,ಪ್ರತ್ಯಾಮ್ಲ ಸಂತೃಪ್ತಿ. ಒಂದು ವಸ್ತುವಿನ ವಿನಿಮಯ ಸಂಕೀರ್ಣ ಜಲಜನಕವಲ್ಲದೆ ಉಳಿದ ಧನ ಅಯಾನುಗಳಿಂದ ತೃಪ್ತಿಯಾಗಿದೆ ಎನ್ನುವುದನ್ನು ಸೂಚಿಸುತ್ತದೆ. ಇದನ್ನು ಒಟ್ಟು ವಿನಿಮಯ ಸಾಮರ್ಥ್ಯದ ಶೇಕಡ ಆಗಿ ಸೂಚಿಸುತ್ತಾರೆ.,,,,,,,
,,Basic Oxides,,"ಪ್ರತ್ಯಾಮ್ಲೀಯ ಆಕ್ಸೈಡ್ ಗಳು, ಆಮ್ಲಗಳೊಡನೆ ವರ್ತಿಸಿ ಲವಣ ಮತ್ತು ನೀರನ್ನುಂಟುಮಾಡುವ ಆಕ್ಸೈಡುಗುಳು.",,,,,,,
,,Basic Rock,,"ಪ್ರತ್ಯಾಮ್ಲ ಶಿಲೆ. ಇದರಲ್ಲಿ ಸಿಲಿಕಾ ಅಂಶ ಶೇಕಡ 40-50 ರಷ್ಟು ಇರುತ್ತದೆ. ಉದಾಹರಣೆ : ಸುಣ್ಣಕಲ್ಲು, ಟ್ರ್ಯಾಪ್, ಬೇಸಾಲ್ಟ್-ಪ್ರತ್ಯಾಮ್ಲ ಶಿಲೆಗಳು, ಆಮ್ಲ ಶಿಲೆಗಳಿಗಿಂತ ಶೀಘ್ರಗತಿಯಲ್ಲಿ ಶಿಥಿಲವಾಗುತ್ತವೆ.",,,,,,,
,,Basic Salts,,ಪ್ರತ್ಯಾಮ್ಲೀಯ ಲವಣಗಳು. ಆಮ್ಲದ ಮೂಲ ಘಟಕದಿಂದ ಪೂರ್ಣವಾಗಿ ಸ್ಥಾನಾಂತರ ಹೊಂದದ ಪ್ರತ್ಯಾಮ್ಲದ ಹೈಡ್ರಾಕ್ಸಿಲ್ ಅಥವಾ ಆಕ್ಸೈಡ್ ಇದ್ದ ಲವಣಗಳು.,,,,,,,
,,Basicity,,"ಪ್ರತ್ಯಾಮ್ಲೀಯತೆ. ಆಮ್ಲದಣುಗಳಲ್ಲಿರುವ, ಪಲ್ಲಟಿಸಬಹುದಾದ ಜಲಜನಕದ ಪರಮಾಣುಗಳ ಸಂಖ್ಯೆಗೆ, ಆಮ್ಲದ ಪ್ರತ್ಯಾಮ್ಲೀಯತೆ ಎಂದು ಹೆಸರು.",,,,,,,
,,Baule Percentage Yield concept,,"ಬಾಲ್ ನ ಶೇಕಡ ಇಳುವರಿ ಕಲ್ಪನೆ. ಅಂತ್ಯದ, ಹಾಗೂ ಇಳುವರಿಗೆ ಸಂಬಂಧಪಟ್ಟ ಎಲ್ಲಾ ಅಂಶಗಳ ಫಲಿತಾಂಶವನ್ನು ಸೂಚಿಸುತ್ತದೆ.",,,,,,,
,,Baule Unit,,"ಬಾಲ್ ನ ಮಾನ. ಒಂದು ಗೊತ್ತಾದ ಸನ್ನಿವೇಶದಲ್ಲಿ ಬೆಳವಣಿಗೆಯ ಒಂದೇ ಒಂದು ಅಂಶವನ್ನು ವ್ಯತ್ಯಾಸಗೊಳಿಸಿದಾಗ, ಶೇಕಡ 50 ರಷ್ಟು ಇಳುವರಿಗೆ ಕಾರಣವಾಗುವ ಸಸ್ಯಪೋಷಕಾಂಶದ ಮೊತ್ತ.",,,,,,,
,,Bearing Capacity,,ಧಾರಣ ಸಾಮರ್ಥ್ಯ. ಒಂದು ನಿರ್ದಿಷ್ಟ ಗಾತ್ರದ ಏಕಮಾನ ಆವರಣದ ಮೇಲೆ ಬಿದ್ದಿರುವ ಸರಾಸರಿ ಭಾರ. ಈ ಭಾರವಿದ್ದರೂ ಕೂಡ ಸಾಧಾರಣಾವರಣ ಯಾವುದೇ ರೀತಿಯ ವ್ಯತ್ಯಾಸವನ್ನು ಹೊಂದುವುದಿಲ್ಲ.,,,,,,,
,,Beeta Rays,,ಬೀಟಾ ಕಿರಣಗಳು. ಇಲೆಕ್ಟ್ರಾನ್ ಗಳ ಕಿರಣಗಳು.,,,,,,,
,,Benzene Ring,,ಬೆನ್ ಜೀನ್ ವರ್ತುಲ. ಆರು ಇಂಗಾಲದ ಪರಮಾಣುಗಳೊನ್ನೊಳಗೊಂಡ ಒಂದು ಬೆನ್ ಜೀನ್ ಅಣುವಿನ ಆಕೃತಿಯನ್ನು ಸೂಚಿಸುವ ಷಟ್ಕೋನಾಕೃತಿ.,,,,,,,
,,Binding Agent,,"ಬಂಧನಕಾರಿ; ಬಂಧಕ. ಇದು ಹ್ಯೂಮಸ್, ಜೇಡಿ, ಮತ್ತು ಸುಣ್ಣ ಮಣ್ಣಿನ ಕಣಗಳನ್ನು ಒಂದುಗೂಡಿಸಿ ಸಂಯುಕ್ತ ಕಣಗಳನ್ನು ಅಸ್ತಿತ್ವಕ್ಕೆ ತರುತ್ತದೆ.",,,,,,,
,,Biological Mineralisation,,"ಜೈವಿಕ ಖನಿಜೀಕರಣ. ಸಾವಯವ ವಸ್ತು, ಸೂಕ್ಷ್ಮ ಜೀವಿ ಕ್ರಿಯೆಯಿಂದ ವಿಘಟನೆಯಾಗಿ ನಿರವಯವ ವಸ್ತುಗಳ ಬಿಡುಗಡೆಯಾಗುವಿಕೆ.",,,,,,,
,,Biuret,,ಬೈಯುರೆಟ್ ಒಂದು ಅಣು ಅಮೋನಿಯ ಬಿಡುಗಡೆ ಹೊಂದಿ ಎರಡು ಅಣು ಯೂರಿಯ ಒಟ್ಟುಗೂಡುವುದರಿಂದ ಉಂಟಾಗುವ ಸಂಯುಕ್ತ ವಸ್ತು. ಇದು ಸಸ್ಯಗಳಿಗೆ ವಿಷಕಾರಿಯಾದ್ದರಿಂದ ಯೂರಿಯದಲ್ಲಿ ಇದರ ಅಂಶ ಶೇಕಡ 1.5 ಕ್ಕಿಂತ ಹೆಚ್ಚಿರಬಾರದು.,,,,,,,
,,Black Alkali Soil,,"ಕಪ್ಪುಕ್ಷಾರಮಣ್ಣು. ಹೆಚ್ಚು ವಿನಿಮಯ ಸೋಡಿಯಂ ಉಳ್ಳ ಈ ಮಣ್ಣು ಸಾವಯವ ಪದಾರ್ಥಗಳನ್ನು ತನ್ನಲ್ಲಿ ಕರಗಿಸಿಕೊಂಡು, ತೇವಾಂಶ ಆವಿಯಾದಾಗ, ಕಪ್ಪು ಬಣ್ಣದ ಗಷ್ಟನ್ನು ಭೂಮಿಯ ಮೇಲೆ ಬಿಡುತ್ತದೆ. ಆದ್ದರಿಂದ, ಹಿಲ್ ಗಾರ್ಡ್ ಎಂಬುವರು ಈ ಮಣ್ಣನ್ನು ಕಪ್ಪುಕ್ಷಾರಮಣ್ಣು ಎಂದು ಕರೆದರು.",,,,,,,
,,Bog Soil,,"ಬಾಗ್ ಮಣ್ಣು ; ಕೊಳಚೆ ಮಣ್ಣು. ಇಂಟ್ರಸೋನಲ್ ಗುಂಪಿಗೆ ಸೇರಿದ ಈ ಮಣ್ಣು ಮೇಲ್ಭಾಗದಲ್ಲಿ ಕಸ ಅಥವಾ ದರಗು ಮಣ್ಣನ್ನು ಹೊಂದಿದ್ದು, ಕೆಳಭಾಗದಲ್ಲಿ ದರಗು ಮಣ್ಣಿನಿಂದ ಕೂಡಿರುತ್ತದೆ. ಶೀತವಲಯಗಳಲ್ಲಿ, ಜೌಗು ಅಥವಾ ಕೊಳಚೆ ಪ್ರದೇಶಗಳಲ್ಲಿ, ಈ ಮಣ್ಣು ಹೆಚ್ಚಾಗಿ ಕಂಡು ಬರುತ್ತದೆ.",,,,,,,
,,Boiling Point,,ಕುದಿಯುವ ಬಿಂದು. ದ್ರಾವಣದ ಬಾಷ್ಪ ಒತ್ತಡವು ಹೊರಗಿನ ಒತ್ತಡಕ್ಕೆ ಸಮನಾಗಿರುವ ಉಷ್ಣತೆ.,,,,,,,
,,Bone Meal,,ಮೂಳೆ ಪುಡಿ.,,,,,,,
,,"Bone Meal, Raw",,ಕಚ್ಚಾ ಮೂಳೆ ಪುಡಿ. ಕಚ್ಚಾ ಮೂಳೆಗಳನ್ನು ಚೆನ್ನಾಗಿ ಪುಡಿಮಾಡಿ ತಯಾರಿಸಿದ ಗೊಬ್ಬರ.,,,,,,,
,,"Bone Meal, Steamed",,ಹಬೆ (ಉಗಿ) ಗೊಳಿಸಿದ ಮೂಳೆಪುಡಿ. ಒತ್ತಡ ತುಂಬಿದ ಹಬೆ (ಉಗಿ)ಯಲ್ಲಿ ಸಂಸ್ಕರಿಸಿದ ಮೂಳೆಯನ್ನು ಪುಡಿ ಮಾಡುವುದರಿಂದ ದೊರೆಯುವ ಗೊಬ್ಬರ.,,,,,,,
,,Boyle’s Law,,"ಬಾಯಲ್ ನ ನಿಯಮ. ಉಷ್ಣವು ನಿಯತವಾಗಿದ್ದಾಗ, ಒಂದು ನಿರ್ದಿಷ್ಟ ಜಡತ್ವದ ಅನಿಲದ ಗಾತ್ರವು ಅದರ ಒತ್ತಡಕ್ಕೆ ವಿಲೋಮಾನುಪಾತವಾಗಿರುತ್ತದೆ. ಸೂತ್ರರೂಪದಲ್ಲಿ ಈ ಕೆಳಗಿನಂತೆ ಹೇಳಬಹುದು. V α 1/p V = ನಿರ್ದಿಷ್ಟ ಜಡತ್ವ ಅನಿಲದ ಗಾತ್ರ. P = ಒತ್ತಡ.",,,,,,,
,,Broad Base Terrace,,"ವಿಶಾಲತಳಜಗತಿಭೂಮಿ, ಮಣ್ಣು ಕೊಚ್ಚಣೆಯನ್ನು ತಡೆಯಲು ಇಳಿಜಾರಿಗೆ ಅಡ್ಡಲಾಗಿ ಎತ್ತರ ಸ್ವಲ್ಪವೇ ಇದ್ದು ಅಗಲ ಹೆಚ್ಚಿರುವ ಜಗತಿ ಭೂಮಿ.",,,,,,,
,,Brown Forest Soils,,"ಕಾಡಿನ ಕಂದುಮಣ್ಣುಗಳು. ಇಂಟ್ರಸೋನಲ್ ಗುಂಪಿಗೆ ಸೇರಿದ ಈ ಮಣ್ಣು, ಕಂದು ಬಣ್ಣದ ಮೇಲ್ಮಣ್ಣನ್ನು ಹೊಂದಿದ್ದು, ಹೇರಳವಾಗಿ ಹ್ಯೂಮಸ್ ನಿಂದ ಕೂಡಿರುತ್ತದೆ. ಈ ಮಣ್ಣು ಸ್ವಲ್ಪ ಹುಳಿಯಾಗಿದ್ದು, ಕಬ್ಬಿಣ ಮತ್ತು ಅಲ್ಯೂಮಿನಿಯಂಗಳ ಪ್ರಮಾಣ ಕಡಿಮೆ ಇರುತ್ತದೆ.",,,,,,,
,,Brown Soils,,"ಕಂದುಮಣ್ಣುಗಳು. ಇವುಗಳು ಮೇಲ್ಭಾಗದಲ್ಲಿ ಕಂದುಮಣ್ಣಿನ ತೆಳುವಾದ ಪದರವನ್ನು ಹೊಂದಿದ್ದು, ತಳದಲ್ಲಿ ಕಾರ್ಬೊನೇಟ್ ಶೇಖರವಾಗಿರುವ ಪದರವನ್ನುಳ್ಳದ್ದಾಗಿರುತ್ತವೆ.",,,,,,,
,,Buffer Capacity,,"ಕಾಪುತಡೆಸಾಮರ್ಥ್ಯ. ಹುಳಿ ಅಥವಾ ಕ್ಷಾರ ಹೆಚ್ಚುವಿಕೆಗೆ ಪ್ರತಿಯಾಗಿ ತೋರುವ, ಕಾಪುತಡೆ ಕ್ರಿಯೆಯ ಸಾಮರ್ಥ್ಯ.",,,,,,,
,,Buffer Solution,,"ಕಾಪುದ್ರವ. ಕಾದಿರಿಸಿದ ಆಮ್ಲತೆ ಮತ್ತು ಪ್ರತ್ಯಾಮ್ಲತೆಯನ್ನು ಹೊಂದಿರುವ ಈ ದ್ರವ, ಒಂದು ಕಾಲದವರೆಗೆ ಸ್ಥಿರಪ್ರಮಾಣದ ಪಿ.ಎಚ್ ಅನ್ನು ಉಳಿಸಿಕೊಂಡು ಬರುತ್ತದೆ.",,,,,,,
,,Bulk Density,,ಸ್ಥೂಲಸಾಂದ್ರತೆ. ಏಕಮಾನ ಗಾತ್ರದ ದ್ರವ್ಯ ಪರಿಮಾಣ. ಸ್ಥೂಲ ಗಾತ್ರದ ಮಣ್ಣನ್ನು 105°C ಶಾಖಕ್ಕೆ ಒಣಗಿಸಿದ ಮೇಲೆ ಕಂಡುಹಿಡಿಯಲ್ಪಡುತ್ತದೆ.,,,,,,,
,,Bulk Specific Gravity,,ಸ್ಥೂಲ ವಿಶಿಷ್ಟ ಸಾಂದ್ರತೆ. ಮಣ್ಣಿನ ಸ್ಥೂಲಸಾಂದ್ರತೆಗೂ ಮತ್ತು ಅದೇ ಗಾತ್ರದ ನೀರಿನ ಪರಿಮಾಣಕ್ಕೂ ಇರುವ ಪರಸ್ಪರ ಸಂಬಂಧ.,,,,,,,
