ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Aspiration,,ವಾಯು ಸೆಳೆತ,,,,,,,
,,Assay,,"ಪರೀಕ್ಷೆ, ನಿಷ್ಕರ್ಷಣೆ, ಪರಿಶೋಧನೆ",,,,,,,
,,Assembling,,"ಸುತ್ತು ಗುಂಪಾಗುವಿಕೆ, ಜೋಡಿಸು, ಸಾರಗ್ರಹಣ",,,,,,,
,,Assimilation,,"ಪಚನಗೊಳಿಸುವಿಕೆ, ಜೀರ್ಣಿಸಿಕೊಳ್ಳುವ, ರಕ್ತಗತವಾಗುವ",,,,,,,
,,Assimilatory,,"ರಕ್ತಗತವಾಗುವ, ಜೀರ್ಣಿಸಿಕೊಳ್ಳುವ",,,,,,,
,,Asymbiosis,,ಅಸಹಜೀವನ,,,,,,,
,,Atmosphere,,ವಾಯುಮಂಡಲ,,,,,,,
,,Atmospheric vault,,"ವಾಯುಭರಿತ ನೆಲಮಾಳಿಗೆ, ವಾಯುಮಂಡಲ ಜಿಗಿ",,,,,,,
,,Atom,,ಪರಮಾಣು,,,,,,,
,,Atrichous,,ಕಶಾಂಗರಹಿತ,,,,,,,
,,Attachment,,"ಜೋಡಣೆ, ಸೇರಿಕೆ",,,,,,,
,,Attenuated culture,,ಬಲಗುಂದಿದ ಬ್ಯಾಕ್ಟೀರಿಯಾ ಸಾಕಣೆ,,,,,,,
,,Attenuated vaccine,,ಬಲಗುಂದಿದ ಲಸಿಕೆ,,,,,,,
,,Attenuation,,ಬಲ ಕುಗ್ಗಿಸುವಿಕೆ,,,,,,,
,,Attenuation of virulance,,ತೀಕ್ಷ್ಣತೆಯನ್ನು (ಉಗ್ರತೆಯನ್ನು) ತಗ್ಗಿಸುವಿಕೆ,,,,,,,
,,Auger,,ನೆಲಬೈರಿಗೆ,,,,,,,
,,Augmentation,,ವೃದ್ಧಿಯಾಗುವಿಕೆ,,,,,,,
,,Auricle,,ಹೃತ್ಕರ್ಣ,,,,,,,
,,Autoantibiosis,,ಸ್ವಯಂ ಪ್ರತಿಜೈವಿಕತೆ,,,,,,,
,,Autochthonous,,"ಇರುಜನಿತ (ಇದ್ದಲ್ಲಿ ಹುಟ್ಟಿದ), ಸ್ವಸ್ಥಾನಿಕ",,,,,,,
,,Autoclave,,ಸ್ಟರಿಲೀಕರಣ ಆವಿಪಾತ್ರೆ,,,,,,,
,,Autocolony,,ಸ್ವಯಂ ಸಮೂಹ,,,,,,,
,,Autodecomposition,,ಸ್ವಯಂ ವಿಭಜನೆ,,,,,,,
,,Autoecious,,ಏಕಾಶ್ರಯಿ,,,,,,,
,,Autoecology,,ಸ್ವಯಂ ಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,
,,Autogamous,,ಸ್ವಯುಗ್ಮಿ,,,,,,,
,,Autogamy,,ಸ್ವಯುಗ್ಮನ,,,,,,,
,,Autoicus,,ಉಭಯಲಿಂಗಾಶ್ರಯಿ,,,,,,,
,,Auto injection,,"ಸ್ವಸೋಂಕು, ಸ್ವಸೂಜಿ ಮದ್ದು",,,,,,,
,,Autolysis,,"ಸ್ವಯಂ ಜೀರ್ಣವಾಗುವಿಕೆ, ಸ್ವಯಂ ಲಯನ",,,,,,,
,,Autolytic,,ಸ್ವಯಂ ಜೀರ್ಣತೆ ಹೊಂದಿರುವ,,,,,,,
,,Autometamorphism,,ಸ್ವಯಂ ರೂಪಾಂತರ,,,,,,,
,,Automorphism,,ಸ್ವರೂಪಾಕೃತಿ,,,,,,,
,,Automycophagy,,ಕವಕ ಸ್ವಭಕ್ಷಣ,,,,,,,
,,Autophagous,,ಸ್ವಭಕ್ಷಕತೆ,,,,,,,
,,Autophagy,,ಸ್ವಬಹುಗುಣಿತ,,,,,,,
,,Autopolyploid,,ಸ್ವಯಂ ವಿಕಿರಣ ಚಿತ್ರ,,,,,,,
,,Autoradiograph,,ಅಲಿಂಗ ಸೂತ್ರಣ,,,,,,,
,,Autosome,,ಸ್ವಯಂ ಬೀಜಕಣ,,,,,,,
,,Autospore,,"ಸ್ವಸ್ಟರಿಲೀಕರಣ, ಸ್ವಯಂಕ್ರಿಮಿಶುದ್ಧೀಕರಣ",,,,,,,
,,Autosterilisation,,ಸ್ವಯಂ ವರ್ಗಾವಣೆ ಹೊಂದುವ,,,,,,,
,,Autotransferable genetic agent,,ಅನುವಂಶೀಯ ನಿಯೋಗಿ,,,,,,,
,,Autotroph,,ಸ್ವಯಂಪೋಷಿತ ಜೀವಿ,,,,,,,
,,Autotrophic bacteria,,ಸ್ವಯಂಪೋಷಿತ ಬ್ಯಾಕ್ಟೀರಿಯಾ,,,,,,,
,,Auxochrome,,ವರ್ಣವರ್ಧಕ,,,,,,,
,,Aviam,,ಪಕ್ಷಿ ಸಂಬಂಧವಾದ,,,,,,,
,,Avirulent,,"ಉಗ್ರವಲ್ಲದ, ಸೌಮ್ಯ",,,,,,,
,,Axenic culture,,ಆಕ್ಸೆನಿಕ್ ಸಾಕಣೆ,,,,,,,
,,Axial filament,,ಅಕ್ಷದ ಸೂಕ್ಷ್ಮತಂತು,,,,,,,
,,Axis,,ಅಕ್ಷರೇಖೆ,,,,,,,
,,Azoic group,,"ಅಜೀವ ಗುಂಪು, ಪ್ರಾಗ್ ಜೈವಿಕ ಗುಂಪು",,,,,,,
,,Azygo spore,,ಅಯುಗ್ಮ ಬೀಜಕಣ,,,,,,,
,,Azygous,,ಅಯುಗ್ಮಕ,,,,,,,
,,Bacillary dysentry,,ಆಮಶಂಕೆ ಭೇದಿ,,,,,,,
,,Bacterial canker,,ಬ್ಯಾಕ್ಟೀರಿಯಾವ್ರಣ,,,,,,,
,,Bacterial chlorophyll,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಹರಿತ್ತು,,,,,,,
,,Bacterial conjugation,,ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳ ಸಂಯುಗ್ಮನ,,,,,,,
,,Bacterial fusion,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಸಂಯೋಗ,,,,,,,
,,Bacterial leaf streak,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಲೆರೋಗ,,,,,,,
,,Bacterial ring disease,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಉಂಗುರ ಕೊಳೆ ರೋಗ,,,,,,,
,,Bacterial smear,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಲೇಪ,,,,,,,
,,Bacterial soft rot,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೃದುಕೊಳೆ,,,,,,,
,,Bacterial sporulation,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬೀಜಕಣವಾಗುವಿಕೆ,,,,,,,
,,Bactericidal activity,,ಬ್ಯಾಕ್ಟೀರಿಯಾನಾಶಕ ಚಟುವಟಿಕೆ,,,,,,,
,,Bacteriologist,,ಬ್ಯಾಕ್ಟೀರಿಯಾನಾಶಕ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,
,,Bacteriology,,ಬ್ಯಾಕ್ಟೀರಿ ಶಾಸ್ತ್ರ,,,,,,,
,,Bacteriolytic,,ಬ್ಯಾಕ್ಟೀರಿಯಾಲಯಕ,,,,,,,
,,Bacteriophage,,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಭಕ್ಷಕ,,,,,,,
,,Bacteriostat,,ಬ್ಯಾಕ್ಟೀರಿಯಾಸ್ಥಾಯಿ,,,,,,,
,,Bait,,ಆಕರ್ಷಕ ಆಹಾರ,,,,,,,
,,Balance of nature,,ನೈಸರ್ಗಿಕ ಸಮತೋಲನೆ,,,,,,,
,,Barny,,ಕಣಜದಂತಿರುವ,,,,,,,
,,Barophile,,ವಾಯುಪ್ರಿಯ,,,,,,,
,,Bark beetle,,ತೊಗಟೆ ದುಂಬಿ,,,,,,,
,,Barren,,"ಬಂಜೆ, ನಿಷ್ಫಲ, ಸೂಕ್ಷ್ಮಜೀವಿರಹಿತ",,,,,,,
,,Basal body,,ಆಧಾರ ಅಂಗ,,,,,,,
,,Basement membrane,,ಆಧಾರ ಪೊರೆ,,,,,,,
,,Basidiospore,,ಬೆಸಿಡಿಯೋ ಬೀಜಕಣ,,,,,,,
,,Basophile,,ಪ್ರತ್ಯಾಮ್ಲ ಪ್ರಿಯ,,,,,,,
,,Bast fibre,,"ಬ್ಯಾಸ್ಟ್ ನಾರು, ತೊಗಟೆನಾರು",,,,,,,
,,Bean mosaic,,ಹುರುಳಿ ಮಚ್ಚೆರೋಗ,,,,,,,
,,Beef liver medium,,ದನಯಕೃತ್ತು ಮಾಧ್ಯಮ,,,,,,,
,,Beetle larvae,,ಜೀರುಂಡೆ ಮರಿಹುಳು,,,,,,,
,,Behaviour,,ವರ್ತನೆ,,,,,,,
,,Belching,,ತೇಗುವುದು,,,,,,,
,,Beverage,,ಪಾನೀಯ,,,,,,,
,,Bibonic plague,,ಗಡ್ಡೆ ಪ್ಲೇಗು,,,,,,,
,,Bilateral,,ದ್ವಿಪಾರ್ಶ್ವ,,,,,,,
,,Bile,,ಪಿತ್ತರಸ,,,,,,,
,,Bile pigment,,"ಯಕೃತ್ ಹಳದಿ ಹಸುರುರಸ, ಯಕೃತ್ ವರ್ಣ ದ್ರವ್ಯ",,,,,,,
,,Bile salt,,ಪೈತ್ಯಲವಣ,,,,,,,
,,Binary fission,,ಯುಗ್ಮವಿದಳನ,,,,,,,
,,Binding site,,ಬಂಧಕ ಪ್ರದೇಶ,,,,,,,
,,Binocular,,ದುರ್ಬೀನು,,,,,,,
,,Bioassay,,"ಜೈವಿಕ ಪರೀಕ್ಷೆ, ಜೀವಪರೀಕ್ಷೆ",,,,,,,
,,Biodegradable detergent,,ಜೈವಿಕ ಅವನತಿ ಮಾರ್ಜಕ,,,,,,,
,,Biogas,,ಜೈವಿಕ ಅನಿಲ,,,,,,,
,,Biogenetic,,ಜೈವಿಕ ವಂಶವಾಹೀಯ,,,,,,,
,,Biological,,ಜೈವಿಕ ಜೀವಶಾಸ್ತ್ರೀಯ,,,,,,,
,,Biological equilibrium,,ಜೈವಿಕ ಸಮತೋಲನ,,,,,,,
,,Biological factor,,ಜೈವಿಕ ಘಟಕ,,,,,,,
,,Biological hazard,,ಜೈವಿಕ ಅಪಾಯ,,,,,,,
,,Biological species,,ಜೈವಿಕ ಪ್ರಭೇದಗಳು,,,,,,,
,,Biological weathering,,ಜೈವಿಕ ಶಿಥಿಲವಾಗುವಿಕೆ,,,,,,,
,,Biologist,,ಜೀವವಿಜ್ಞಾನಿ,,,,,,,
,,Bioluminiscence,,ಜೈವಿಕ ಬೆಳಕುಸ್ಫುರಣ,,,,,,,
,,Biopolymer protein,,ಜೈವಿಕ ಬಹುತಯ ಪ್ರೊಟೀನು,,,,,,,
,,Biosphere,,ಜೈವಿಕ ಗೋಳ,,,,,,,
,,Biostatistician,,ಜೀವಿ ಸಂಖ್ಯಾಪರಿಶೀಲಕ,,,,,,,
,,Biosynthesis,,ಜೈವಿಕ ಸಂಶ್ಲೇಷಣೆ,,,,,,,
,,Biota,,ಜೀವಿರಾಶಿ,,,,,,,
,,Biotic,,"ಜೈವಿಕ, ಸನ್ನಿವೇಶ ಕ್ರಮಗೊಳಿಸುವ ಜೀವಿ ಉತ್ಪನ್ನ ಸಾಧ್ಯತೆ",,,,,,,
,,Biotic potential,,ಜೈವಿಕ ಅಂತಸ್ಥಶಕ್ತಿ,,,,,,,
,,Birefringence,,ದ್ವಿಪ್ರತಿಫಲನ,,,,,,,
,,Bizarre cells,,ವಿಕಾರವಾದ ಕೋಶಗಳು,,,,,,,
,,Black arm,,ಕರಿಹಿಪ್ಪ ರೋಗ,,,,,,,
,,Blacknight shade,,ಕಾಚಿಗಿಡ,,,,,,,
,,Black rot,,"ಕಪ್ಪುಲೊಡ್ಡು, ಕಪ್ಪುಕೊಳೆ ರೋಗ",,,,,,,
,,Black rust,,ಕಪ್ಪುತುಕ್ಕು ರೋಗ,,,,,,,
,,Black shank,,ಕಪ್ಪು ಕಾಂಡ,,,,,,,
,,Black strap molasses,,ಕಪ್ಪುಪಟ್ಟಿ ಕಾಕಂಬಿ,,,,,,,
,,Black stripe,,ಕಪ್ಪುಪಟ್ಟೆ ರೋಗ,,,,,,,
,,Blanch,,"ನಿಸ್ತೇಜ, ಬಿಳಿಚು",,,,,,,
,,Blast of rice,,ಬತ್ತದ ಬೆಂಕಿರೋಗ,,,,,,,
,,Blastomycosis,,ಮೊಳೆಯಣಬೇನೆ,,,,,,,
,,Blight,,ಅಂಗಮಾರಿ ರೋಗ,,,,,,,
,,Blighting symptom,,ಅಂಗಮಾರಿ ರೋಗದ ಲಕ್ಷಣ,,,,,,,
,,Bloat,,ಹೊಟ್ಟೆ ಉಬ್ಬುವ ಮಾರಕ ಖಾಯಿಲೆ,,,,,,,
,,Blood cell,,ರಕ್ತದ ಕೋಶ,,,,,,,
,,Blood plasma,,ರಕ್ತದ ದ್ರವ,,,,,,,
,,Blood serum,,"ರಕ್ತನೀರು, ರಕ್ತರಸ",,,,,,,
,,Blossom blight,,ಪುಷ್ಪಮಂಜರಿ ಅಂಗಮಾರಿ,,,,,,,
,,Blossom infection,,ಪುಷ್ಪಮಂಜರಿ ಸೋಂಕು,,,,,,,
,,Blotch,,"ಹೊಪ್ಪಳೆ, ಬಣ್ಣಗೆಟ್ಟ ಭಾಗ",,,,,,,
,,Bluegreen algae,,"ನೀಲಹರಿದ್ವರ್ಣಪಾಚಿಗಳು, ನೀಲಿಹಸುರು ಪಾಚಿಗಳು",,,,,,,
,,Blue mold,,ನೀಲಿ ಬೂಷ್ಟು,,,,,,,
,,Blue mold rot,,ನೀಲಿಬೂಷ್ಟು ಕೊಳೆ,,,,,,,
,,Body symmetry,,ಅಂಗಸೌಷ್ಟವ,,,,,,,
,,Body tube,,ದೇಹ ಕೊಳವೆ,,,,,,,
,,Bog,,"ಉಸುಬು, ಜೌಗುಪ್ರದೇಶ",,,,,,,
,,Boil,,ಹುಣ್ಣು,,,,,,,
,,Boiling brine,,ಕುದಿಯುತ್ತಿರುವ ಉಪ್ಪು ನೀರು,,,,,,,
,,Boil smut,,ಕುದಿಕಾಡಿಗೆ ರೋಗ,,,,,,,
,,Bone meal,,ಮೂಳೆ ಪುಡಿ,,,,,,,
,,Bony fish,,ಎಲುಬು ಮೀನು,,,,,,,
,,Botanical nomenclature,,ಸಸ್ಯನಾಮಕರಣ ಪದ್ಧತಿ,,,,,,,
,,Bottom yeast,,ಕೆಳಗಿನ ಯೀಸ್ಟ್,,,,,,,
,,Booster injection,,ಬಲವರ್ಧಕ ಚುಚ್ಚುಮದ್ದು,,,,,,,
,,Bouquet,,ಹೂಗೊಂಚಲು,,,,,,,
,,Bran,,"ತೌಡು (ಉಮಿ, ಬತ್ತದ ಹೊಟ್ಟು)",,,,,,,
,,Breakdown process,,ವಿಘಟನೆ ಪ್ರಕ್ರಿಯೆ,,,,,,,
,,Breather,,ಶ್ವಾಸೋತ್ತೇಜಕ ಸಾಧನೆ,,,,,,,
,,Brewing,,ಹದಕ್ಕೆ ಬರುವಿಕೆ,,,,,,,
,,Brining,,ಉಪ್ಪಿಡುವಿಕೆ,,,,,,,
,,Brisket,,ಪಶುಗಳ ಎದೆಯಭಾಗ,,,,,,,
,,Bristle,,"ಬಿರುಗೂದಲು, ಬೊಬ್ಬೆ",,,,,,,
,,Brittle,,ಮೃದು ಭಿದುರ,,,,,,,
,,Broad spectrum of effectiveness,,ವಿಶಾಲ ಶ್ರೇಣಿಯ ಪರಿಣಾಮ,,,,,,,
,,Brook,,"ತೊರೆ, ಹಳ್ಳ",,,,,,,
,,Broth culture,,ಮಾಂಸದ ಸಾರು ಸಾಕಣೆ,,,,,,,
,,Brown alga,,"ಕಂದು ಬಣ್ಣದ ಪಾಚಿ, ಬೂದು ಪಾಚಿ",,,,,,,
,,Brown cubical butt rot,,ಕಂದು ಘನಾಕೃತಿ ಬುಡಕೊಳೆತ,,,,,,,
,,Brown rot,,"ಕಂದು ಲೊಡ್ಡು, ಕಂದು ಕೊಳೆ",,,,,,,
,,Brown spot,,ಕಂದು ಚುಕ್ಕೆರೋಗ,,,,,,,
,,Brown spot of rice,,ಬತ್ತದ ಎಲೆಗಳ ಮೇಲಿನ ಕಂದು ಚುಕ್ಕೆರೋಗ,,,,,,,
,,Brown stripe,,ಕಂದು ಪಟ್ಟೆ ರೋಗ,,,,,,,
,,Brucellosis,,"ಬ್ರುಸೆಲ್ಲ ಬೇನೆ, ಮಾಲ್ಟಜ್ವರ",,,,,,,
,,Bruising,,ಜಜ್ಜುಗಾಯ ಮಾಡುವಿಕೆ,,,,,,,
,,Bubonic plague,,ಗಡ್ಡೆ ಪ್ಲೇಗು,,,,,,,
,,Budding,,"ಮೊಗ್ಗೊಡೆಯುವಿಕೆ, ಕಣ್ಣು ಹಾಕುವಿಕೆ, ಮೊಗ್ಗು ಬಿಡುವಿಕೆ",,,,,,,
,,Budrot disease,,ಕಣ್ಣು ಕೊಳೆರೋಗ,,,,,,,
,,Budrot of palms,,ಗರಿಸಸ್ಯಗಳ ಕಣ್ಣು ಕೊಳೆತ,,,,,,,
,,Bud scar,,"ಕಣ್ಣು ಕಲೆ, ಮೊಗ್ಗು ಕಲೆ",,,,,,,
,,Buffers,,"ಉಭಯ ಪ್ರತಿರೋಧಗಳು, ಕಾಪುತಡೆ",,,,,,,
,,Buffer stock,,ಕಾಪು ದಾಸ್ತಾನು,,,,,,,
,,Bulbous appendage,,"ಗಡ್ಡೆಯ ಕೂಡುಭಾಗ, ಲಶುನ ಕೂಡುಭಾಗ",,,,,,,
,,Bunchy top disease,,ಗೊಂಚಲು ತುದಿರೋಗ,,,,,,,
,,Bunchy top of banana,,ಬಾಳೆ ಗೊಂಚಲು ತುದಿರೋಗ,,,,,,,
,,Bundle of cilia,,ಸ್ಪಂದನ ಲೋಮಾಂಗದ ಕಟ್ಟು,,,,,,,
,,Bunt,,ಬಂಟ್ ರೋಗ,,,,,,,
,,Burst period,,ಬಿರಿತ ಅವಧಿ,,,,,,,
,,Bushy stunt virus,,ಪೊದೆರೀತಿಯ ಸ್ಟಂಟ್ ವೈರಸ್,,,,,,,
,,Butt-rot,,"ಬುಡಕೊಳೆತ, ಬುಡ ಕೊಳೆರೋಗ",,,,,,,
,,By hot gas,,ಬಿಸಿ ಅನಿಲಕ್ರಮ,,,,,,,
,,Caecal,,ಮೂಗರುಳಿನ,,,,,,,
,,Caecum,,"ಮೂಗರುಳು, ದೊಡ್ಡ ಕರುಳಿನ ತುದಿ",,,,,,,
,,Calcite,,ಸುಣ್ಣದ ಕಲ್ಲು,,,,,,,
,,Calibrate,,ಮಟ್ಟ ಗುರ್ತಿಸು,,,,,,,
,,Cambium,,ವರ್ಧನ ಸ್ತರ,,,,,,,
,,Cancer,,ಅರ್ಬುದ ರೋಗ,,,,,,,
,,Candle filter,,ಕ್ಯಾಂಡಲ್ ಶೋಧಕ,,,,,,,
,,Canine,,ಕೋರೆ ಹಲ್ಲು,,,,,,,
,,Canning,,ಡಬ್ಬೀಕರಣ,,,,,,,
,,Canker,,"ಕೊಳೆವುಣ್ಣು, ನೂತಿ",,,,,,,
,,Capillary attraction,,ಲೋಮನಾಳಾಕರ್ಷಣ,,,,,,,
,,Capillary bed,,ಲೋಮನಾಳಗಳ ತಲ್ಪ,,,,,,,
,,Capillary tube,,ಲೋಮನಾಳ,,,,,,,
,,Capitate,,"ಗುಬಟರೂಪ (ಸ್ಪಷ್ಟವಾದ) ತಲೆಯುಳ್ಳ, ಗುಂಡುದಲೆ",,,,,,,
,,Caprified,,ಹುಳುಗಳ ಕೊರೆಯುವಿಕೆಯಿಂದ ಹಣ್ಣಾಗುವಿಕೆ,,,,,,,
,,Capsid,,ಕವಚ,,,,,,,
,,Capsid bug,,"ಕ್ಯಾಪ್ಸಿಡ್ ತಗಣೆ, ಕವಚ ತಗಣೆ",,,,,,,
,,Capsomere,,ಪ್ರೊಟೀನ್ ಉಪಘಟಕ,,,,,,,
,,Capsomer,,ಉಪಕವಚ,,,,,,,
,,Capsular swelling,,ಕೋಶೀಯ ಊದಿಕೊಳ್ಳುವಿಕೆ,,,,,,,
,,Capsulation,,ಕೋಶದ ಪದರ ಕೂಡುವಿಕೆ,,,,,,,
,,Capsule,,"ಪೊರೆ, ಪೊರೆಗವಚ",,,,,,,
,,Caramel,,"ಸುಟ್ಟ ಸಕ್ಕರೆ, ಕರಿದ ಲಘು ಕಂದುಬಣ್ಣಕ್ಕೆ ಬಂದ ಸಕ್ಕರೆ",,,,,,,
,,Carbamylation,,ಕಾರ್ಬಲೀಕರಣ,,,,,,,
,,Carbon cycle,,ಇಂಗಾಲಚಕ್ರ,,,,,,,
,,Carcass,,ಶವ,,,,,,,
,,Carnivora,,ಮಾಂಸಾಹಾರಿ,,,,,,,
,,Carrier based inoculant,,ವಾಹಕ-ಆಧಾರಿತ ಸೂಕ್ಷ್ಮಜೀವೀಯ ಒಳಸೇರಿಕೆ,,,,,,,
,,Carrier of disease,,ರೋಗವಾಹಕ,,,,,,,
,,Carrying capacity,,"ವಾಹಕ ಸಾಮರ್ಥ್ಯ, ಒಯ್ಯವ ಸಾಮರ್ಥ್ಯ",,,,,,,
,,Cartilage,,ಮೃದ್ವಸ್ಥಿ,,,,,,,
,,Carton,,ರಟ್ಟುಪೆಟ್ಟಿಗೆ,,,,,,,
,,Case harden,,ಮೇಲ್ಮೈಯನ್ನು ಗಡುಸಾಗಿ ಮಾಡು,,,,,,,
,,Catabolic activity,,ಅಪಚಯ ಕ್ರಿಯೆ,,,,,,,
,,Catabolism,,ಅಪಚಯ,,,,,,,
,,Catabolite,,ಅಪಚಯ ಕ್ರಿಯೆ ಉತ್ಪನ್ನ,,,,,,,
,,Catabolite repression,,ಅಪಚಯ ಉತ್ಪನ್ನದಮನ,,,,,,,
,,Catalysed,,ವೇಗವರ್ಧಿತ,,,,,,,
,,Catalysis,,ವೇಗವರ್ಧನೆ,,,,,,,
,,Catalysts,,ವೇದವರ್ಧಕಗಳು,,,,,,,
,,Catalytic activity,,ವೇಗವರ್ಧಕ ಚಟುವಟಿಕೆ,,,,,,,
,,Catalyze,,ವೇಗವರ್ಧಿಸು,,,,,,,
,,Catarrh,,"ಶೀತ, ನೆಗಡಿ, ಲೋಳ್ಸುರಿಕೆ",,,,,,,
,,Catastrophe,,ಅನಾಹುತ,,,,,,,
,,Caterpillar,,ಕಂಬಳಿಹುಳು,,,,,,,
,,Cat ionic detergent,,ಧನಅಯಾನು ಮಾರ್ಜಕ,,,,,,,
,,Catsup,,ರಸಕವಳ,,,,,,,
,,Cavitation,,"ಪೊಳ್ಳು ಭಾಗದ ಉತ್ಪತ್ತಿ, ಕುಳಿ ಉತ್ಪತ್ತಿಯಾಗುವಿಕೆ",,,,,,,
,,Cedar wood,,ದೇವದಾರು ಮರ,,,,,,,
,,Celery,,ಸಬ್ಬಸಿಗೆ,,,,,,,
,,Cell,,ಕೋಶ,,,,,,,
,,Cell arrangement,,ಕೋಶ ಜೋಡಣೆ,,,,,,,
,,Cell biology,,ಕೋಶಜೀವಶಾಸ್ತ್ರ,,,,,,,
,,Cell body,,"ಕೋಶದ ಮೈ, ಕೋಶದ ಶರೀರ",,,,,,,
,,Cell count,,ಕೋಶ ಎಣಿಕೆ,,,,,,,
,,Cell culture,,ಕೋಶ ಸಾಕಣೆ,,,,,,,
,,Cell differentiation,,ಕೋಶ ವಿಭೇದೀಕರಣ,,,,,,,
,,Cell division,,ಕೋಶ ವಿಭಜನೆ,,,,,,,
,,Cell envelope,,ಕೋಶ ಆವರಣ,,,,,,,
,,Cell free antigen,,ಕೋಶಮುಕ್ತ ಪ್ರತಿವಿಷಜನಕ,,,,,,,
,,Cell free extract,,ಕೋಶಮುಕ್ತಸಾರ,,,,,,,
,,Cell mass,,ಕೋಶ ರಾಶಿ,,,,,,,
,,Cell membrane,,"ಕೋಶಪೊರೆ, ಕೋಶ ಪಟಲ",,,,,,,
,,Cell movement,,ಕೋಶ ಚಲನೆ,,,,,,,
,,Cell organelle,,ಕೋಶ ಉಪಾಂಗ,,,,,,,
,,Cell periphery,,ಕೋಶ ಪರಿಧಿ,,,,,,,
,,Cell pool,,ಕೋಶರಾಶಿ,,,,,,,
,,Cell sap,,ಕೋಶ ರಸ,,,,,,,
,,Cell structure,,ಕೋಶರಚನೆ,,,,,,,
,,Cell suspension,,ಕೋಶ ವಿಲಂಬಿ,,,,,,,
,,Cell theory,,ಕೋಶ ಸಿದ್ಧಾಂತ,,,,,,,
,,Cellular,,ಕೋಶೀಯ,,,,,,,
,,Cellular organelle,,ಕೋಶದ ಉಪಾಂಗ,,,,,,,
,,Cellular respiration,,ಕೋಶದ ಶ್ವಾಸೋಚ್ಛ್ವಾಸ,,,,,,,
,,Cell wall,,ಕೋಶ ಭಿತ್ತಿ (ಆವರಣ),,,,,,,
,,Cell wall component,,"ಕೋಶಭಿತ್ತಿ ಘಟಕ, ಮೂಲಾಂಶ",,,,,,,
,,Cell wall stain,,ಕೋಶಭಿತ್ತಿಗೆ ಹಾಕುವ ಬಣ್ಣ,,,,,,,
,,Cell wall synthesis,,ಕೋಶಭಿತ್ತಿ ಸಂಶ್ಲೇಷಣೆ,,,,,,,
,,Cenozoic,,ನವೀನ ಜೀವಯುಗ,,,,,,,
,,Centipede,,ಶತಪದಿ,,,,,,,
,,Centrifuge,,ಕೇಂದ್ರಾಪಗಮನ,,,,,,,
,,Centriole,,"ತಾರಕ ಕೇಂದ್ರ, ಕೇಂದ್ರಕ ಬಿಂದು, ಕೇಂದ್ರಬಿಂದು",,,,,,,
,,Centrochromatin,,ಕೇಂದ್ರವರ್ಣಕ,,,,,,,
,,Centroplasm,,ಕೇಂದ್ರದ್ರವ್ಯ,,,,,,,
,,Centrosome,,"ಕೇಂದ್ರಕಾಯ, ಕೇಂದ್ರಶರೀರ",,,,,,,
,,Centrosphere,,ಕೇಂದ್ರವಲಯ,,,,,,,
,,Chaffy earhead,,ಜಳ್ಳುತೆನೆ,,,,,,,
,,Chancre,,ಮೇಹವ್ರಣ,,,,,,,
,,Character displacement,,ಗುಣಪಲ್ಲಟ,,,,,,,
,,Cheese,,ಗಿಣ್ಣು,,,,,,,
,,Cheesy,,"ಗಿಣ್ಣು ರೀತಿ, ಗಿಣ್ಣಿನಂತೆ",,,,,,,
,,Chelating agent,,ಪಂಜಿಡಿಕ ನಿಯೋಗಿ,,,,,,,
,,Chemical inhibition,,ರಾಸಾಯನಿಕ ಪ್ರತಿಷೇಧ,,,,,,,
,,Chemical pesticide,,ರಾಸಾಯನಿಕ ಪೀಡೆನಾಶಕ,,,,,,,
,,Chemical preservation,,ರಾಸಾಯನಿಕ ಸಂರಕ್ಷಣೆ,,,,,,,
,,Chemical sterilisation,,ರಾಸಾಯನಿಕ ಕ್ರಿಮಿ ಶುದ್ಧೀಕರಣ,,,,,,,
,,Chemiluminiscence,,ರಾಸಾಯನಿಕ ಸ್ಫುರಣ,,,,,,,
,,Chemolitho troph,,ರಾಸಾಯನಿಕ ಶಿಲಾಪೋಷಿತ,,,,,,,
