ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Breed,ತಳಿ,,,,,,,,,
,Breedable period,ಸಂತಾನೋತ್ಪಾದನ ಅವಧಿ,,,,,,,,,
,Breed average,ಮೂಲ ತಳಿಯ (ಹಾಲಿನ) ಸರಾಸರಿ ಇಳುವರಿ,,,,,,,,,
,Breed class average,ತಳಿವರ್ಗ ಸರಾಸರಿ,,,,,,,,,
,Breeding bull/sire,"ತಳಿ ಅಭಿವೃದ್ಧಿ ಮಾಡುವ ಹೋರಿ, ಬೀಜದ ಹೋರಿ",,,,,,,,,
,Breeding efficiency,"ತಳಿ ಅಭಿವೃದ್ಧಿ ಸಾಮರ್ಥ್ಯ,ಸಂತಾನೋತ್ಪಾದನ ಸಾಮರ್ಥ್ಯ",,,,,,,,,
,Breeding flock/stock,ಸಂತಾನೋತ್ಪಾದನ ಮಂದೆ,,,,,,,,,
,Breeding mimicry,ತಳಿ ಅಭಿವರ್ದನೆ ಅಣುಕು,,,,,,,,,
,Breeding peculiarities,ಸಂತಾನೋತ್ಪತ್ತಿಯ ವಿಶಿಷ್ಟತೆಗಳು,,,,,,,,,
,Breeding records,ತಳಿ ಅಭಿವರ್ದನ ದಾಖಲೆಗಳು,,,,,,,,,
,Breeding value,ತಳಿ ಅಭಿವೃದ್ಧಿ ಮೌಲ್ಯ,,,,,,,,,
,Breed selection,ತಳಿ ಆಯ್ಕೆ,,,,,,,,,
,Brick-on-edge floor,ಇಟ್ಟಿಗೆ ಅಡ್ಡ ಜೋಡಣೆ ನೆಲ,,,,,,,,,
,Bridge of nose,ಮೂಗಿನ ಕಂಭ,,,,,,,,,
,Brindle,ಕೆಂಪು ಹಳದಿ ಮಿಶ್ರಬಣ್ಣ,,,,,,,,,
,Brisket,ಪಶುಗಳ ಎದೆಭಾಗ,,,,,,,,,
,Brittle horns,ಕ್ಯಾಲ್ಸೀಕರಣವಾಗದಿರುವ ಕೊಂಬುಗಳು,,,,,,,,,
,Broken mouthed animal,ಮುರಿದ ಹಲ್ಲುಗಳುಳ್ಳ ಪ್ರಾಣಿಗಳು,,,,,,,,,
,Bronchial duct,ಪಂಗುಸಿರ್ನಾಳ,,,,,,,,,
,Bronchiectasis,ಹಿಗ್ಗುಸಿರ್ನಾಳ,,,,,,,,,
,Bronchiole,"ಶ್ವಾಸನಾಳದ ಸೂಕ್ಷ್ಮಕವಾಟ, ನವಿರುಸಿರ್ನಾಳ",,,,,,,,,
,Bronchopneumonia,ಶ್ವಾಸನಾಳ ಮತ್ತು ಕೋಶಗಳ ಸುರಿತ,,,,,,,,,
,Bronchus,"ಪಂಗುಸರ್ನಾಳ, ಸೀಳುಸಿರ್ನಾಳ",,,,,,,,,
,Brown hay,ಚೆನ್ನಾಗಿ ಒಣಗಿಸಿಟ್ಟ ಹುಲ್ಲು,,,,,,,,,
,Browse,ಸೊಪ್ಪುಸೆದೆ,,,,,,,,,
,Browsing,ಸ್ವೇಚ್ಛೆಯಾಗಿ ಸೊಪ್ಪುಸೆದೆ ತಿನ್ನುವಿಕೆ,,,,,,,,,
,Brucellosis,"ಮಾಲ್ವಜ್ವರ, ಬ್ರುಸೆಲ್ಲೋಸಿಸ್",,,,,,,,,
,Bruise,ಜಜ್ಜುಗಾಯ,,,,,,,,,
,Buccal cavity,ಬಾಯಿಗೂಡು,,,,,,,,,
,Buccal surface,ದವಡೆ ಮೇಲ್ಮೈ,,,,,,,,,
,Buccinator,ಉರುಬಿಕ ಸ್ನಾಯು,,,,,,,,,
,Bucked knee,ಉಬ್ಬು ಮೊಣಕಾಲು,,,,,,,,,
,Buff,"ಉಜ್ಜು, ತಿಕ್ಕು",,,,,,,,,
,Buffalo,ಎಮ್ಮೆ,,,,,,,,,
,Buffalo bull,ಕೋಣ,,,,,,,,,
,Bulbourethral,ಮೂತ್ರನಾಳ ಬುಡ್ಡೆಯ,,,,,,,,,
,Bulgaric milk,ಬಲ್ಗಾರಿಕಸ್ ಸೂಕ್ಷ್ಮಜೀವಿಯಿಂದ ಹೆಪ್ಪಾದ ಹಾಲು,,,,,,,,,
,Bulk food,ಈಡುಣಿಸು,,,,,,,,,
,Bulimia,"ಅತಿಯಾಗಿ ತಿನ್ನುವ ರೋಗ, ಕಾಕಸಿವೆ",,,,,,,,,
,Bull,ಹೋರಿ,,,,,,,,,
,Bull calf,ಹೋರಿಕರು,,,,,,,,,
,Bull holder,ಹೋರಿಹಿಡಿಯುವ ಸಲಕರಣೆ / ವ್ಯಕ್ತಿ,,,,,,,,,
,Bull leader,ಹೋರಿಯನ್ನು ಎಳೆದೊಯ್ಯುವ ಸಾಧನ,,,,,,,,,
,Bull mother farm,ಹೋರಿಯ ಮಾತೃಫಾರಂ,,,,,,,,,
,Bull nose ring,ಹೋರಿಯ ಮೂಗಿನ ಬಳೆ,,,,,,,,,
,Bull pole,ಹೋರಿಯ ಮೂಗಿನ ಕಂಬ,,,,,,,,,
,Bullock steer,ಎತ್ತು,,,,,,,,,
,Bull-puncher,ಹೋರಿಗಳ ಮೂಗಿನ ಅಡ್ಡ ತಡೆಯಲ್ಲಿ ರಂಧ್ರಮಾಡುವ ಸಾಧನ,,,,,,,,,
,Bull rings,ಹೋರಿಯ ವ್ಯಾಯಾಮ ವೃತ್ತಗಳು,,,,,,,,,
,Bunker silo,"ಹಡಗಿನಾಕಾರದ ಹಗೇವು,ರಸಮೇವು ಕಣಜ",,,,,,,,,
,Burdizzo castrator,ಬರ್ಡಿಜೋ ಹಿಡಮಾಡುವ ಸಾಧನ,,,,,,,,,
,Burdizzo pincers,ಬರ್ಡಿಜೋ ಉಪಕರಣಗಳು,,,,,,,,,
,Burnett oat silage,ಬರ್ನೆಟ್ ಓಟ್ ರಸಮೇವು,,,,,,,,,
,Butter colour,ಬೆಣ್ಣೆಗೆ ಹಾಕುವ ಬಣ್ಣ,,,,,,,,,
,Butter melting room,ಬೆಣ್ಣೆಗೆ ಕರಗಿಸುವ ಕೊಠಡಿ,,,,,,,,,
,Buttermilk powder,ಮಜ್ಜಿಗೆ ಪುಡಿ,,,,,,,,,
,Butter ripened unsalt,ಹದವಾದ ಉಪ್ಪು ಹಾಕಿರದ ಬೆಣ್ಣೆ,,,,,,,,,
,Butter spread,ಲೇಪನ ಬೆಣ್ಣೆ,,,,,,,,,
,Buttock,"ಕುಂಡಿ, ಪೃಷ್ಟಭಾಗ",,,,,,,,,
,By product utilization centre,ಉಪಉತ್ಪನ್ನ ಬಳಕೆ ಕೇಂದ್ರ,,,,,,,,,
,Caecitis,ಮೂಗರುಳುರಿತ,,,,,,,,,
,Caecum,"ಹೆಗ್ಗರುಳು, ಮೂಗರುಳು",,,,,,,,,
,Colon,ದೊಡ್ಡ ಕರುಳಿನ ಭಾಗ,,,,,,,,,
,Calcareous grit,"ಸುಣ್ಣದ ಗೂಡಿನ ಹರಳು, ಸುಣ್ಣಹರಳು",,,,,,,,,
,Calf,ಕರು,,,,,,,,,
,Calf-at-foot,ಹಸುಕರು ಜೊತೆ,,,,,,,,,
,Calf care,ಕರುಗಳ ಆರೈಕೆ,,,,,,,,,
,Calf crop,ಕರು ಇಳುವರಿ ಸಂಖ್ಯೆ,,,,,,,,,
,Calfhood,ಎಳೆಯ ಕರು,,,,,,,,,
,Calf housing,ಕರುವಿನ ವಸತಿ,,,,,,,,,
,Calf Identification sheet,ಕರುವಿನ ಗುರುತು ಹಾಳೆ,,,,,,,,,
,Calf rearing allowance,ಕರುಸಾಕಣೆ ಭತ್ಯೆ,,,,,,,,,
,Calf scours,ಕರುಗಳಿಗೆ ಬರುವ ಭೇದಿ,,,,,,,,,
,Calf starters,ಕರುವಿನ ಪ್ರಾರಂಭಿಕ ಆಹಾರಗಳು,,,,,,,,,
,Calibrating milk test bottles,ಹಾಲು ಪರೀಕ್ಷಣಾ ಸೀಸೆಗಳ ಕ್ರಮಾಂಕ ನಿರ್ಣಯಿಸುವಿಕೆ,,,,,,,,,
,Calving,ಕರುಹಾಕುವಿಕೆ,,,,,,,,,
,Calving box,ಕರುಹಾಕುವ ರೊಪ್ಪ,,,,,,,,,
,Calving interval,ಎರಡುಬಾರಿ ಕರುಹಾಕುವಾಗುವಿನ ನಡುವಣ ಅಂತರ,,,,,,,,,
,Camina propria,ಹೊರ ನಿಜಪೊರೆ,,,,,,,,,
,Cancer,"ಏಡಿಗಂತಿ,ಗಂತಿ, ಕ್ಯಾನ್ಸರ್",,,,,,,,,
,Can conveying system,ಕಡಾಯಿ / ಕ್ಯಾನ್ ಸಾಗಣೆ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Canine teeth,ಕೋರೆಹಲ್ಲು,,,,,,,,,
,Cannon,ಕಡಿವಾಣ,,,,,,,,,
,Cannula,ಲಾಳ್ಗೊಳವೆ,,,,,,,,,
,Can washing steam machine,"ಆವಿಯಿಂದ ಕಡಾಯಿಕ್ಯಾನ್ ತೊಳೆಯುವ ಯಂತ್ರ, ಕಡಾಯಿ ಶುದ್ಧಕ ಆವಿಯಂತ್ರ",,,,,,,,,
,Capacitation,ಸಾಮರ್ಥ್ಯಗೊಳಿಸುವಿಕೆ,,,,,,,,,
,Capillaries,ಲೋಮನಾಳಗಳು,,,,,,,,,
,Capsule,"1. ಕೀಲ್ಗವಚ, ಹೊರಗಿನ ಕವಚ, 2. ಕ್ಯಾಪ್ಸೂಲ್ ಗಳು",,,,,,,,,
,Carbohydrates,ಶರ್ಕರಷಿಷ್ಟಗಳು,,,,,,,,,
,Carcass,ಪ್ರಾಣಿಶವ,,,,,,,,,
,Carcass desirability,ಮಾಂಸದ ಅಪೇಕ್ಷಣೀಯತೆ,,,,,,,,,
,Carcass quality,ಮಾಂಸದ ಗುಣಮಟ್ಟ,,,,,,,,,
,Carcass traits,ಮಾಂಸದ ಗುಣಲಕ್ಷಣಗಳು,,,,,,,,,
,Cardiac muscle,ಹೃದಯ ಸ್ನಾಯು,,,,,,,,,
,Cardiac valve,ಹೃದಯ ಕವಾಟ,,,,,,,,,
,Cardiovascular activity,ಹೃದಯ ರಕ್ತನಾಳ ಚಟುವಟಿಕೆ,,,,,,,,,
,Caries,"ಹುಳುಕು(ಹಲ್ಲು), ಎಲುತವೆ",,,,,,,,,
,Carnivorous,ಮಾಂಸಾಹಾರಿ,,,,,,,,,
,Carpometacarpal joint,"ಮುಂಗೈ, ಮೇಗೈಯ ಕೀಲು, ಮಣಿಕಟ್ಟು",,,,,,,,,
,Carrying vessel,ಸಾಗುನಾಳ,,,,,,,,,
,Cartilage,ಮೆಲ್ಲೆಲುಬು,,,,,,,,,
,Cartilage of ear,ಕಿವಿಯಮೃದ್ವಸ್ಥಿ,,,,,,,,,
,Cartilaginous joint,"ಮೃದು ಎಲುಬಿನ ಸಂದು, ಮೃದ್ವಸ್ಥಿಕೀಲು",,,,,,,,,
,Carting,ಗಾಡಿ ಹೊಡೆಯುವಿಕೆ,,,,,,,,,
,Caruncles,ಕಿರು ಮಾಂಸನಾಳ / ಕಂಡಕ,,,,,,,,,
,Casein,"ಕೇಸಿನ್, ಗಿಣ್ಣು, ಚೀಸ್",,,,,,,,,
,Casein grinder,ಕೇಸಿನ್ ಅರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Casein milk,ಕೇಸಿನ್ ಹಾಲು,,,,,,,,,
,Casein press,ಕೇಸಿನ್ ಒತ್ತುಯಂತ್ರ,,,,,,,,,
,Cassia tora seed,ತಂಗಡಿ ಬೀಜ,,,,,,,,,
,Casting,1. ಪ್ರಾಣಿ ಕೆಡವಿಕೆ / ಬೀಳಿಸುವಿಕೆ 2. ಕಾಲಕ್ಕೆ ಮೊದಲೇ ಮರಿಹಾಕುವಿಕೆ,,,,,,,,,
,Casting of animals,ಪ್ರಾಣಿಗಳನ್ನು ಬೀಳಿಸುವಿಕೆ,,,,,,,,,
,Castration,ಹಿಡ ಮಾಡುವಿಕೆ,,,,,,,,,
,Cataract,ಕಣ್ಣಿನ ಪೊರೆ,,,,,,,,,
,Catarrhal vagina cervicitis,ಲೋಳ್ಸರಿಕೆ ಯೋನಿ ಗರ್ಭಗೊರಳುರಿತ,,,,,,,,,
,Catechu,"ಕಾಚು, ಒಗರು",,,,,,,,,
,Catheter,ಮೂತ್ರಾಪಕರ್ಷಕ ಸಾಧನ,,,,,,,,,
,Cattle,ದನ,,,,,,,,,
,Cattle attendant,"ಗೋಗಾಯಿ, ಗೋಪಾಲಕ, ಗೋವಳ",,,,,,,,,
,Cattle chamber,"ದನಗಳ ಕೋಣೆ, ದೊಡ್ಡಿ",,,,,,,,,
,Cattle creche pens,ದನಕರುಗಳನ್ನು ಪಾಲನೆಮಾಡುವ ರೊಪ್ಪಗಳು,,,,,,,,,
,Cattle farm,ಗೋಕ್ಷೇತ್ರ,,,,,,,,,
,Cattle feed,ಪಶು ಆಹಾರ,,,,,,,,,
,Cattle history,ದನಗಳ ಚಹರೆಪಟ್ಟಿ,,,,,,,,,
,Cattle owner,"ದನಗಳ ಮಾಲೀಕ, ಗೋಪತಿ",,,,,,,,,
,Caudal,ಬಾಲಭಾಗದ,,,,,,,,,
,Causative organism,ಕಾರಣೀಕೃತ ಜೀವಿ,,,,,,,,,
,Cavity,ಕುಹರ,,,,,,,,,
,Cauterize,ಕಾದಲೋಹದಿಂದ ಸುಡುವಿಕೆ,,,,,,,,,
,Cell body,ಜೀವಕೋಶಕಾಯ,,,,,,,,,
,Cell membrane,ಜೀವಕೋಶಪೊರೆ,,,,,,,,,
,Cell proliferation,ಕೋಶ ಸಂಖ್ಯಾಭಿವೃದ್ಧಿ,,,,,,,,,
,Cementum,ಹಲ್ಲುಗಾರು,,,,,,,,,
,Central Fodder Research Institute,ಕೇಂದ್ರಿಯ ಮೇವು ಸಂಶೋಧನಾ ಸಂಸ್ಥೆ,,,,,,,,,
,Central nervous system,ಕೇಂದ್ರನರಮಂಡಲ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Central shaft of the cart,ಗಾಡಿನ ಮೂಕಿನ ಮರ,,,,,,,,,
,Centrifugal force,ಕೇಂದ್ರಾಪಗಮನ ಬಲ,,,,,,,,,
,Centrum,ಕಶೇಕಾಸ್ಥಿ ಕೇಂದ್ರಿಕೆ,,,,,,,,,
,Cephalic vein,ಕಾಪಾಲಿಕ ಸಿರ,,,,,,,,,
,Cercariae of flukes,ಯಕೃತ್ತಿನ ಹುಳುಗಳ ಮರಿಗಳು,,,,,,,,,
,Cereal grains,ಏಕದಳ ಧಾನ್ಯದ ಕಾಳುಗಳು,,,,,,,,,
,Cerebrospinal,ಮಿದುಳು ಬೆನ್ನುಹುರಿಯ,,,,,,,,,
,Cerebrum,ಪ್ರಧಾನ ಮಸ್ತಿಷ್ಕ,,,,,,,,,
,Cervico acicularis,ಕೊರಳ-ಕಿವಿಯಾಲೆ ಸ್ನಾಯು,,,,,,,,,
,Cervix,"ಗರ್ಭಕೋಶಕೊರಳು, ಗರ್ಭಕೊರಳು",,,,,,,,,
,Cesbania leaves,ಸೆಸ್ಬೇನಿಯಾ ಎಲೆಗಳು,,,,,,,,,
,Chaff cutter,ಹುಲ್ಲು ಕತ್ತರಿಸುವ ಸಾಧನ,,,,,,,,,
,Chaffting,ಚೂರು ಚೂರು ಮಾಡುವುದು,,,,,,,,,
,Chafing shed,ಮೇವು ಕತ್ತರಿಸುವ ಕೊಠಡಿ,,,,,,,,,
,Chalky Milk,ಸುಣ್ಣದಂತಹ ಹಾಲು,,,,,,,,,
,Check ligament,ತಡೆಗಟ್ಟುವ ತಂತುಗಟ್ಟು,,,,,,,,,
,Cheddar cheese curd,ಚೆಡ್ಡರ್ ಚೀಸ್ ಮೊಸರು,,,,,,,,,
,Cheek,ಕಪೋಲ,,,,,,,,,
,Cheek commissure,ಕಪೋಲ (ದವಡೆ) ಸಂಯೋಜಕ ಸಂದು,,,,,,,,,
,Cheek teeth,ಕೋರೆಹಲ್ಲು,,,,,,,,,
,Cheese,ಗಿಣ್ಣು,,,,,,,,,
,Cheese bandages & circle,ಚೀಸ್ ಪಟ್ಟಿಗಳು ಮತ್ತು ವೃತ್ತ,,,,,,,,,
,Cheese milk quality,ಚೀಸ್ ಹಾಲಿನ ಗುಣಮಟ್ಟ,,,,,,,,,
,Chemical score method,ರಾಸಾಯನಿಕ ಅಂಕದ ವಿಧಾನ,,,,,,,,,
,Chestnut,ದಟ್ಟಕೆಂಗಂದು ಬಣ್ಣ,,,,,,,,,
,"Chew, mastication","ಅಗಿ, ಜಗಿ",,,,,,,,,
,Chewing the cud,ಮೆಲುಕುಹಾಕುವಿಕೆ,,,,,,,,,
,Chilling,ಶೀತಲೀಕರಣ,,,,,,,,,
,Chin,ಗಲ್ಲ,,,,,,,,,
,Cholesteatoma,"ಪಿತ್ತನೆಣಗತ್ತಿ, ಘನಪಿತ್ತಗಂತಿ",,,,,,,,,
,Cholesterol,"ಪಿತ್ತಧಾತು, ಕೊಲೆಸ್ಟಿರಾಲ್",,,,,,,,,
,Chondro sternal articulation,ಮೆಲ್ಲಲುಬು ಎದೆಲುಬಿನ ಸಂಧಿ,,,,,,,,,
,Chopped grass,ಕತ್ತರಿಸಿದ ಹುಲ್ಲು,,,,,,,,,
,Chopped plants,ಕತ್ತರಿಸಿದ ಸಸ್ಯಗಳು,,,,,,,,,
,Chorion,ಭ್ರೂಣದ ಹೊರಪೊರೆ,,,,,,,,,
,Chromaffin system,ಕ್ರೊಮಿಯಂ ಪ್ರಿಯ ಕೋಶಿಕೆ ವ್ಯೂಹ,,,,,,,,,
,Chromosomal aberration,ವರ್ಣತಂತುಗಳ ಅಪಸರಣ,,,,,,,,,
,Chromosome,ವರ್ಣತಂತು / ದಂಡ,,,,,,,,,
,Chronic,ಬೇರೂರಿದ,,,,,,,,,
,Chyle,ಮೇದೋಜೀರಕ ರಸ,,,,,,,,,
,Cilia,"ಕಣ್ರೆಪ್ಪೆ ಕೂದಲಸಾಲು, ಸ್ಪಂದನ ಲೋಮಾಂಗ",,,,,,,,,
,Ciliated epithelium,ಸ್ಪಂದೀಲೋಮ ಲೋಳ್ಪರೆ,,,,,,,,,
,Cilium,"ಎವೆ, ರೋಮಕ , ರೆಪ್ಪೆಗೂದಲು",,,,,,,,,
,Clamp silo,ಇಟ್ಟಿಗೆ ಗೂಡಿನಾಕಾರದ ಹಗೇವು,,,,,,,,,
,Classification,ವರ್ಗೀಕರಣ,,,,,,,,,
,Clavicle,"1. ಕೊರಳೆಲುಬು, 2. ಅಕ್ಷಕ, ಕೀಲಕ, ಕೀಲುಕ",,,,,,,,,
,Claw,ಪಂಜ,,,,,,,,,
,Clean fleece weight,ಶುದ್ಧಗೊಳಿಸಿದ ಉಣ್ಣೆತೂಕ,,,,,,,,,
,Cleft,"ಸೀಳು, ಸಂದು, ಬಿರುಕು",,,,,,,,,
,Cleft palate,ಸೀಳಂಗುಳು,,,,,,,,,
,Cleido occipitalis,ಹೆಡತಲೆಯ ಸೀಳು,,,,,,,,,
,Cleido temporalis,ಕಪೋಲ ಸೀಳು,,,,,,,,,
,Climatic chamber,ವಾತಾವದಣದ ಕೊಠಡಿ,,,,,,,,,
,Clinical trial,ರೋಗಶಯ್ಯಾ ಪ್ರಯೋಗ,,,,,,,,,
,Clip,"ಹಿಡಿಕೆ, ಹಿಡುಕ",,,,,,,,,
,Clippers,"ಹಿಡಿಕೆಗಳು, ಕತ್ತರಿಸುವ ಸಾಧನಗಳು",,,,,,,,,
,Clitoris,"ಹೆಂಬುಲ್ಲ, ಹೆಣ್ಮಣಿ, ಭಗಾಂಕುರ",,,,,,,,,
,Cloaca,ಮಲದ್ವಾರ,,,,,,,,,
,Closed tuberculosis,ಗುಪ್ತಕ್ಷಯ,,,,,,,,,
,Cloven foot,ಸೀಳುಗೊಲಸು,,,,,,,,,
,Clawfoot,ಕಮಾನು ಪಾದ,,,,,,,,,
,Club foot,"ಅಟ್ಟಗಾಲು, ಕರ್ಸಿಗಾಲು",,,,,,,,,
,Coarse & stemmy hay,ಒರಟಾದ ಮತ್ತು ಕಡ್ಡಿಗಳಿಂದ ಕೂಡಿದ ಒಣಹುಲ್ಲು,,,,,,,,,
,Coarse fodder,ಒರಟು ಮೇವು,,,,,,,,,
,Coarse grain,ಒರಟು (ದಪ್ಪ) ಕಾಳು,,,,,,,,,
,Cob meal,ತೆನೆಗಳ ಪುಡಿ,,,,,,,,,
,Coccidiosis,ಕಾಕ್ಸಿಡಿಯಾ / ಕಾಯ್ಬೀಜಾಣು ಬೇನೆ,,,,,,,,,
,Coccygeus,ಪುಚ್ಛಸ್ನಾಯು,,,,,,,,,
,Coconut cake,ತೆಂಗಿನ ಹಿಂಡಿ,,,,,,,,,
,Coconut meal,ತೆಂಗಿನಕಾಯಿ / ಕೊಬ್ಬರಿ ಆಹಾರ,,,,,,,,,
,Coition,"ಅಂಗಸಂಗ, ಸಂಭೋಗ",,,,,,,,,
,Cold stores,ಶೀತಾಗಾರಗಳು,,,,,,,,,
,Collar beam truss,ಗೋಡೆಯಿಂದ ಚಾಚಿಕೊಂಡಿರುವ ಕಂಭದ ಮೇಲ್ಛಾವಣಿ,,,,,,,,,
,Collecting centre,ಸಂಗ್ರಹಣ ಕೇಂದ್ರ,,,,,,,,,
,Collateral ligament,ಅಕ್ಕಪಕ್ಕದ ತಂತುಗಟ್ಟು,,,,,,,,,
,Collecting pen,ಸಂಗ್ರಹಣ ರೊಪ್ಪ,,,,,,,,,
,Collecting tube,ಗ್ರಾಹಕ ನಳಿಕೆ,,,,,,,,,
,Colon,ದೊಡ್ಡ ಕರುಳಿನ ಭಾಗ,,,,,,,,,
,Colostrum,ಗಿಣ್ಣುಹಾಲು,,,,,,,,,
,Colposcope,ಯೋನಿದರ್ಶಕ,,,,,,,,,
,Coma,ದೀರ್ಘಾವಧಿ ನಿದ್ರೆ,,,,,,,,,
,Commercial flock,ವಾಣಿಜ್ಯೋದ್ದೇಶದ ಗುಂಪು,,,,,,,,,
,Commercial milk-source,ವಾಣಿಜ್ಯ ಹಾಲು ಸಂಪನ್ಮೂಲ,,,,,,,,,
,Commissure,ಸಂಧಿಸ್ಥಳ,,,,,,,,,
,Common cardinal vein,ಸಾಮಾನ್ಯ ಪ್ರಧಾನ ನರ,,,,,,,,,
,Community pasture,ಸಮುದಾಯ ಹುಲ್ಲುಗಾವಲು,,,,,,,,,
,Complementary,"ಪೂರಕ, ಸಂಪೂರಕ",,,,,,,,,
,Complete enterprises records,ಸಂಪೂರ್ಣ ಉದ್ದಿಮೆಯ ದಾಖಲೆಗಳು,,,,,,,,,
,Complete feeding,ಪೂರ್ಣ ಮೇವುಣಿಕೆ,,,,,,,,,
,Complex muscle,ಸಂಕೀರ್ಣ ಸ್ನಾಯು,,,,,,,,,
,Complexity,ಸಂಕೀರ್ಣತೆ,,,,,,,,,
,Complex process,ಸಂಕೀರ್ಣ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Complex starter,ಸಂಮಿಶ್ರ / ಸಂಕೀರ್ಣ ಪ್ರಾರಂಭಿಕ ಮಿಶ್ರಣ,,,,,,,,,
,Complement fixation test,ಪೂರಕಬಂಧನ ಪರೀಕ್ಷೆ,,,,,,,,,
,Composition of the ration,ಆಹಾರ ಪ್ರಮಾಣದ ಸಂಯೋಜನೆ,,,,,,,,,
,Compost manure,"ನಾಡಗೊಬ್ಬರ, ಕಾಂಪೋಸ್ಟ್ ಗೊಬ್ಬರ, ಕಳಿತಗೊಬ್ಬರ",,,,,,,,,
,Compounded feeds,ಮಿಶ್ರ ಪ್ರಾಣಿ ಆಹಾರಗಳು,,,,,,,,,
,Concentrates,ತೀಕ್ಷ್ಣಾಹಾರಗಳು,,,,,,,,,
,Concentrate feeds,"ತಿಂಡಿ ಮಿಶ್ರಣ, ತೀಕ್ಷ್ಣಾಹಾರಗಳು",,,,,,,,,
,Concentrated cattle feed,ದನಗಳ ತೀಕ್ಷ್ಣಾಹಾರ,,,,,,,,,
,Concentrated milk,ಸಾಂದ್ರೀಕೃತ ಹಾಲು,,,,,,,,,
,Concentrated milk replacer,ಹಾಲಿನ ಬದಲಿ ತಿಂಡಿ ಮಿಶ್ರಣ / ತೀಕ್ಷ್ಣ ಆಹಾರ,,,,,,,,,
,Conception,1. ಪರಿಕಲ್ಪನೆ 2. ಗರ್ಭ ಧರಿಸುವಿಕೆ,,,,,,,,,
,Concrete slab,ಕಾಂಕ್ರಿಟ್ ಚಪ್ಪಡಿ,,,,,,,,,
,Concussion,1. ಉಜ್ಜುಗಾಯ / ತಾಕಲಾಟ 2. ಸಂಘಟ್ಟನೆ,,,,,,,,,
,Condensed whole milk,ಘನೀಕರಿತ ಪೂರ್ಣಹಾಲು,,,,,,,,,
,Condyloid joint,ಎಲೆಗೆಣ್ಣಿನ ಕೀಲು,,,,,,,,,
,Congenital defects,"ಹುಟ್ಟುವಾಗಿನ ನ್ಯೂನತೆಗಳು, ಹುಟ್ಟುನ್ಯೂನತೆಗಳು, ಆಜನ್ಮ ದೋಷ / ಕೊರತೆಗಳು",,,,,,,,,
,Congested,"ರಕ್ತಾಧಿಕ್ಯ, ರಕ್ತತುಂಬಿದ",,,,,,,,,
,Congestion,"ರಕ್ತಾಧಿಕ್ಯತೆ (ರಕ್ತತುಂಬಿದ, ರಕ್ತವೇರಿದ)",,,,,,,,,
,Conjoint twin,"ಜಂಟಿ ಅವಳಿ, ಒಡಲಂಟಿದ ಅವಳಿ",,,,,,,,,
,Conjugal ligament,"ಜೋಡಣೆಯ ತಂತುಗಟ್ಟು, ಮೆದು ತಂತುಗಟ್ಟು",,,,,,,,,
,Conjunctiva,ಕಣ್ಣಿನ ಕೂಡುಪೊರೆ,,,,,,,,,
,Connective tissue,"ಸಂಯೋಜಕ ಊತಕ, ಬಂಧನ ಅಂಗಾಂಶ",,,,,,,,,
,Constipation,ಮಲಬದ್ಧತೆ,,,,,,,,,
,Consumption,"ಬಳಕೆ, ಅನುಭೋಗ",,,,,,,,,
,Contagious,ಸಾಂಸರ್ಗಿಕ,,,,,,,,,
,Contagious abortion,ಸಾಂಸರ್ಗಿಕ ಗರ್ಭಪಾತ,,,,,,,,,
,Contagious diseases,ಸಾಂಕ್ರಾಮಿಕ / ಅಂಟು ರೋಗಗಳು,,,,,,,,,
,Contamination,"ಕಲುಷಿತಗೊಳಿಸು, ಮೈಲಿಗೆ ಮಾಡು",,,,,,,,,
,Contemporary herds,ಸಮಕಾಲಿಕ ಮಂದೆಗಳು,,,,,,,,,
,Contraceptive,ಗರ್ಭನಿರೋಧಕ,,,,,,,,,
,Controlled continuous grazing,ನಿಯಂತ್ರಿತ ಸತತ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Controlled grazing,ನಿಯಂತ್ರಿತ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Convalescent animals,ಚೇತರಿಸಿಕೊಳ್ಳುತ್ತಿರುವ ಪ್ರಾಣಿಗಳು,,,,,,,,,
,Conventional barns,ಸಾಂಪ್ರದಾಯಿಕ ಕೊಟ್ಟಿಗೆಗಳು,,,,,,,,,
