ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,adnation,ಅಂಟಿಕೊಂಡು ಬೆಳೆಯುವಿಕೆ; ಹೂವಿನ ಸುತ್ತುಗಳು ಒಂದಕ್ಕೊಂದು ಅಂಟಿಕೊಂಡು ಬೆಳೆಯುವಿಕೆ,,,,,,,,,
,adopted village,ದತ್ತುಗ್ರಾಮ,,,,,,,,,
,adoption,ಸ್ವೀಕಾರ,,,,,,,,,
,adulteration,ಕಲಬೆರಕೆ,,,,,,,,,
,adust,ಒಣಗಿಹೋದ; ತರಗಾದ,,,,,,,,,
,adventitious bud,ಆಗಂತುಕ ಮೊಗ್ಗು; ಅಸಹಜ ಮೊಗ್ಗು/ಕುಡಿ,,,,,,,,,
,adventitious root,1. ಬಿಳಿಲುಬೇರು 2. ತೊಡಕುಬೇರು,,,,,,,,,
,adze,ಬಾಜಿ,,,,,,,,,
,Aegiceras corniculatum (goat's horn mangrove),ಈಜಿಸಿರಾಸ್ ಕಾರ್ನಿಕ್ಯುಲೇಟಮ್‌; ಕಂಜಲಾ/ಸೂಲಿ ಗಿಡ,,,,,,,,,
,Aegle marmelos (bael fruit tree; Bengal quince),ಈಗ್ಲಿ ಮಾರ್ಮೆಲೋಸ್‌; ಬಿಲ್ವಪತ್ರೆ ಮರ,,,,,,,,,
,"Aegopodium podagraria, var. variegatum (Bishop's weed)","ಈಗಪೋಡಿಯಮ್‌ ಪಾಡಗ್ರೇರಿಯ, ವೆ. ವೇರಿಗೇಟಮ್; ‌ ಓಮ್‌ ಗಿಡ; ಅಂಚಿನಲ್ಲಿ ನೆಡುವ ಒಂದು ಅಲಂಕಾರ ಪೊದೆ ಸಸ್ಯ",,,,,,,,,
,aelophilous,ಗಾಳಿಯಿಂದ ಪರಾಗಸ್ಪರ್ಶವಾಗುವ,,,,,,,,,
,aeolian soil,ಗಾಳಿ ತಂದ ಮಣ್ಣು,,,,,,,,,
,aeration,ಗಾಳಿಗೊಡ್ಡುವುದು,,,,,,,,,
,aeration porosity,ವಾಯು ಸರಂಧ್ರತೆ,,,,,,,,,
,aerial dusting,"(ಕೀಟನಾಶಕ, ಕಳೆನಾಶಕ ಯಾ ಶೀಲಿಂಧ್ರನಾಶಕ) ವೈಮಾನಿಕ ಧೂಳೀಕರಣ",,,,,,,,,
,aerial irrigation,sprinkler irrigation,,,,,,,,,
,aerial root,1. ಬಿಳಿಲುಬೇರು 2. ತೊಡಕುಬೇರು,,,,,,,,,
,aerial spray,ವೈಮಾನಿಕ ಸಿಂಪಡಣೆ,,,,,,,,,
,aerial survey,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,,,,,,,,,
,Aerides affine,ಏರೈಡ್ಸ್ ಅಫೈನ್; ‌ ಒಂದು ಸೀತಾಳೆ ಹೂಸಸ್ಯ,,,,,,,,,
,aerobe,ವಾಯು ಅಣುಜೀವಿ,,,,,,,,,
,aerobic,ವಾಯುಜೀವಿ; ಮುಕ್ತ ಆಮ್ಲಜನಕದಲ್ಲಿ ಮಾತ್ರ ಬದುಕಬಲ್ಲ,,,,,,,,,
,aerobic composting,ವಾಯು ಅಣುಜೀವಿಯ ಕಂಪೋಸ್ಟ್ ತಯಾರಿಕೆ,,,,,,,,,
,aerobiosis,ಆಮ್ಲಜನಕದಲ್ಲಿ ಜೀವಿಸುವಿಕೆ,,,,,,,,,
,Aerva lanata,ಏರ್ವ ಲೆನೇಟ; ಬಿಳಿಹಿಂಡಿ ಸೊಪ್ಪು,,,,,,,,,
,Aerva monsonia,ಏರ್ವ ಮಾನ್ಸೋನಿಯ; ಮಜ್ಜಿಗೆ ಬೇರು (ಗಿಡ),,,,,,,,,
,Aerva tomentosa,ಏರ್ವ ಟೊಮಂಟೋಸ್‌; ದೊಡ್ಡಹಿಂಡಿ ಗಿಡ,,,,,,,,,
,Aeschynomene aspera,ಈಸ್ಕನಾಮನೀ ಅಸ್ಟರ; ತನಕಲಿ/ಕರೇಬೆಂಡು ಗಿಡ,,,,,,,,,
,Aeschynomene indica,ಈಸ್ಕನಾಮನೀ ಇಂಡಿಕ; ಬೆಂಡುಕಸ (ಗಿಡ),,,,,,,,,
,Aesculus indica (Indian horse chest-nut),ಎಸ್‌ಕ್ಯುಲಸ್‌ ಇಂಡಿಕ; ಎಲೆಯನ್ನು ಮೇವಿಗಾಗಿ ಮತ್ತು ಹಣ್ಣನ್ನು ತಿನ್ನುವುದಕ್ಕಾಗಿ ಬಳಸುವ ಒಂದು ಮರ,,,,,,,,,
,aesthetic sense,ಸೌಂದರ್ಯಪ್ರಜ್ಞೆ,,,,,,,,,
,aestivation,ಮುಕುಳದಳವಿನ್ಯಾಸ; ಮೊಗ್ಗು ಅರಳುವುದಕ್ಕೆ ಮುಂಚಿನ ಪುಷ್ಪದಳವಿನ್ಯಾಸ,,,,,,,,,
,affinity,1. ಸಂಬಂಧ 2. ರಚನಾಸಾದೃಶ್ಯ,,,,,,,,,
,afforestation,ವನ ನಿರ್ಮಾಣ; ಕಾಡು ಬೆಳೆಸುವಿಕೆ,,,,,,,,,
,aflower,1. ಹೂವು ಬಿಟ್ಟಿರುವ 2. ಹೂವು ಬಿಟ್ಟು,,,,,,,,,
,afoliate,ಪತ್ರರಹಿತ; ಎಲೆಯಿಲ್ಲದ,,,,,,,,,
,African box wood,Myrsine africana,,,,,,,,,
,African daisy,Dimorphotheca,,,,,,,,,
,African juniper,Juniperus procera,,,,,,,,,
,African marigold,Tagetes errecta,,,,,,,,,
,African oil palm,Elaeis guinensis (African oil palm; oil palm),,,,,,,,,
,African violet,Saintpaulia ionantha,,,,,,,,,
,after crop,ಮರುಬೆಳೆ; ಎರಡನೆಯ ಬೆಳೆ,,,,,,,,,
,agamic,ನಿರ್ಲಿಂಗ; ಲಿಂಗಕ್ರಿಯಾರಹಿತ,,,,,,,,,
,agamogenesis,ನಿರ್ಲಿಂಗ ಜನನ; ಗರ್ಭಧಾರಣರಹಿತ ಜನನ; ಪುಂಸ್ತ್ರೀಸಂಪರ್ಕರಹಿತ ಜನನ; ಎಲೆ ಯಾ ಎಲೆ ಮೊಗ್ಗಿನ ಮೂಲಕ ವೃದ್ಧಿ ಹೊಂದುವಿಕೆ,,,,,,,,,
,agamospermy,ಗರ್ಭಧಾರಣೆಯಿಲ್ಲದ ಬೀಜೋತ್ಪತ್ತಿ,,,,,,,,,
,agamous,ನಿರ್ಲಿಂಗ; ಲಿಂಗರಹಿತ,,,,,,,,,
,Aganosma cymosa,ಆಗನೋಸ್ಮ ಸೈಮೋಸ; ಚಿತ್ರಲೀನ ಬಳ್ಳಿ,,,,,,,,,
,Aganosma dichotoma,ಆಗನೋಸ್ಮ ಡೈಕಾಟಮ; ಮಾಲತಿ ಬಳ್ಳಿ,,,,,,,,,
,Agapanthus umbellatus (Lily of the Nile),ಆಗಪ್ಯಾಂತಸ್‌ ಅಂಬಲೇಟಸ್; ‌ ನೈಲ್‌ ನದಿಯ ಲಿಲಿ ಹೂಗಿಡ,,,,,,,,,
,agar-agar,ಅಗರ್- ಅಗರ್‌; (ಸೂಕ್ಷ್ಮಾಣು ಜೀವಿಗಳನ್ನು ಬೆಳೆಯಿಸಲು ಸಮುದ್ರದ ಕಳೆಯಿಂದ ತಯಾರಿಸಿದ) ಜೀವಾಣುವರ್ಧಕ ಮಾಧ್ಯಮ,,,,,,,,,
,agaric,1. ಅಣಬೆ 2. ಅಣಬೆಯಂಥ,,,,,,,,,
,Agaricus bisporus,ಅಗೆರಿಕಸ್‌ ಬೈಸ್ಪೋರಸ್; ‌ ಮೊಟ್ಟಣಬೆ,,,,,,,,,
,Agaricus campestris (Mushroom),ಅಗೆರಿಕಸ್‌ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್; ‌ ನಾಯಿಕೊಡೆ,,,,,,,,,
,Agaricus ostreatus (oyster mushroom),ಅಗೆರಿಕಸ್‌ ಆಸ್ಟ್ರಿಯೇಟಸ್; ‌ ಕಪ್ಪೆಚಿಪ್ಪಣಬೆ,,,,,,,,,
,Agati,Seabania grandiflora,,,,,,,,,
,Agave americana (American aloe; century plant),ಅಗೇವಿ ಅಮೇರಿಕಾನ; ಅಮೇರಿಕ ಕತ್ತಾಳೆ ಗಿಡ,,,,,,,,,
,Agave cantula (cantula magney fibre),ಅಗೇವಿ ಕ್ಯಾಂಟ್ಯುಲ; ಕಲ್ನಾರು ಗಿಡ,,,,,,,,,
,Agave sisalana (railway aloe; sisal hemp),ಅಗೇವಿ ಸಿಸಲಾನ; ಕತ್ತಾಳೆ/ಆನೆಕತ್ತಾಳೆ ಗಿಡ,,,,,,,,,
,agent,ಏಜೆಂಟ್‌ 1. ಮಧ್ಯವರ್ತಿ 2. ಕಾರಕ,,,,,,,,,
,Ageratum conyzoides,ಅಜರೇಟಮ್‌ ಕೋನಿಜಾಯ್ಡಿಸ್; ‌ ಉರಾಳ ಗಿಡ; ಒಂದು ಅಲಂಕಾರ ಸಸ್ಯ,,,,,,,,,
,agglomerate,1. ರಾಶಿಮಾಡು; ಒಟ್ಟುಗೂಡಿಸು 2. ರಾಶಿಯಾಗು; ಒಟ್ಟುಗೂಡು 3.ರಾಶಿಮಾಡಿದ; ಒಟ್ಟುಗೂಡಿಸಿದ 4. ರಾಶಿಯಾದ; ಒಟ್ಟುಗೂಡಿದ 5.ರಾಶಿ,,,,,,,,,
,agglomeration,1. ರಾಶಿಯಾಗುವಿಕೆ 2. ರಾಶಿ,,,,,,,,,
,aggregate fruit,ಸಂಯುಕ್ತಫಲ; ಒಂದೇ ಹೂವಿನ ಅನೇಕ ಬಿಡಿಬಿಡಿ ಅಂಡಕೋಶಗಳ ಸಂಯೋಜನೆಯಿಂದ ವೃದ್ಧಿಗೊಂಡ ಫಲ,,,,,,,,,
,agitator,ಕಲಕುಸಾಧನ,,,,,,,,,
,Aglaia roxburghiana,ಆಗ್ಲೇಯಿಯ ರಾಕ್ಸ್ ಬರ್ಗಿಯಾನ; ತೊಟ್ಟಿಲುಕಾಯಿ/ಕೆಂಪು ನೊಳ/ಪ್ರಿಯಾಂಗು ಮರ,,,,,,,,,
,Aglaonema,ಆಗ್ಲಿಯೋನಿಮ; ಒಂದು ಅಲಂಕಾರ ಸಸ್ಯಜಾತಿ,,,,,,,,,
,agrarian,ಕೃಷಿಗೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,
,agrestal,1. ಜಮೀನಿನಲ್ಲಿ ವಾಸಿಸುವ 2. ಜಮೀನಿನಲ್ಲಿ ಕಾಡಾಗಿ ಬೆಳೆಯುವ,,,,,,,,,
,agricultural chemistry,ಕೃಷಿ ರಸಾಯನ ವಿಜ್ಞಾನ,,,,,,,,,
,agricultural economics,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರ,,,,,,,,,
,agriclutural engineering,ಕೃಷಿ ಎಂಜಿನಿಯರಿಂಗ್‌/ತಾಂತ್ರಿಕತೆ,,,,,,,,,
,agricultural extension,ಕೃಷಿ ವಿಸ್ತರಣೆ,,,,,,,,,
,agricultural forecast,ಕೃಷಿ ಮುನ್ಸೂಚನೆ,,,,,,,,,
,agricultural geology,ಕೃಷಿ ಭೂವಿಜ್ಞಾನ,,,,,,,,,
,agricultural holdings,ಕೃಷಿ ಹಿಡುವಳಿ,,,,,,,,,
,agricultural implements,ಕೃಷಿ ಉಪಕರಣಗಳು,,,,,,,,,
,agricultural income,ಕೃಷಿ ವರಮಾನ,,,,,,,,,
,agricultural labour,1. ಕೃಷಿ ಕೆಲಸ 2. ಕೃಷಿ ಕಾರ್ಮಿಕವರ್ಗ,,,,,,,,,
,agricultural land,ಕೃಷಿಭೂಮಿ,,,,,,,,,
,agricultural machinery,1. ಕೃಷಿಯಂತ್ರಗಳು 2. ಕೃಷಿವ್ಯವಸ್ಥೆ,,,,,,,,,
,agricultural market,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,,,,,,,,,
,agriclutural meteorology,ಕೃಷಿ ವಾಯುವಿಜ್ಞಾನ,,,,,,,,,
,agriclutural policy,ಕೃಷಿನೀತಿ,,,,,,,,,
,agricultural produce,ಕೃಷಿಉತ್ಪನ್ನ; ವ್ಯವಸಾಯೋತ್ಪನ್ನ; ಒಕ್ಕಲುತನ ಹುಟ್ಟುವಳಿ,,,,,,,,,
,Agricultural Produce Marketing Committee,ಕೃಷಿ ಉತ್ಪನ್ನ ಮಾರಾಟಸಮಿತಿ; ಒಕ್ಕಲುತನ ಹುಟ್ಟುವಳಿ ಮಾರಾಟ ಸಮಿತಿ,,,,,,,,,
,Agricultural Refinance Corporation (ARC),ಕೃಷಿ ಮರುಹಣಕಾಸು ನಿಗಮ,,,,,,,,,
,agricultural rent,ಕೃಷಿ ಗೇಣಿ/ಗುತ್ತಿಗೆ,,,,,,,,,
,Agricultural Research Institute,ಕೃಷಿ ಸಂಶೋಧನ ಸಂಸ್ಥೆ,,,,,,,,,
,agricultural science,ಕೃಷಿ ವಿಜ್ಞಾನ,,,,,,,,,
,agricultural statistics,ಕೃಷಿ ಅಂಕಿಅಂಶಗಳು,,,,,,,,,
,Agricultural University,ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾನಿಲಯ,,,,,,,,,
,agricultural wages,ಕೃಷಿ ಮಜೂರಿ,,,,,,,,,
,agricultural warehouse,ಕೃಷಿ ಉಗ್ರಾಣ,,,,,,,,,
,agriculture,ಕೃಷಿ; ವ್ಯವಸಾಯ; ಒಕ್ಕಲುತನ,,,,,,,,,
,agriculturist,ಕೃಷಿಕ; ಬೇಸಾಯಗಾರ; ರೈತ; ಒಕ್ಕಲಿಗ,,,,,,,,,
,agrobiology,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,,,,,,,,,
,agroclimatic regions,ಕೃಷಿ ವಾಯುಗುಣ ಪ್ರದೇಶಗಳು,,,,,,,,,
,agroclimatology,ಕೃಷಿವಾಯುಗುಣವಿಜ್ಞಾನ,,,,,,,,,
,agroecology,ಕೃಷಿಜೀವಪರಿಸರವಿಜ್ಞಾನ,,,,,,,,,
,agroforestry,ಕೃಷಿವನವಿಜ್ಞಾನ,,,,,,,,,
,agroindustries,ಕೃಷಿಕೈಗಾರಿಕೆಗಳು,,,,,,,,,
,agrology,ಮಣ್ಣುವಿಜ್ಞಾನ,,,,,,,,,
,agronomist,ಕೃಷಿ ವಿಜ್ಞಾನಿ,,,,,,,,,
,agronomy,ಅಗ್ರಾನೊಮಿ; ಕೃಷಿವಿಜ್ಞಾನ,,,,,,,,,
,Agroseeds Corporation,ಕೃಷಿ ಬೀಜನಿಗಮ,,,,,,,,,
,agrostology,ಹುಲ್ಲುಸಸ್ಯವಿಜ್ಞಾನ,,,,,,,,,
,a-horizon,ಮಣ್ಣುಮೇಲ್ಪದರ,,,,,,,,,
,aigicolous,ಸಮುದ್ರತೀರದ ಮರಳಿನಲ್ಲಿ ಬೆಳೆಯುವ,,,,,,,,,
,Ailanthus excelsa (tree of heaven),ಏಲ್ಯಾಂತಸ್‌ ಎಕ್ಸೆಲ್ಸ; ಹೆಮ್ಮರ,,,,,,,,,
,Ailanthus malabarica/triphysa,ಏಲ್ಯಾಂತಸ್‌ ಮಲಬಾರಿಕ/ಟ್ರೈಫೈಸ್; ‌ ಗುಗ್ಗುಳಧೂಪ/ಮಂಡಧೂಪ/ಮಡ್ಡಿಧೂಪ ಮರ,,,,,,,,,
,air-blast sprayer;,ಗಾಳಿಯೊತ್ತಡಸಿಂಪಡಕ,,,,,,,,,
,airborne plant disease,ಗಾಳಿಯಿಂದ ಹಬ್ಬಿದ ಸಸ್ಯರೋಗ,,,,,,,,,
,air curing,ಗಾಳಿಯಿಂದ ಹದಮಾಡುವುದು,,,,,,,,,
,air-dry,ಗಾಳಿಯಿಂದ ಒಣಗಿದ,,,,,,,,,
,air-dry soil,ಗಾಳಿಯಿಂದ ಒಣಗಿದ ಮಣ್ಣು,,,,,,,,,
,air layering,"ಗೂಟಿ ಕಟ್ಟುವುದು; ಸಸ್ಯಾಭಿವೃದ್ಧಿಗಾಗಿ ಆಯ್ಕೆಮಾಡಿದ ರೆಂಬೆಯ ಸುತ್ತು ಪಟ್ಟಿಯನ್ನು ಕಣ್ಣುಗಳ ಕೆಳಭಾಗದಲ್ಲಿ ಒಂದು ಅಂಗುಲದಷ್ಟು ತೆಗೆದು, ತೇವಗೂಡಿದ ಮಣ್ಣು ಯಾ ಪಾಚಿಯನ್ನು ರೆಂಬೆಯ ಸುತ್ತಲೂ ಗಾಳಿಸೇರದಂತೆ ಪಾಲಿತೀನ್‌ ಸುರುಳಿಯಲ್ಲಿ ಹಾಕಿ ದಾರದಿಂದ ಕಟ್ಟಿ ಬೇರು ಬರುವಂತೆ ಮಾಡುವ ವಿಧಾನ.",,,,,,,,,
,air potato,Dioscorea bulbifera,,,,,,,,,
,air sac,ವಾಯುಕೋಶ; ಗಾಳಿಕುಳಿ,,,,,,,,,
,air-slaked lime,ಗಾಳಿಗೆ ಅರಳಿದ ಸುಣ್ಣ,,,,,,,,,
,ajamud,Carum roxburghianum,,,,,,,,,
,akene,achene,,,,,,,,,
,ala,1. ರೆಕ್ಕೆ 2. ರೆಕ್ಕೆಯಂಥ ಭಾಗ,,,,,,,,,
,Alangium lamarckii (sage-leaved alangium),ಆಲ್ಯಾಂಜಿಯಮ್‌ ಲಮಾರ್ಕಿಐ; ಅಂಕೋಲೆ ಮರ,,,,,,,,,
,Alangium salvifolium var. hexapetalum,"ಆಲ್ಯಾಂಜಿಯಮ್‌ ಸಾಲ್ವಿಫೋಲಿಯಮ್‌, ವೆ. ಹೆಕ್ಸ್ಯಾಪೆಟಲಮ್‌; ಕಲ್ಲು ಮಾವಿನ ಮರ",,,,,,,,,
,alar,alate,,,,,,,,,
,alate,ರೆಕ್ಕೆಯಂತಿರುವ,,,,,,,,,
,alabino,ಬಿಳಿಚಿಕೊಂಡ ಸಸ್ಯ,,,,,,,,,
,Albizzia amara (Boivin tree),ಅಲ್ಬೀಜಿಯ ಅಮರ; ಚುಜ್ಜಲು/ಬಿಲಕಂಜಿ ಮರ,,,,,,,,,
,Albizia julibrissin (pink siris),ಅಲ್ಬೀಜಿಯ ಜ್ಯೂಲಿಬ್ರಿಸಿನ್; ‌ ಎಲೆಚುಜ್ಜಲು ಮರ,,,,,,,,,
,Albizia lebbek (kokko/lebbeck/women's tongue tree),ಅಲ್ಬೀಜಿಯ ಲೆಬೆಕ್‌; ಬಾಗೆಮರ,,,,,,,,,
,Albizia lucida,ಅಲ್ಬೀಜಿಯ ಲ್ಯೂಸಿಡ; ಒಂದು ಬಗೆಯ ಭಾಗೆ ಮರ,,,,,,,,,
,Albizia odoratissima (black siris; fragrant albizzia),ಅಲ್ಬೀಜಿಯ ಓಡರ‍್ಯಾಟಿಸೀಮ; ಬಿಲ್ವಾರದ ಮರ,,,,,,,,,
,Albizia stipulata/chinensis,ಅಲ್ಬೀಜಿಯ ಸ್ಟಿಪ್ಯುಲೇಟ/ಜೈನ್ ನ್ಸಿಸ್; ‌ ಕಲ್ ಬಾಗೆ/ಹೊಟ್ಟೆಬಾಗೆ ಮರ,,,,,,,,,
,albumen,ಭ್ರೂಣಾಹಾರ; ಭ್ರೂಣಪೋಷಕ,,,,,,,,,
,alburnum,ಬಿಳಿಮರ; ಬೇಗು ಮತ್ತು ತೊಗಟೆಗಳ ಮಧ್ಯೆ ಬಿಳಿಯ ಮೃದುದಾರು ಭಾಗ,,,,,,,,,
,alcohol,ಆಲ್ಕೋಹಾಲ್; ‌ ಮದ್ಯಸಾರ,,,,,,,,,
,aldrin,ಆಲ್‌ಡ್ರಿನ್; ‌ ಒಂದು ಕೀಟನಾಶಕ,,,,,,,,,
,Aleurites fordii (tung-oil tree; China wood oil),ಆಲ್ಯರೈಟೀಜ್‌ ಫೋರ್ಡಿಐ; ಚೈನಾವಾರ್ನಿ ಮರ; ಬೀಜದಿಂದ ವಾರ್ನಿಶ್‌ ತೆಗೆಯುವ ಒಂದು ಮರ,,,,,,,,,
,Aleurites moluccana (candlenut; varnish tree),ಆಲ್ಯರೈಟೀಜ್‌ ಮಲಕಾಥ; ಆಕ್ರೋಟುಮರ; ಬೀಜದಿಂದ ವಾರ್ನಿಶ್‌ ಎಣ್ಣೆಯನ್ನು ತೆಗೆಯುವ ಮರ,,,,,,,,,
,Aleurites triloba,ಆಲ್ಯರೈಟೀಜ್‌ ಟ್ರೈಲೋಬ; ಬೆಟ್ಟದಗೋಣಿ ಮರ,,,,,,,,,
,aleurone,ಅಲ್ಯುಅರನ್; ‌ ಏಕದಳ ಸಸ್ಯದ ಬೀಜಗಳಲ್ಲಿ ದೊರೆಯುವ ಆಲ್ಬುಮಿನ್‌ ತರದ ಪ್ರೋಟಿನು (ಸಸಾರಜನಕ),,,,,,,,,
,alf-alfa,Medicago sativa,,,,,,,,,
,algae,ಪಾಚಿ; ಶೈವಲ,,,,,,,,,
,algalogy,phycology,,,,,,,,,
,algraroba bean,Prosopis juliflora,,,,,,,,,
,algicide,ಪಾಚಿನಾಶಕ,,,,,,,,,
,Alhagi maurorum/camelorum/pseudalhagi (camel's thorn),ಅಲ್ಹಗಿ ಮಾರೋರಮ್; ‌ ಕ್ಯಾಮೆಲೋರಮ್; ‌ ಸ್ಯೂಡ್ಹಲಗಿ; ಗಿರಿಕರ್ಣಕೆ; ದುರ್ಲಭ ಬಳ್ಳಿ,,,,,,,,,
,aliferous,ರೆಕ್ಕೆಯಿರುವ,,,,,,,,,
,aligator pear,Persea americana,,,,,,,,,
,alimentation,1. ಪೋಷಣೆ; ಪೋಷಿಸುವಿಕೆ 2. ಪೋಷಣೆಗೊಳ್ಳುವಿಕೆ,,,,,,,,,
,alkalescence,ಅಲ್ಪಕ್ಷಾರೀಯತೆ,,,,,,,,,
,alkalescent,ಅಲ್ಪಕ್ಷಾರೀಯ,,,,,,,,,
,alkali,"ಕ್ಷಾರ; ನೀರಿನಲ್ಲಿ ಕರಗಬಲ್ಲ, ಸುಡುವ ಗುಣವುಳ್ಳ ಪ್ರತ್ಯಾಮ್ಲೀಯ ಸಂಯುಕ್ತ",,,,,,,,,
,alkaliferous,ಕ್ಷಾರಯುತ,,,,,,,,,
,alkali forming fertilizer,ಕ್ಷಾರಕಾರಕ ರಾಸಾಯನಿಕ ಗೊಬ್ಬರ,,,,,,,,,
,alkaligenous,ಕ್ಷಾರಜನ್ಯ,,,,,,,,,
,alkalimeter,ಆಲ್ಕಲಿಮೀಟರ್; ‌ ಕ್ಷಾರಮಾಪಕ,,,,,,,,,
,alkalimetry,ಕ್ಷಾರಮಾಪನ,,,,,,,,,
,alkaline,ಕ್ಷಾರೀಯ; ಕ್ಷಾರಯುಕ್ತ,,,,,,,,,
,alkaline salt,ಕ್ಷಾರೀಯ ಲವಣ,,,,,,,,,
,alkaline soil,ಕ್ಷಾರ/ಚೌಳು ಮಣ್ಣು,,,,,,,,,
,alkalization,ಕ್ಷಾರಗೊಳ್ಳುವಿಕೆ,,,,,,,,,
,alkloid,ಸಸ್ಯಕ್ಷಾರ; ಸಸಾರಜನಕಕ್ಷಾರದ್ರವ್ಯ,,,,,,,,,
,allamanda cathartica (golden trumpet),ಅಲಮಾಂಡ ಕೆತಾರ್ಟಿಕ; ಹೊಂಬಣ್ಣದ ಹೂವಿನ ಒಂದು ಅಲಂಕಾರ ಹಬ್ಬುಪೊದೆ,,,,,,,,,
,allamanda neriifolia,ಅಲಮಾಂಡ ನೀರಿಫೋಲಿಯ; ಹಳದಿ ಹೂವಿನ ಒಂದು ಅಲಂಕಾರ ಹಬ್ಬುಪೊದೆ,,,,,,,,,
,allamanda violacea,ಅಲಮಾಂಡ ವಯೋಲೇಸಿಯ; ಗುಲಾಬಿಕಂದು ಬಣ್ಣದ ಹೂಬಿಡುವ ಒಂದು ಹಬ್ಬುಪೊದೆ,,,,,,,,,
,allele,ಅಲೀಲ್:‌ 1. ಪರ‍್ಯಾಯ ಗುಣ ವಂಶವಾಹಿ 2. ವರ್ಣತಂತು ಪರ‍್ಯಾಯ ವಂಶವಾಹಿ,,,,,,,,,
,allergy,ಅಲರ್ಜಿ; ಒಗ್ಗದಿರುವಿಕೆ,,,,,,,,,
,alliaceous,ಅಲಿಯೇಶಸ್; ‌ ಈರುಳ್ಳಿ ಜಾತಿಗೆ ಸೇರಿದ,,,,,,,,,
,Allium ampeloprasum/porrum (leek),ಅಲಿಯಂ ಆಂಪಲಾಪ್ರಾಸಮ್/‌ ಪೋರಮ್; ‌ ಲೀಕ್‌ಸೊಪ್ಪು; ಒಂದು ತರಕಾರಿ ಸೊಪ್ಪು,,,,,,,,,
,Allium cepa (Onion),ಅಲಿಯಂ ಸೀಪ; ಈರುಳ್ಳಿ,,,,,,,,,
,Allium sativum (garlic),ಅಲಿಯಂ ಸಟೈವಮ್; ‌ ಬೆಳ್ಳುಳ್ಳಿ,,,,,,,,,
,Allmania nodiflora,ಅಲ್ಮಾನಿಯ ನೋಡಿಫ್ಲೋರ; ಬುಡ್ಡೆಸೊಪ್ಪು,,,,,,,,,
,allocarpy,ಮಿಶ್ರಫಲನಫಲ; ಅನ್ಯಪರಾಗಸ್ಪರ್ಶ ಗರ್ಭದಾನದಿಂದ ಉತ್ಪತ್ತಿಯಾಗುವ ಫಲ/ಹಣ್ಣು,,,,,,,,,
,allogamy,ಮಿಶ್ರಫಲಿ; ಅನ್ಯಪರಾಗಸ್ಪರ್ಶ ಗರ್ಭಾಧಾನ; ಅನ್ಯಪುಷ್ಪಪರಾಗ ಸಂಪರ್ಕದಿಂದಾಗುವ ಗರ್ಭಧಾರಣೆ,,,,,,,,,
,Allophylus distachys,ಆಲಫಿಲಸ್‌ ಡೈಸ್ಟ್ಯೆಕಿಸ್; ‌ ತೊಗರತ್ತಿ/ಸಿಡಿಸಾಲೆ ಮರ,,,,,,,,,
,Allophylus serratus,ಆಲಫಿಲಸ್‌ ಸೆರೇಟಸ್; ‌ ಎಲ್ವಾಲಮರ,,,,,,,,,
,allosomes,ಆಲಸೋಮ್ಸ್; ‌ ಲಿಂಗವರ್ಣತಂತುಗಳು,,,,,,,,,
,Allotropsis cimicina,ಅಲಾಟೆರಾಪ್ಸಿಸ್‌ ಸಿಮಿಸಿನ; ನೀರುಸಜ್ಜೆಹುಲ್ಲು,,,,,,,,,
,allotropy,ಭಿನ್ನರೂಪತೆ; ಬಹುರೂಪತೆ,,,,,,,,,
,alloy,ಮಿಶ್ರಲೋಹ,,,,,,,,,
,allspice,Pimenta officinails; Pimenta dioica,,,,,,,,,
,alluvial,1. ಮೆಕ್ಕಲಿನ; ಮೆಕ್ಕಲುಮಣ್ಣಿನ 2. ಮೆಕ್ಕಲು (ಮಣ್ಣು),,,,,,,,,
,alluvial clay,ಮೆಕ್ಕಲು ಜೇಡಿ,,,,,,,,,
,alluvial deposit,ಮೆಕ್ಕಲು ಶೇಖರಣೆ,,,,,,,,,
,alluvial soil,ಮೆಕ್ಕಲು ಮಣ್ಣು,,,,,,,,,
,alluviation,ಮೆಕ್ಕಲಾಗುವಿಕೆ,,,,,,,,,
