ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Babool tree,"ಕರಿಬೇಲ, ಕರಿಗೊಬ್ಬಲಿ, ಕರಿಜಾಲಿ, ರಾಮಕಂಟೀ, ಶಮೀ",,,,,,,,,
,Baby bits,ಸಣ್ಣ ಚೂರುಗಳು (ಗೋಡಂಬಿ),,,,,,,,,
,Bachellors button,ರುದ್ರಾಕ್ಷಿ ಹೂವು,,,,,,,,,
,Back crossing,ಹಿಂಸಂಕರಣ (ಸಂಕರಣದಲ್ಲಿ ಪುನಃ ತಾಯಿಪೀಳಿಗೆಯೊಂದಿಗೆ ಪರಾಗಸ್ಪರ್ಶಗೊಳಿಸುವುದು),,,,,,,,,
,Back graft,ಹಿಂಕಸಿ (ಕಸಿಯಲ್ಲಿ ತಾಯಿಪೀಳಿಗೆಯೊಂದಿಗೆ ಪುನಃ ಕಸಿಮಾಡುವುದು),,,,,,,,,
,Back pruning,"ಹಿಮ್ಮುಖ ಸವರಿಕೆ, ಬೇಸಗೆ ಸವರಿಕೆ",,,,,,,,,
,Bacterial brown rot,"ಬೇರುಗಳ ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಂದು ಕೊಳೆರೋಗ,",,,,,,,,,
,Bacterial brown spot,"ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಂದುಕೊಳೆ, ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಂದು ಚುಕ್ಕೆರೋಗ, ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳಿಂದಾಗುವ ಎಲೆಚುಕ್ಕೆರೋಗ",,,,,,,,,
,Bacterial leaf spot,ಕಂದು ಎಲೆಚುಕ್ಕೆರೋಗ,,,,,,,,,
,"Bacterial scab, blight & spots (also known as neck rot)","ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಜ್ಜಿ, ಅಂಗ ಮಾರಿ ಮತ್ತು ಮಚ್ಚೆ ರೋಗ, (ಕುತ್ತಿಗೆ ಕೊಳೆ)",,,,,,,,,
,Bacterial soft rot,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಮೆತುಕೊಳಿ,,,,,,,,,
,Bacterial wilt,"ಮೋಕೋರೋಗ (ಬಾಳೆ), ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬಾಡುರೋಗ",,,,,,,,,
,Bactericide,ಬ್ಯಾಕ್ಟೀರಿಯಾನಾಶಕ,,,,,,,,,
,Badam,"ಸಪೋಟಹಣ್ಣಿನ ಬಾದಾಮ್ ತಳಿ, ಬಾದಾಮ್ ಸಪೋಟ, ಬಾದಾಮ್ (ಸಪೋಟ ತಳಿ)",,,,,,,,,
,Bael,"ಬಿಲ್ವಪತ್ರೆ ಮರ, ಬಿಲ್ವ",,,,,,,,,
,Bagasse,ಸಿಪ್ಪೆ,,,,,,,,,
,Bagworm,"ಚೀಲಕೋಶ / ಸಂಚಿ ಹುಳು, ಚೀಲದಹುಳು",,,,,,,,,
,Bahar treatment,ಋತೋಪಚಾರ,,,,,,,,,
,Ball copra,"ಉಂಡೆ ಕೊಬ್ಬರಿ, ಕೊಬ್ಬರಿ ಗಿಟುಕು",,,,,,,,,
,Ball dahlia,"ಚೆಂಡುಡೇರ, ದ್ವಿಸುತ್ತಿನ ಡೇಲಿಯ, ಚೆಂಡು ಆಕಾರದ ಡೇಲಿಯ",,,,,,,,,
,Ball of earth,"ಮಣ್ಣಿನ ಹೆಪ್ಪು, ಹೆಪ್ಪು ಸಹಿತ ಮಣ್ಣು",,,,,,,,,
,Balloon vine,"ಜೋತಿಷ್ಮತಿ, ಮಿಂಚುಳ್ಳಿ, ಎರಂಬಳ್ಳಿ, ಬೆಕ್ಕಿನ ಬುಡ್ಡೆಗಿಡ",,,,,,,,,
,Balsam pear (bitter gourd),ಹಾಗಲಕಾಯಿ,,,,,,,,,
,Bamboo shoot,ಬಿದಿರು ಮೋಸು,,,,,,,,,
,Banana,ಬಾಳೆ,,,,,,,,,
,Banana corm,ಬಾಳೆಗೆಡ್ಡೆ,,,,,,,,,
,Banana fibre,ಬಾಳೆನಾರು,,,,,,,,,
,Banana fig,"ಒಣಗಿಸಿದ ಬಾಳೆಹಣ್ಣಿನ ತಿರುಳು, ಬಾಳೆಯ ತಿನಿಸು",,,,,,,,,
,Banana flour,ಬಾಳೆಹಿಟ್ಟು,,,,,,,,,
,Banana mosaic,"ಬಾಳೆಯ ವರ್ಣ ವಿನ್ಯಾಸ, ನಂಜು",,,,,,,,,
,Band (Hidimundige),"ಬಾಂದ್ ರೋಗ, ಅಡಿಕೆಯ ಹಿಡಿಮುಂಡಿಗೆರೋಗ",,,,,,,,,
,Bandumi,ಬಂಡುಮಿ ತಳಿ,,,,,,,,,
,Bangalora,"ಬೆಂಗಳೂರ ಮಾವಿನ ತಳಿ, ಸಪೋಟ ತಳಿ",,,,,,,,,
,Bangalore blue,ಬೆಂಗಳೂರು ನೀಲಿ ದ್ರಾಕ್ಷಿ,,,,,,,,,
,Bangalore purple grapes,ಬೆಂಗಳೂರು ಕಪ್ಪುದ್ರಾಕ್ಷಿ,,,,,,,,,
,Banyan tree,"ಆಲ / ವಟ ವೃಕ್ಷ, ಗಿಲಿಕೆ ಮರ",,,,,,,,,
,Baobab,"ಬ್ರಹ್ಮಾಮ್ಲಿಕ, ಆನೆಹುಣೆಸೆ, ಮಗಿಮಾವು",,,,,,,,,
,Barbados cherry,"ಸೀಮೆ ಕೆಂಪು ಅರನೆಲ್ಲಿ, ಬಾರ್ಬಡಾಸ್ ಚೆರ್ರಿ",,,,,,,,,
,Barbados pride,ರತ್ನಗಂಧಿ,,,,,,,,,
,Bark,ತೊಗಟೆ,,,,,,,,,
,Bark borer,"ತೊಗಟೆ ಕೊರಕ, ತೊಗಟೆ ಕೊರೆಯುವ ಹುಳು",,,,,,,,,
,Bark eating catterpillar,ತೊಗಟೆ ಭಕ್ಷಕ / ತಿನ್ನುವ ಕಂಬಳಿಹುಳು,,,,,,,,,
,Bark graft,ತೊಗಟೆ ಕಸಿ,,,,,,,,,
,Bark oil,ತೊಗಟೆ / ಚಕ್ಕೆ ತೈಲ,,,,,,,,,
,Bark slipping,ತೊಗಟೆ ಜಾರಿಬರುವುದು / ಬಿರಿಯುವುದು /,,,,,,,,,
,Barleria,"ಸೀಳುವುದು, ಸಡಿಲ ತೊಗಟೆ ಸ್ಫಟಿಕದ ಹೂವು, ಗೊರಟೆ ಹೂವು",,,,,,,,,
,Baron solemacker,ಬರೊನ್ ಸೋಲ್ ಮೆಕ್ಕರ್ ತಳಿ,,,,,,,,,
,Barren nut,ಬರಡು / ಗೊಡ್ಡು ಕಾಯಿ,,,,,,,,,
,Basal bud,"ಆಧಾರ / ಬುಡದ ಮೊಗ್ಗು, ಬುಡ ಭಾಗದ ಮೊಗ್ಗು",,,,,,,,,
,Basal cut,"ಬುಡಕತ್ತರಿಕೆ, ಬುಡಸಮೀಪದ ಕಚ್ಚು",,,,,,,,,
,Basal plate,"ತಳಭಾಗದ / ಬುಡದ ಪೀಠ, ಆಸರೆಬುಡ (ಈರುಳ್ಳಿ), ಆಧಾರತಳ",,,,,,,,,
,Basal rot,"ಬುಡಭಾಗದಲ್ಲಿ ಕೊಳೆಯುವುದು, ಬುಡಕೊಳೆರೋಗ",,,,,,,,,
,Base box,ಮೂಲ ಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Base rot,ಬುಡ ಕೊಳೆಯುವ ರೋಗ,,,,,,,,,
,Basella,ಬಳ್ಳಿ ಬಸಳೆ,,,,,,,,,
,Basic slanting style (in Moribana or Nagare),ಪ್ರಾಥಮಿಕ ಓರೆ ವಿನ್ಯಾಸನ (ಹೂದಾನಿಗಳಲ್ಲಿ ಪುಷ್ಪ ಜೋಡಣೆ),,,,,,,,,
,Basic upright style (in Moribana or Nagare),ಪ್ರಾಥಮಿಕ ಲಂಬ ವಿನ್ಯಾಸನ (ಹೂದಾನಿಗಳಲ್ಲಿ ಪುಷ್ಪ ಜೋಡಣೆ),,,,,,,,,
,Basidiocarp,ಬೆಸಿಡಿಯೊಕಾರ್ಪ್,,,,,,,,,
,Basified,ಅಧಃ ಬದ್ಧ,,,,,,,,,
,Basil,ತುಳಸಿ,,,,,,,,,
,Basin,"ಮಡಿ, ಪಾತಿ",,,,,,,,,
,Bast,ಒಳ ತೊಗಟೆ,,,,,,,,,
,Bastard cedar,"ಭದ್ರಾಕ್ಷಿ ಮರ, ಜೈನ್ ಮರ",,,,,,,,,
,Bastard pepper,"ಕಾಡು ಅಮಟೆಕಾಯಿ, ಹುಚ್ಚು ಮೆಣಸು",,,,,,,,,
,Bastard saffron,"ಕಾಡುಕೇಸರಿ, ಕುಸುಬಿ ಗಿಡ, ಕುಸುಬೆ, ಕುಸುವೇಕಾಳು",,,,,,,,,
,Bastard sandal (Red cedar),"ದೇವದಾರಿ, ಗಂಧಗಿರಿ, ಜೀವದಾಳಿ, ಕುರುವಾರು ಮರ, ಕುಂಬಳಾ, ಕುಂಬಳಾರ್ಕೆ, ಗ್ಯಾದಾರಿ ಚುಂಬುಳು",,,,,,,,,
,Bastard sarasparilla,"ಕನ್ಯಾಬೇರು, ಕೆಂಪುಗಂಧ, ನನ್ನಾರಿಬೇರು, ನಾಮದಬೇರು, ಸುಗಂಧಿಬೇರು, ಹಾಲುಬೇರು",,,,,,,,,
,Batheesa,ಬತೀಸ ತಳಿ,,,,,,,,,
,Bathua,"ಬತುವ ಸೊಪ್ಪು ತರಕಾರಿ, ಚಕ್ರವರ್ತಿಸೊಪ್ಪು",,,,,,,,,
,Batlu,ಬಟ್ಲಡಿಕೆ,,,,,,,,,
,Bauhinia,ಒಂಟೆಪಾದದ ಹೂವು,,,,,,,,,
,Bead tree,"ಅರೆಬೇವು, ರಕ್ತಚಂದನ ವೃಕ್ಷ, ಮಂಜುಟ್ಟಿವಾರ (ನೆರಳು ಕೊಡುವ ಅಲಂಕಾರಿಕ ವೃಕ್ಷ)",,,,,,,,,
,Beadnut,ತಾರೆ ಮರ,,,,,,,,,
,Bean,"ಅವರೆ, ಹುರುಳಿ ಬೀಜ",,,,,,,,,
,Beans,"ಚಪ್ಪರದವರೆ, ಹುರುಳಿಬೀಜ",,,,,,,,,
,Beans (lima),ಲೈಮಾಹುರುಳಿ,,,,,,,,,
,Beans (string),ತಿಂಗಳ ಹುರುಳಿಕಾಯಿ,,,,,,,,,
,Bedana,ಬೇಡಾನ ತಳಿಯ ದ್ರಾಕ್ಷಿ,,,,,,,,,
,Bee wax,ಜೇನು ಮೇಣ,,,,,,,,,
,Beef wood (she-oak),"ಆಸ್ಟ್ರೇಲಿಯದ ಒಂದು ಕ್ಯಾಸರೀನ ಮರ (ಕೆಂಪು ಮರ), ಸರ್ವೇಮರ",,,,,,,,,
,"Beet leaf (palak, Indian spinach)",ಪಾಲಕ್ ಸೊಪ್ಪು,,,,,,,,,
,Beet root,ಬೀಟ್ ರೋಟ್,,,,,,,,,
,Beet web worms,ಬೀಟ್ ಗೆಡ್ಡೆಗೆ ಬೀಳುವ ಜಾಲ ಹುಳುಗಳು,,,,,,,,,
,Beetle,ದುಂಬಿ,,,,,,,,,
,Begonia,ಬಿಗೋನಿಯ ಗಿಡ,,,,,,,,,
,Bell (sweet) pepper,"ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ, ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ",,,,,,,,,
,Belleria myrobalan,"ತಾರೆಮರ, ತಾರೆವೃಕ್ಷ, ಶಾಂತಿಮರ",,,,,,,,,
,Bench grafting,ಬೆಂಚು ಕಸಿ,,,,,,,,,
,Bench terrace,"ಜಗತಿಕಟ್ಟೆ, ಜಗಲಿಕಟ್ಟೆ",,,,,,,,,
,Bending (pruning),"ಬಗ್ಗಿಸು, ಬಾಗುವಂತೆ ಮಾಡು",,,,,,,,,
,Ber (zizipus),"ಜುಜುಬೆ, ಬೋರೆ, ಎಲಚಿ",,,,,,,,,
,Ber beetle,ಬೋರೆಯ ದುಂಬಿ,,,,,,,,,
,Bergamotte orange,ಬೆರ್ಗಮಾಟ್ ನಿಂಬೆ / ಲಿಂಬೆ,,,,,,,,,
,Bermuda grass,ಗರಿಕೆ ಹುಲ್ಲು,,,,,,,,,
,Berry,ಒಟೆರಹಿತ ಸಣ್ಣ ಹಣ್ಣು (ಕಾಫಿಕಾಯಿ ಹಣ್ಣು),,,,,,,,,
,Betel leaf,"ವೀಳೆಯದೆಲೆ, ವೀಳೆದೆಲೆ",,,,,,,,,
,Betel nut,ಅಡಿಕೆ,,,,,,,,,
,Betel vine,"ವೀಳೆಯದೆಲೆಯ ಬಳ್ಳಿ, ಎಲೆಬಳ್ಳಿ",,,,,,,,,
,Bettada kanagalu,ಬೆಟ್ಟದ ಕಣಗಲುಮರ (ನೆರಳಿನ ಉದ್ಯಾನವೃಕ್ಷ),,,,,,,,,
,Beurre hardy,ಬ್ಯೂರ್ರೆಹಾರ್ಡಿ ತಳಿ,,,,,,,,,
,Beverage,ಪಾನೀಯ,,,,,,,,,
,Bhasinda,ಕಮಲದ ಗೆಡ್ಡೆ ತರಕಾರಿ,,,,,,,,,
,Bhendi,ಬೆಂಡೆ,,,,,,,,,
,Bhokri,"ಪಚ್ಚದ್ರಾಕ್ಷಿ, ನಾಸಿಕ್ ಗ್ರೀನ್ ದ್ರಾಕ್ಷಿ, ಭೋಕರಿ ತಳಿಯ ದ್ರಾಕ್ಷಿ",,,,,,,,,
,Bicompound leaf,ದ್ವಿಭಿನ್ನ ಪತ್ರ,,,,,,,,,
,Biennial bearing,"ಎರಡು ವರ್ಷಕ್ಕೊಮ್ಮೆ ಫಲ ಕಚ್ಚುವುದು, ಪರ್ಯಾಯ ವರ್ಷಗಳಲ್ಲಿ / ದ್ವೈವಾರ್ಷಿಕ ಫಲ ಬಿಡುವಿಕೆ",,,,,,,,,
,Bifid,"ತುದಿ ಸೀಳಿದ, ಎರಡಾಗಿ ಕವಲೊಡೆದ",,,,,,,,,
,Big eye,"ಅಗಲಗಣ್ಣು, ಕಯನ್ನೆ ತಳಿಯ ಉತ್ಪರಿವರ್ತಕಗಳಲ್ಲಿ ಒಂದು (ಅನಾನಸು)",,,,,,,,,
,Bile tree,ಅಮ್ಟೆಕಾಯಿಮರ,,,,,,,,,
,Bilimbi,ಬಿಲಿಂಬಿಹಣ್ಣು,,,,,,,,,
,Bill hook or sickle,"ಕುಡುಗೋಲು, ಮಚ್ಚು",,,,,,,,,
,Bilva fruit,ಬಿಲ್ವ ಹಣ್ಣು,,,,,,,,,
,Bio-aesthetic planning,"ಜೈವಿಕ ಸೌಂದರ್ಯ ಯೋಜನೆ, ಜೈವಿಕ ಅಲಂಕಾರಿಕ ಯೋಜನೆ",,,,,,,,,
,Bio-fertilizer,ಜೈವಿಕ ಗೊಬ್ಬರ,,,,,,,,,
,Biological control,ಜೈವಿಕ ಹತೋಟಿ,,,,,,,,,
,Biometrical technique,ಜೀವಿಮಾಪನ ತಂತ್ರ,,,,,,,,,
,Bird bath,ಹಕ್ಕಿಗಳಿಗಾಗಿ ನಿರ್ಮಿಸಿದ ನೀರು ಪಾತ್ರೆ,,,,,,,,,
,Bird of paradise,ಒಂದು ಹೆಸರಾಂತ ಹೂವು,,,,,,,,,
,Bird path,"ಹಕ್ಕಿ ಹಾದಿ, ಹಕ್ಕಿಜಾಡು",,,,,,,,,
,Bird pepper,ಕರಿಮೆಣಸು,,,,,,,,,
,Biseriate,"ದ್ವಿಪಂಕ್ತಿಕ, ಎರಡು ಸಾಲುಳ್ಳ",,,,,,,,,
,Bisexual,"ಉಭಯಲಿಂಗಿ, ದ್ವಿಲಿಂಗಿ",,,,,,,,,
,Bishop bug,ಬಿಷಪ್ ತಗಣೆ,,,,,,,,,
,Bishops weed,ಓಮ,,,,,,,,,
,Biti,ಬೀಟೆಮರ (ಸಾಲುಮರ),,,,,,,,,
,Bittenoff disease,ಕಸಿಸಸ್ಯಗಳಲ್ಲಿ ಕಂಡುಬರುವ ಒಂದು ರೋಗಸ್ಥಿತಿ,,,,,,,,,
,Bitter gourd,"ಹಾಗಲಕಾಯಿ, ಹಾಗಲ",,,,,,,,,
,Bitter orange,ಹೇರಳೆ,,,,,,,,,
,Bivalent,ದ್ವಿಸಂಯೋಗಶಕ್ತ,,,,,,,,,
,Bizarre plant,ವಿಲಕ್ಷಣ / ವಿಜಾತೀಯ ಸಸ್ಯ,,,,,,,,,
,Black bean aphid,ಹುರುಳೀಕಾಯಿ ಬೆಳೆಗೆ ಬೀಳುವ ಕಪ್ಪು ಹೇನು,,,,,,,,,
,Black blister beetle,ಕಪ್ಪು ಬಣ್ಣದ ಬೊಬ್ಬೆ ದುಂಬಿ,,,,,,,,,
,Black ginger,"ಬೇಯಿಸಿ, ಸಿಪ್ಪೆ ತೆಗೆದು ಒಣಗಿಸಿದ ಶುಂಠಿ",,,,,,,,,
,Black gram,ಉದ್ದು,,,,,,,,,
,Black heart,1. ಕಪ್ಪು ಚೇಗು 2. ಆಲೂಗೆಡ್ಡೆಯ ಕಪ್ಪು ದಿಂಡಿನ ರೋಗ,,,,,,,,,
,Black leg and ringrot,"ಕಪ್ಪು ಬೇರಿನ ರೋಗ, ಉಂಗುರು ಕೊಳೆರೋಗ",,,,,,,,,
,Black mould,ಕಪ್ಪು ಬೂಷ್ಟುರೋಗ,,,,,,,,,
,Black mulberry,ಕಪ್ಪು ಹಿಪ್ಪು ನೇರಳೆ,,,,,,,,,
,Black mustard,"ಕರಿಸಾಸುವೆ, ವಗ್ಗರಣೆ ಸಾಸುವೆ",,,,,,,,,
,Black myrobalan,"ಅರಳೆ, ಹರೀತಕಿ, ಅಳಲೆಕಾಯಿ",,,,,,,,,
,Black or purple plum,ಕಪ್ಪು ಅಥವಾ ಊದಾಪ್ಲಮ್ ಹಣ್ಣು,,,,,,,,,
,Black pepper,"ಕರಿಮೆಣಸು, ಕಾಳುಮೆಣಸು",,,,,,,,,
,Black plum,ಜಂಬುನೇರಳೆ,,,,,,,,,
,Black pod disease,ಕಾಯಿಗಳ ಕಪ್ಪುರೋಗ,,,,,,,,,
,Black prince,"ಗುಲಾಬಿದ್ರಾಕ್ಷಿ, ಪನ್ನೀರುದ್ರಾಕ್ಷಿ, ಮಸ್ಕಟ್ ದ್ರಾಕ್ಷಿ, ಕರಾಚಿದ್ರಾಕ್ಷಿ",,,,,,,,,
,Black raspberry,"ರಾಸ್ಟ್ ಬೆರ್ರಿ ತಳಿ, ಕಪ್ಪು ರಾಸ್ಬೆರ್ರಿ",,,,,,,,,
,Black rot,ಕಪ್ಪು ಕೊಳೆರೋಗ,,,,,,,,,
,Black satin wood,"ಎಬೊನಿಮರ, ಕರಿಮರ, ಭಾಲೆಮರ",,,,,,,,,
,Black siris,ಬಿಲ್ವಾರ,,,,,,,,,
,Black spot,ಕಪ್ಪು ಚುಕ್ಕೆರೋಗ,,,,,,,,,
,Black stem,ಕಪ್ಪು ಕಾಂಡ,,,,,,,,,
,Blackdammar,"ಜಾಲಿಧೂಪ, ಜಾಲಿಬಂಕೆ, ಪಾಲಡು, ಹಾಲುಮಡ್ಡಿ, ಹರಳು ಮಡ್ಡಿ",,,,,,,,,
,Bladder dock,ಚುಕ್ಕೆ ಸೊಪ್ಪು,,,,,,,,,
,Blade,ಎಲೆಯ ಅಲಗು,,,,,,,,,
,Blanching,"ಚಲುವುಗೊಳಿಸುವುದು, ಬಿಳಿಚಿಸುವಿಕೆ, ಸುಡುನೀರಿನಲ್ಲಿ ಅದ್ದುವುದು",,,,,,,,,
,Blastophaga,"ಬಾಸ್ಟೊಫೇಗ, ಕಡಜಿಗ",,,,,,,,,
,Bleached or limed ginger,"ಚಲುವೆಮಾಡಿದ ಶುಂಠಿ, ಸುಣ್ಣದಲ್ಲಿ ಅದ್ದಿ ಸಂಸ್ಕರಿಸಿದ ಬಿಳಿಶುಂಠಿ",,,,,,,,,
,Bleaching chamber,ಚಲುವೆ / ಬಿಳಿಚಿಕೆ ಕೋಣೆ,,,,,,,,,
,Bleeding at union,"ಕಸಿ ಕೂಡಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ರಸವೊಸರಿಕೆ, ಕಸಿ ಗಂಟಿನ ಸುತ್ತ ರಸ ಸೋರುವುದು",,,,,,,,,
,Blemish,"ಕರೆ, ಕಲೆ",,,,,,,,,
,Blight,ಅಂಗಮಾರಿ ರೋಗ,,,,,,,,,
,Blind cauliflower,"ತುದಿಮೊಗ್ಗಿಲ್ಲದ ಹೂಕೋಸು, ಸುಳಿ ಇಲ್ಲದ ಹೂಕೋಸು",,,,,,,,,
,Blister,ಬೊಬ್ಬೆ,,,,,,,,,
,Blistering ammania,"ಕಲ್ಲುರಿವೆ, ಕರಿಸನ್ನಿಗಿಡ, ಅಗ್ನಿದತಿ",,,,,,,,,
,Bloom,"ಅರಳು, ವಿಕಸಿಸು, ಹೂಬಿಡುವ",,,,,,,,,
,Bloom stock,"ಪುಷ್ಪ ಮಂಜರಿ, ಹೂತೆನೆ",,,,,,,,,
,Blossom,ಹೂವು,,,,,,,,,
,Blossom drop,ಹೂವುದುರುವಿಕೆ,,,,,,,,,
,Blossom end rot,ಟೊಮ್ಯಾಟೊಹಣ್ಣಿನ ತುದಿ ಕೊಳೆಯುವ ರೋಗ,,,,,,,,,
,Blotch,ಕರೆ,,,,,,,,,
,Blue grape,ನೀಲಿದ್ರಾಕ್ಷಿ,,,,,,,,,
,Blue mould,ನೀಲಿ ಬೂಷ್ಟು,,,,,,,,,
,Bog,"ಚೌಗು, ಕೆಸರು, ಹೂಳುಮಣ್ಣು",,,,,,,,,
,Bole,1. ಹತ್ತಿಕಾಯಿ 2. ಕಾಂಡ ಬುಡಿಕೆ / ಬುಡ್ಡೆ / ಬುಡ,,,,,,,,,
,Boll worm,ಕಾಯಿಕೊರಕ,,,,,,,,,
,Bolting (seedstalk),"ನಿರೀಕ್ಷಿತ ಅವಧಿಗೆ ಮುಂಚೆ ಹೂವು ಕಾಣಿಸಿ ಕೊಳ್ಳುವುದು, ಅರೆಬಲಿತಾಗ ಹೂವು ಬಿಡುವುದು",,,,,,,,,
,Bombax,ಬೂರುಗ,,,,,,,,,
,Bombay green (Harichhal),"ಹಸುರುಬಾಳೆ, ಬಾಳೆಯ ತಳಿ",,,,,,,,,
,Bombay hemp,ಪುಂಡಿ,,,,,,,,,
,Bonduenut (Fevernut),"ಕರುಜ, ಕಿರಿಗಜ್ಜುಗ, ಗಜ್ಜಿಗೆ ಕಾಯಿ, ಗಜ್ಜಿಗೆ ಮುಳ್ಳು, ಸಣ್ಣ ಗಜ್ಜುಗೆ",,,,,,,,,
,Bone blade,ಮೂಳೆ ಅಲಗು,,,,,,,,,
,Bone meal,ಮೂಳೆ / ಎಲಬು ಗೊಬ್ಬರ,,,,,,,,,
,Bonsai,"ಕುಬ್ಜ ವೃಕ್ಷ ಕೃಷಿ, ಗುಜ್ಜು ಗಿಡಗಳ ಕೃಷಿ",,,,,,,,,
,Bonsai (Tray planting),ಬೋಗುಣಿ / ತಟ್ಟೆ ಕೃಷಿ,,,,,,,,,
,Booster (Starter solution),ಬೂಸ್ಟರ್ / ಉತ್ತೇಜಕ ದ್ರಾವಣ,,,,,,,,,
,Bordeaux mixture,"ಬೋರ್ಡೊ ಮಿಶ್ರಣ, ಬೋರ್ಡೊ ದ್ರಾವಣ",,,,,,,,,
,Border,1. ಅಂಚು 2. ಭಿನ್ನಜಾತಿ ಸಸ್ಯಗಳ ಆಯಾಕಾರದ ಮಡಿ,,,,,,,,,
,Borer,ಕೊರಕ / ಕೊರೆಯುವ ಹುಳು,,,,,,,,,
,Botanical garden,ಸಸ್ಯೋದ್ಯಾನ,,,,,,,,,
,Botanical name,ಸಸ್ಯನಾಮ,,,,,,,,,
,Botrytis blight,"ಬಾಟ್ರೈಟಿಸ್ ಅಂಗಮಾರಿ, ಮೆತು ಕೊಳೆರೋಗ",,,,,,,,,
,Botrytis spots,ಬಾಟ್ರೈಟಿಸ್ ಎಲೆಚುಕ್ಕೆರೋಗ (ಶಿಲೀಂಧ್ರ ರೋಗ),,,,,,,,,
,Bottle brush,"ಉದ್ಯಾನ ಪುಷ್ಪವೃಕ್ಷ, ಬಾಟಲ್ ಬ್ರಶ್ ಗಿಡ",,,,,,,,,
,Bottle brush oak,ಒಂದು ಮಾರ್ಗಬದಿಯ ಹೂವಿನ ಸಾಲುಮರ,,,,,,,,,
,Bottle gourd,ಸೋರೆ,,,,,,,,,
,Bottling,ಗಾಜಿನ ಬಾಟಲಿಗಳಲ್ಲಿ / ಸೀಸೆಗಳಲ್ಲಿ ತುಂಬಿಡುವಿಕೆ,,,,,,,,,
,Bottom heat,"ಕಸಿ ತುಂಡುಗಳ ತಳಭಾಗದ ಮಣ್ಣಿನ ಉಷ್ಣತೆಯನ್ನು ಸುಧಾರಿಸುವುದು, ತಳಭಾಗದಲ್ಲಿ ಬಿಸಿ ಒದಗಿಸುವುದು",,,,,,,,,
,Bottom streak (Structural shoot),ಬುಡ / ತಳ ಭಾಗದ ಮೋಸು,,,,,,,,,
,Bougain villea,"ಬೋಗನ್ ವಿಲ್ಲಿಯ ಗಿಡ, ಬೊಗನ್ ವಿಲ್ಲಿ ಹೂವಿನ ಪೊದರು / ಬಳ್ಳಿ",,,,,,,,,
,Boulder,ಗುಂಡುಕಲ್ಲು,,,,,,,,,
,Bound water,ಬಂಧಿತ ಜಲ,,,,,,,,,
,Bouquet,ಪುಷ್ಪಗುಚ್ಛ,,,,,,,,,
,Bower,"ಚಪ್ಪರ, ಲತಾಗೃಹ, ಬಳ್ಳಿಮಾಡ, ಲತಾಕುಂಜ, ವಸಂತ ಮಂದಿರ",,,,,,,,,
,Brace root,ಅಪ್ಪುವ / ಆತುಕೊಳ್ಳುವ ಬೇರು,,,,,,,,,
,Bracing,"ಎಳೆದು ಕಟ್ಟುವಿಕೆ, ಬಿಗುಪಟ್ಟಿ ಬಂಧಿಸಿ ಕಟ್ಟುವಿಕೆ",,,,,,,,,
,Bracing by grafting,"ಕಸಿಮಾಡಿ ಅಪ್ಪಿಕೊಳ್ಳುವಂತೆ ಮಾಡುವುದು, ಕಸಿಪಟ್ಟಿ ಹಾಕುವಿಕೆ",,,,,,,,,
,Bracket fungi,ಬ್ರಾಕೆಟ್ ಶಿಲೀಂಧ್ರ,,,,,,,,,
,Bract,"ಪುಷ್ಪಪತ್ರ, ರಕ್ಷಾಪತ್ರ",,,,,,,,,
,Bracteole,"ಉಪಪತ್ರ, ಉಪಪುಷ್ಪಪತ್ರ",,,,,,,,,
,Bramble,"ಮುಳ್ಳುಪೊದೆ, ಮುಳ್ಳುಕಂಟೆ",,,,,,,,,
,Bramble fruits,ಮುಳ್ಳುಕಂಟಿ / ಕಂಟಿ ಫಲಗಳು,,,,,,,,,
,Branch,"ರೆಂಬೆ, ಕೊಂಬೆ, ಟೊಂಗೆ, ಶಾಖೆ",,,,,,,,,
