ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Positive balance,,ವಾಸ್ತವಿಕ ಶಿಲ್ಕು,,,,,,,
,,Postage charges claimed by the banks,,ಬ್ಯಾಂಕುಗಳು ಕ್ಲೇಮ್‌ ಮಾಡಿರುವ ಅಂಚೆ ವೆಚ್ಚಗಳು,,,,,,,
,,Postal authorities,,ಅಂಚೆ ಅಧಿಕಾರಿಗಳು,,,,,,,
,,Posted digit,,ಅಂಟಿಸಿದ ಅಂಕಿ,,,,,,,
,,Poster,,"ಪ್ರಕಟನ ಪತ್ರ; ಕಂಬ, ಗೋಡೆ, ಮೊ.ಸ್ಥಳಗಳಲ್ಲಿ ಎಲ್ಲರ ಕಣ್ಣೆಗೂ ಬೀಳುವಂತೆ ಅಂಟಿಸಿದ ಪ್ರಕಟನ ಪತ್ರ / ಭಿತ್ತಿಪತ್ರ",,,,,,,
,,Posting the entries,,ನಮೂದುಗಳನ್ನು ದಾಖಲು ಮಾಡುವುದು,,,,,,,
,,Postmaster-general,,ಪೋಸ್ಟ್‌ಮಾಸ್ಟರ್‌ ಜನರಲ್‌; ಅಂಚೆ ಇಲಾಖೆಯ ಆಡಳಿತದ ಮುಖ್ಯಾಧಿಕಾರಿ,,,,,,,
,,Post office national savings Certificates,,ಅಂಚೆ ಕಚೇರಿಯ ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Post office recurring deposit account,,ಅ೦ಚೆ ಕಚೇರಿ ಆವರ್ತಕ ಠೇವಣಿ ಖಾತೆ,,,,,,,
,,Post office recurring deposit scheme (PORD),,ಅಂಚೆ ಕಚೇರಿ ಆವರ್ತಕ ಠೇವಣಿ ಯೋಜನೆ (ಅಂ.ಕ.ಆ.ರೇ.),,,,,,,
,,Post office savings account,,ಅಂಚೆ ಕಚೇರಿ ಉಳಿತಾಯ ಖಾತೆ,,,,,,,
,,Post office savings bank account,,ಅಂಚೆ ಕಚೇರಿ ಉಳಿತಾಯ ಬ್ಯಾಂಕ್‌ ಖಾತೆ,,,,,,,
,,Post office savings bank rules (POSBR),,ಅಂಚೆ ಕಚೇರಿ ಉಳಿತಾಯ ಬ್ಯಾಂಕು ನಿಯಮಗಳು (ಅ೦ಕಉಬ್ಯಾನಿ),,,,,,,
,,Post office savings certificate rules,,ಅಂಚೆ ಕಚೇರಿ ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ ನಿಯಮಗಳು,,,,,,,
,,Post office time deposit account (POTD),,ಅಂಚೆ ಕಚೇರಿ ಕಾಲಾವಧಿ ಠೇವಣಿ ಖಾತೆ (ಅ೦ಕಕಾಠೇ),,,,,,,
,,Post office time deposit rules,,ಅಂಚೆ ಕಚೇರಿ ಕಾಲಾವಧಿ ಠೇವಣಿ ನಿಯಮಗಳು,,,,,,,
,,Post office time deposit scheme,,ಅಂಚೆ ಕಚೇರಿ ಕಾಲಾವಧಿ ಠೇವಣಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Potential areas,,ಸಾಮರ್ಥ್ಯವುಳ್ಳ ಪ್ರದೇಶಗಳು,,,,,,,
,,Preceding number,,ಹಿಂದಿನ ಸಂಖ್ಯೆ,,,,,,,
,,Precondition,,ಪೂರ್ವಭಾವಿ ಷರತ್ತು,,,,,,,
,,Predeceasing of the government employee,,ಸರ್ಕಾರಿ ನೌಕರನ ಸೇವಾವಧಿ ಪೂರ್ವ ಮರಣ,,,,,,,
,,Pre-intimation,,ಪೂರ್ವ ಮಾಹಿತಿ,,,,,,,
,,Pre-maturity encashment,,ಅವಧಿ ಮುಕ್ತಾಯ ಪೂರ್ವ ನಗದೀಕರಣ,,,,,,,
,,Premium and insurance,,ವಿಮಾಕಂತು ಮತ್ತು ವಿಮೆ,,,,,,,
,,Prepayment basis,,ಮುರು ಪಾವತಿ ಆಧಾರ,,,,,,,
,,Prerequisites for payment,,ಪಾವತಿಗೆ ಪೂರ್ವಾಪೇಕ್ಷಿತಗಳು,,,,,,,
,,Prescribed capital investment,,ನಿಗದಿತ ಬಂಡವಾಳ ಹೂಡಿಕೆ,,,,,,,
,,Prescribed form,,ನಿಗದಿತ ನಮೂನೆ,,,,,,,
,,Prescribed limit,,ನಿಗದಿತ ಮಿತಿ,,,,,,,
,,Prescribed pattern,,ನಿಗದಿತ ಮಾದರಿ,,,,,,,
,,Prescribed proforma,,ನಿಗದಿತ ನಮೂನೆ/ ಪ್ರಪತ್ರ,,,,,,,
,,Prescribed rule,,ನಿಗದಿತ ನಿಯಮ,,,,,,,
,,Presented intact,,ಸುಸ್ಥಿತಿಯಲ್ಲಿ ಹಾಜರುಪಡಿಸಿದ,,,,,,,
,,Press advertisements poster,,ಪತ್ರಿಕಾ ಜಾಹೀರಾತುಗಳ ಪ್ರಕಟಣ ಪತ್ರಗಳು,,,,,,,
,,Press reviews,,ಪತ್ರಿಕಾ ವಿಮರ್ಶೆಗಳು,,,,,,,
,,Prevailing rate of interest,,ಚಾಲ್ತಿಯಲ್ಲಿರುವ ಬಡ್ಡಿ ದರ,,,,,,,
,,Prime factor,,ಪ್ರಧಾನ ಅಂಶ,,,,,,,
,,Principal amount,,ಅಸಲು ಮೊತ್ತ,,,,,,,
,,Printed and distributed by state govt,,ರಾಜ್ಯ ಸರ್ಕಾರದಿಂದ ಮುದ್ರಿತವಾದ ಮತ್ತು ಹಂಚಿಕೆಯಾದ,,,,,,,
,,Printing and other charges,,ಮುದ್ರಣ ಮತ್ತು ಇತರ ವೆಚ್ಚಗಳು,,,,,,,
,,Printing and supply of bonds,,ಬಾಂಡುಗಳ ಮುದ್ರಣ ಮತ್ತು ಪೂರೈಕೆ,,,,,,,
,,Printing of literature and forms on small savings,,ಸಣ್ಣ ಉಳಿತಾಯದ ಸಾಹಿತ್ಯ ಮತ್ತು ನಮೂನೆಗಳ ಮುದ್ರಣ,,,,,,,
,,Printing of pamphlet,,ಕಿರುಹೊತ್ತಗೆ ಮುದ್ರಣ,,,,,,,
,,Printing of result sheets,,ಫಲಿತಾಂಶ ಹಾಳೆಗಳ ಮುದ್ರಣ,,,,,,,
,,Prior consent,,ಪೂರ್ವ ಸಮ್ಮತಿ,,,,,,,
,,Prior consultation,,ಪೂರ್ವ ಸಮಾಲೋಚನೆ,,,,,,,
,,Prior intimation,,ಪೂರ್ವ ಮಾಹಿತಿ,,,,,,,
,,Prior sale,,ಮೊದಲಿನ ಮಾರಾಟ,,,,,,,
,,Private enterprise,,ಖಾಸಗಿ ಉದ್ಯಮ,,,,,,,
,,Problem of large backlog,,ದೊಡ್ಡ ಬ್ಯಾಕ್‌ಲಾಗಿನ ಸಮಸ್ಯೆ,,,,,,,
,,Procedure adopted,,ಅನುಸರಿಸಿದ ಕಾರ್ಯವಿಧಾನ,,,,,,,
,,Production and supply of cinema slides,,ಸಿನಿಮಾ ಸ್ಲೈಡುಗಳ ತಯಾರಿಕೆ ಮತ್ತು ಪೂರೈಕೆ,,,,,,,
,,Production of plastic covers,,ಪ್ಲಾಸ್ಟಿಕ್‌ ಕವರುಗಳ ತಯಾರಿಕೆ,,,,,,,
,,Profit provided,,ಒದಗಿಸಿದ ಲಾಭ,,,,,,,
,,Proforma of supply orders,,ಪೂರೈಕೆಯ ಕೋರಿಕೆ ಪತ್ರಗಳ ನಮೂನೆ,,,,,,,
,,Progress achieved,,ಸಾಧಿಸಿದ ಪ್ರಗತಿ,,,,,,,
,,Progressive collections,,ಪ್ರಗತಿಪರ ಸಂಗ್ರಹಗಳು,,,,,,,
,,Progress list of money collection,,ಹಣ ಸಂಗ್ರಹಣದ ಪ್ರಗತಿ ಪಟ್ಟಿ,,,,,,,
,,Prohibited sales business,,ನಿಷೇಧಿತ ಮಾರಾಟ ವ್ಯವಹಾರ,,,,,,,
,,Promoting investments,,ಹೂಡಿಕೆಗಳಿಗೆ ಉತ್ತೇಜನ ಕೊಡುವುದು,,,,,,,
,,Promoting sales,,ಮಾರಾಟಕ್ಕೆ ಉತ್ತೇಜನ ಕೊಡುವುದು,,,,,,,
,,Promotion of small savings,,ಸಣ್ಣ ಉಳಿತಾಯಗಳಿಗೆ ಉತ್ತೇಜನ,,,,,,,
,,Prompt action,,ತ್ವರಿತ ಕ್ರಮ,,,,,,,
,,Promulgation,,ಹೊರಡಿಸುವುದು; ಸಾರುವುದು; ಜಾರಿಗೊಳಿಸುವುದು,,,,,,,
,,Proof of death,,ಮರಣದ ರುಜುವಾತು,,,,,,,
,,Proper account code,,ಯುಕ್ತ ಲೆಕ್ಕಸಂಹಿತೆ,,,,,,,
,,Proper claims,,ಯುಕ್ತ ಕ್ಲೇಮುಗಳು,,,,,,,
,,Proper discharge,,ಯುಕ್ತ ಬಿಡುಗಡೆ,,,,,,,
,,Proper discretion,,ಯುಕ್ತ ವಿವೇಚನೆ,,,,,,,
,,Proper procedure,,ಯುಕ್ತ ಕಾರ್ಯವಿಧಾನ,,,,,,,
,,Proposal,,ಪ್ರಸ್ತಾವ,,,,,,,
,,Pro-rata,,ದಾಮಾಷಾ ಮೇರೆಗೆ; ಅದೇ ದರದಲ್ಲಿ; ಅದೇ ಪ್ರಮಾಣದಲ್ಲಿ,,,,,,,
,,Protest,,1. ಪ್ರತಿಭಟಿಸು 2. ಪ್ರತಿಭಟನೆ,,,,,,,
,,Provident fund accumulations,,ಭವಿಷ್ಯನಿಧಿ ಶೇಖರಣೆಗಳು,,,,,,,
,,Provident fund contributions,,ಭವಿಷ್ಯನಿಧಿ ಕೊಡುಗೆಗಳು,,,,,,,
,,Provident fund regulations,,ಭವಿಷ್ಯನಿಧಿ ವಿನಿಯಮನಗಳು,,,,,,,
,,Providing income tax relief,,ವರಮಾನ ತೆರಿಗೆ ಪರಿಹಾರ ಒದಗಿಸುವುದು,,,,,,,
,,Provisional basis,,ತಾತ್ಕಾಲಿಕ ಆಧಾರ,,,,,,,
,,Provisional receipt,,ತಾತ್ಕಾಲಿಕ ರಸೀದಿ,,,,,,,
,,Public accounts,,ಸಾರ್ವಜನಿಕ ಲೆಕ್ಕಪತ್ರಗಳು.,,,,,,,
,,Public accounts committee,,ಸಾರ್ವಜನಿಕ ಲೆಕ್ಕಪತ್ರ ಸಮಿತಿ,,,,,,,
,,Publication of advertisements,,ಜಾಹೀರಾತುಗಳ ಪ್ರಕಟಣೆ,,,,,,,
,,Public debt act,,ಸರ್ಕಾರಿ ಸಾಲ ಅಧಿನಿಯಮ,,,,,,,
,,Public credibility,,ಸಾರ್ವಜನಿಕ ವಿಶ್ವಾಸಾರ್ಹತೆ,,,,,,,
,,Public enthusiasm,,ಸಾರ್ವಜನಿಕ ಉತ್ಸಾಹ,,,,,,,
,,Public interest,,ಸಾರ್ವಜನಿಕ ಹಿತಾಸಕ್ತಿ,,,,,,,
,,Publicity and advertisement,,ಪ್ರಚಾರ ಮತ್ತು ಜಾಹೀರಾತು,,,,,,,
,,Publicity and propaganda,,ಪ್ರಚಾರ ಮತ್ತು ಪ್ರಸಾರ,,,,,,,
,,Publicity and transport expenditure,,ಪ್ರಚಾರ ಮತ್ತು ಸಾರಿಗೆ ವೆಚ್ಚ,,,,,,,
,,Publicity boards,,ಪ್ರಚಾರ ಫಲಕಗಳು,,,,,,,
,,Publicity expenses,,ಪ್ರಚಾರ ವೆಚ್ಚಗಳು,,,,,,,
,,Publicity funds,,ಪ್ರಚಾರ ಧನ,,,,,,,
,,Publicity materials,,ಪ್ರಚಾರ ಸಾಮಗ್ರಿಗಳು,,,,,,,
,,Publicity programme,,ಪ್ರಚಾರ ಕಾರ್ಯಕ್ರಮ,,,,,,,
,,Publicity value,,ಪ್ರಚಾರ ಮೌಲ್ಯ,,,,,,,
,,Publicity work,,ಪ್ರಚಾರ: ಕಾರ್ಯ,,,,,,,
,,Public opinion,,ಸಾರ್ವಜನಿಕ ಅಭಿಪ್ರಾಯ,,,,,,,
,,Public patronage,,ಸಾರ್ವಜನಿಕ ಪ್ರೋತ್ಸಾಹ,,,,,,,
,,Public provident fund agency (PPF agency),,ಸಾರ್ವಜನಿಕ ಭವಿಷ್ಯನಿಧಿ ಏಜೆನ್ಸಿ (ಸಾಭನಿ ಏಜೆನ್ಸಿ),,,,,,,
,,Public provident fund accounts,,ಸಾರ್ವಜನಿಕ ಭವಿಷ್ಯನಿಧಿ ಖಾತೆ,,,,,,,
,,Public provident fund scheme,,ಸಾರ್ವಜನಿಕ ಭವಿಷ್ಯನಿಧಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Purchase price,,ಖರೀದಿ ಬೆಲೆ,,,,,,,
,,Purchase rules,,ಖರೀದಿ ನಿಯಮಗಳು,,,,,,,
,,Purpose of compulsory investment,,ಕಡ್ಡಾಯ ಹೂಡಿಕೆಯ ಉದ್ದೇಶ,,,,,,,
,,Purpose of investigation,,ತನಿಖೆಯ ಉದ್ದೇಶ,,,,,,,
,,Purpose of sale,,ಮಾರಾಟದ ಉದ್ದೇಶ,,,,,,,
,,Qualified for rebate in income tax,,ವರಮಾನ ತೆರಿಗೆಯಲ್ಲಿ ಸೋಡಿಗೆ / ರಿಯಾಯಿತಿಗೆ ಅರ್ಹತೆ ಪಡೆದ,,,,,,,
,,Quantum of reduction,,ಇಳಿತಾಯದ ಪ್ರಮಾಣ,,,,,,,
,,Quarterly report,,ತ್ರೈಮಾಸಿಕ ವರದಿ,,,,,,,
,,Quarterly returns,,1. ತ್ರೈಮಾಸಿಕ ಸಲ್ಲಿಕೆಗಳು 2. ತ್ರೈಮಾಸಿಕ ಉತ್ಪನ್ನ,,,,,,,
,,Quarterly statement of accounts,,ಲೆಕ್ಕಪತ್ರಗಳ ತ್ರೈಮಾಸಿಕ ವಿವರಣ ಪತ್ರ,,,,,,,
,,Question of augmenting,,ವೃದ್ಧಿಪಡಿಸುವುದರ ಸಮಸ್ಯೆ,,,,,,,
,,Quotation,,ದರಪಟ್ಟಿ,,,,,,,
,,Radio publicity,,ಆಕಾಶವಾಣಿ ಪ್ರಚಾರ,,,,,,,
,,Rate of income tax,,ವರಮಾನ ತೆರಿಗೆಯ ದರ,,,,,,,
,,Rate of interest,,ಬಡ್ಡಿಯ ದರ,,,,,,,
,,Rate of subscription:,,ವಂತಿಗೆಯ ದರ,,,,,,,
,,Rate per slide,,ಪ್ರತಿ ಸ್ಲೈಡಿನ ದರ,,,,,,,
,,Rebate,,ಸೋಡಿ,,,,,,,
,,Receipt book,,ರಸೀದಿ ಪುಸ್ತಕ,,,,,,,
,,Receipts relating to guarantees given by government,,ಸರ್ಕಾರ ಕೊಟ್ಟ ಆಶ್ವಾಸನೆಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ ರಸೀದಿಗಳು,,,,,,,
,,Recipient,,ಸ್ಟೀಕರ್ತ; ಪಡೆದುಕೊಳ್ಳುವವನು,,,,,,,
,,Reciprocal agreement:,,ಪರಸ್ಪರ ಒಪ್ಪಂದ:,,,,,,,
,,Reciprocal basis,,ಪರಸ್ಪರ ಆಧಾರ,,,,,,,
,,Reciprocal sales arrangements,,ಪರಸ್ಪರ ಮಾರಾಟ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Reciprocative principle,,ಪರಸ್ಪರ ವಿನಿಮಯ ತತ್ವ,,,,,,,
,,Reciprocity,,ಪರಸ್ಪರತೆ; ಪರಸ್ಪರವಾಗಿ ಕೊಟ್ಟು ತೆಗೆದುಕೊಳ್ಳುವ ಪದ್ಧತಿ,,,,,,,
,,Recognised associations,,ಮಾನ್ಯತೆ ಪಡೆದ ಸಂಘಗಳು,,,,,,,
,,Recognised provident fund,,ಮಾನ್ಯತೆ ಪಡೆದ ಭವಿಷ್ಯನಿಧಿ,,,,,,,
,,Recognised social service organisations,,ಮಾನ್ಯತೆ ಪಡೆದ ಸಮಾಜ ಸೇವಾ ಸಂಸ್ಥೆಗಳು,,,,,,,
,,Recognised unions,,ನೋಡಿ - recognised associations,,,,,,,
,,Recognition,,ಮಾನ್ಯತೆ; ಒಪ್ಪಿಗೆ,,,,,,,
,,Reconsidering the decision,,ತೀರ್ಮಾನವನ್ನು ಮರು ಪರಿಶೀಲಿಸುವುದು,,,,,,,
,,Reconstitution of the managing committee,,ವ್ಯವಸ್ಥಾಪಕ ಸಮಿತಿಯ ಪುನಾರಚನೆ,,,,,,,
,,Recording on notice board,,ನೋಟೀಸ್‌ ಬೋರ್ಡಿನ ಮೇಲೆ ದಾಖಲೆ ಮಾಡುವುದು,,,,,,,
,,Recoveries,,ವಸೂಲಾತಿಗಳು,,,,,,,
,,Recovery of subscription,,ಚಂದಾ/ ವಂತಿಗೆ ವಸೂಲಾತಿ,,,,,,,
,,Rectification of mistake,,ತಪ್ಪಿನ ಸರಿಪಡಿಸುವಿಕೆ,,,,,,,
,,Redressal of public grievances,,ಸಾರ್ವಜನಿಕ ಕುಂದು ಕೊರತೆಗಳ ಪರಿಹಾರ,,,,,,,
,,Reduction in sales,,ಮಾರಾಟದಲ್ಲಿ ಇಳಿತಾಯ,,,,,,,
,,Reference to the code numbers,,ಸಂಕೇತ ಸಂಖ್ಯೆಗಳಿಗೆ ಉಲ್ಲೇಖ,,,,,,,
,,Refund bill,,ಮರುಪಾವತಿ ಬಿಲ್ಲು,,,,,,,
,,Regional director of national savings,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯದ ಪ್ರಾದೇಶಿಕ ನಿರ್ದೇಶಕ,,,,,,,
,,Regional officer,,ಪ್ರಾದೇಶಿಕ ಅಧಿಕಾರಿ,,,,,,,
,,Register of investment,,ಹೂಡಿಕೆಗಳ ರೆಜಿಸ್ಟರು,,,,,,,
,,Register of members,,ಸದಸ್ಯರ ರೆಜಿಸ್ಟರು,,,,,,,
,,Registers and records,,ರೆಜಿಸ್ಟರುಗಳು ಮತ್ತು ದಾಖಲೆಗಳು,,,,,,,
,,Registration number of the institute,,ಸಂಸ್ಥೆಯ ನೋಂದಣಿ ಸಂಖ್ಯೆ,,,,,,,
,,Registration of nomination,,ನಾಮ ನಿರ್ದೇಶನದ ನೋಂದಣಿ,,,,,,,
,,Regular feature,,ನಿಯತ ಸ್ವರೂಪ,,,,,,,
,,Regulated investment,,ನಿಯಂತ್ರಿತ ಹೂಡಿಕೆ,,,,,,,
,,Reimburse,,ತುಂಬಿಕೊಡು; ಭರ್ತಿಮಾಡಿ ಕೊಡು,,,,,,,
,,Reimbursement of advertisement charges to M.S.I.L.,,ಮೈ.ಮಾ.ಅ.ನಿ. ಜಾಹೀರಾತು ವೆಚ್ಚಗಳನ್ನು ತುಂಬಿಕೊಡುವುದು,,,,,,,
,,Reimbursement of cost,,ವೆಚ್ಚವನ್ನು ತುಂಬಿಕೊಡುವುದು,,,,,,,
,,Reimbursing the P.D. a/c,,ವೈ.ಠೇ. ಖಾತೆಯನ್ನು ಭರ್ತಿ ಮಾಡಿಕೊಡುವುದು,,,,,,,
,,Reinvestment of matured certificate,,ಅವಧಿ ಮುಗಿದ ಪ್ರಮಾಣ ಪತ್ರಗಳ ಮರು ಹೂಡಿಕೆ,,,,,,,
,,Rejected claims,,ತಿರಸ್ಕೃತ ಕ್ಲೇಮುಗಳು/ ಹಕ್ಕು ಸಾಧನೆಗಳು,,,,,,,
,,Relative,,ಸಂಬಂಧಿ,,,,,,,
,,Release,,1. ವಿಮೋಚನೆ / ಬಿಡುಗಡೆ ಮಾಡು 2. ವಿಮೋಚನೆ; ಬಿಡುಗಡೆ,,,,,,,
,,Release of advertisements of newspapers and other publications,,ವೃತ್ತ ಪತ್ರಿಕಾ ಜಾಹೀರಾತುಗಳ ಮತ್ತು ಇತರ ಪ್ರಕಟಣೆಗಳ ಬಿಡುಗಡೆ,,,,,,,
,,Releasing the pledge,,ಒತ್ತೆಯನ್ನು ಬಿಡುಗಡೆ ಮಾಡುವುದು,,,,,,,
,,Relevant columns,,ಪ್ರಸಕ್ತ ಅಂಕಣಗಳು,,,,,,,
,,Relevant records,,ಪ್ರಸಕ್ತ ದಾಖಲೆಗಳು,,,,,,,
,,Relevant rule,,ಪ್ರಸಕ್ತ ನಿಯಮ,,,,,,,
,,Reliability,,ವಿಶ್ವಸನೀಯತೆ,,,,,,,
,,Relief and welfare society,,ಪರಿಹಾರ ಮತ್ತು ಕಲ್ಯಾಣ ಸಂಸ್ಥೆ,,,,,,,
,,Remained unclaimed,,ಹಕ್ಕು ಸಾಧಿಸದೆ ಉಳಿದ,,,,,,,
,,Remedial measures,,ಪರಿಹಾರಕ ಕ್ರಮಗಳು,,,,,,,
,,Reminder,,ನೆನಪೋಲೆ; ಜ್ಞಾಪನಪತ್ರ,,,,,,,
,,Remittance,,ಇರಸಾಲು; ಹಣ ರವಾನೆ,,,,,,,
,,Remittance facilities,,"ಇರಸಾಲು, ಸೌಲಭ್ಯಗಳು",,,,,,,
,,Remittance to R.B.I,,ಭಾ.ರಿ.ಬ್ಯಾಂ.ಇರಸಾಲು,,,,,,,
,,Remittee,,(ಹಣ) ಪಡೆಯುವವನು,,,,,,,
,,Remitter,,(ಹಣ) ಕಳಿಸುವವನು; ಇರಸಾಲುದಾರ; ರವಾನೆದಾರ,,,,,,,
,,Renewal of agreement with M.S.I.L.,,ಮೈ.ಮಾ.ಅ.ನಿ.ಯೊಡನೆ ಒಪ್ಪಂದದ ನವೀಕರಣ,,,,,,,
,,Renewing the sole agency,,ಏಕೈಕ ಏಜೆನ್ಸಿಯನ್ನು ನವೀಕರಿಸುವುದು,,,,,,,
,,Rental charges,,ಬಾಡಿಗೆಯ ವೆಚ್ಚಗಳು,,,,,,,
,,Rente,,ವಾರ್ಷಿಕ ವರಮಾನ,,,,,,,
,,Repatriation,,ಮರಳಿ ಕಳಿಸುವುದು,,,,,,,
,,Replacement of bond,,ಬಾಂಡಿನ ಬದಲಾವಣೆ,,,,,,,
,,Replacement of lost or destroyed certificate,,ಕಳೆದು ಹೋದ ಯಾ ಹಾಳಾದ ಪ್ರಮಾಣ ಪತ್ರದ ಬದಲಾವಣೆ,,,,,,,
,,Replenish the funds,,ಹಣವನ್ನು ಮತ್ತೆ ಭರ್ತಿಮಾಡು,,,,,,,
,,Representative,,ಪ್ರತಿನಿಧಿ,,,,,,,
,,Rescinding decision,,ತೀರ್ಮಾನವನ್ನು ರದ್ದು ಮಾಡುವುದು,,,,,,,
,,Resources,,ಸಂಪನ್ಮೂಲಗಳು,,,,,,,
,,Resources for developmental activities,,ಅಭಿವೃದ್ಧಿಪರ ಚಟುವಟಿಕೆಗಳ ಸಂಪನ್ಮೂಲಗಳು,,,,,,,
,,Resources of the welfare funds,,ಕಲ್ಯಾಣ ನಿಧಿಗಳ ಸಂಪನ್ಮೂಲಗಳು,,,,,,,
,,Respective jurisdictions,,ಆಯಾ ಅಧಿಕಾರ ಕ್ಷೇತ್ರಗಳು,,,,,,,
,,Respective net accretion,,ಆಯಾ ನಿವ್ವಳ ವೃದ್ಧಿ,,,,,,,
,,Result sheets,,ಫಲಿತಾಂಶದ ಹಾಳೆಗಳು,,,,,,,
,,Re-transfer,,1. ಮರು ವರ್ಗಾಯಿಸು 2. ಮರುವರ್ಗಾವಣೆ,,,,,,,
,,Returns,,1. ಉತ್ಪತ್ತಿ; ಹುಟ್ಟುವಳಿ 2. ಲಾಭ,,,,,,,
,,Revalidating the cheque,,ಚಿಕ್ಕನ್ನು ಮತ್ತೆ ಊರ್ಜಿತಗೊಳಿಸುವುದು,,,,,,,
,,Revenue,,1. ಆದಾಯ 2. ರಾಜ್ಯಾದಾಯ; ಕಂದಾಯ,,,,,,,
,,Revenue and,,ಆದಾಯ ಮತ್ತು ಜಮೆಗಳ ಅಂದಾಜುಗಳು,,,,,,,
,,Receipts estimate,,ಆದಾಯ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Revenue head,,ಕಂದಾಯ ವಸೂಲಾತಿ,,,,,,,
,,Review of the scheme,,ಪರಿಷ್ಕೃತ ಅಂದಾಜುಗಳು,,,,,,,
,,Revised estimates,,ಪರಿಷ್ಕೃತ ಮಾದರಿ,,,,,,,
,,Revival of reciprocal arrangements,,ಪರಸ್ಪರ ಒಪ್ಪಂದಗಳ ಪುನರಾರಂಭ,,,,,,,
,,Revocation conveyed,,ರದ್ದು ಮಾಡಿದ್ದನ್ನು ತಿಳಿಸಲಾಗಿದೆ,,,,,,,
,,Rights of nominees,,ನಾಮ ನಿರ್ದೆಶಿತರ ಹಕ್ಕುಗಳು,,,,,,,
,,Rotating the drum,,ಡ್ರಮ್ಮನ್ನು ತಿರುಗಿಸುವುದು,,,,,,,
,,Royalty amount,,ಸ್ವಾಮ್ಯಶುಲ್ಕ,,,,,,,
,,Rural market,,ಗ್ರಾಮೀಣ ಮಾರುಕಟ್ಟೆ,,,,,,,
,,Sailors and airmen’s board,,ನಾವಿಕ ಮತ್ತು ವೈಮಾನಿಕರ ಮಂಡಳಿ,,,,,,,
,,Salaries on interest dividend,,ಬಡ್ಡಿಯ ಲಾಭಾಂಶದ ಮೇಲಿನ ಸಂಬಳಗಳು,,,,,,,
,,Sale and distribution,,ಮಾರಾಟ ಮತ್ತು ಹಂಚಿಕೆ,,,,,,,
,,Sale booths,,ಮಾರಾಟ ಮಳಿಗೆಗಳು,,,,,,,
,,Sales and publicity expenses,,ಮಾರಾಟಗಳು ಮತ್ತು ಪ್ರಚಾರ ವೆಚ್ಚಗಳು,,,,,,,
,,Sales capacity,,ಮಾರಾಟ ಸಾಮರ್ಥ್ಯ,,,,,,,
,,Sales manager,,ಮಾರಾಟ ವ್ಯವಸ್ಥಾಪಕ,,,,,,,
,,Sales officer,,ಮಾರಾಟಾಧಿಕಾರಿ,,,,,,,
,,Sales pattern,,ಮಾರಾಟ ಮಾದರಿ,,,,,,,
,,Sales representative,,ಮಾರಾಟ ಪ್ರತಿನಿಧಿ,,,,,,,
,,Salient features of small savings schemes,,ಸಣ್ಣ ಉಳಿತಾಯ ಯೋಜನೆಗಳ ಪ್ರಧಾನ ಲಕ್ಷಣಗಳು,,,,,,,
,,Sanchayika (scheme),,ಸಂಚಾಯಿಕ (ಕಾರ್ಯಯೋಜನೆ),,,,,,,
,,Sanction for purchase,,ಖರೀದಿಗೆ ಮಂಜೂರಾತಿ,,,,,,,
,,Sanctioning authority,,ಮಂಜೂರಾತಿ ಅಧಿಕಾರಿ / ಅಧಿಕಾರ / ಪ್ರಾಧಿಕಾರ,,,,,,,
,,Sanctioning the payment,,ಸಂದಾಯವನ್ನು ಮಂಜೂರು ಮಾಡುವುದು,,,,,,,
,,SAS (standardized agency system),,ಮಾ ಏ ಪ (ಮಾನಕೀಕೃತ ಏಜೆನ್ಸಿ ಪದ್ಧತಿ),,,,,,,
,,Savers,,ಉಳಿತಾಯ ಮಾಡುವವರು,,,,,,,
,,Saving(s),,ಉಳಿತಾಯ (ಗಳು),,,,,,,
,,Savings account,,ಉಳಿತಾಯ ಖಾತೆ,,,,,,,
,,Savings bank account,,ಉಳಿತಾಯ ಬ್ಯಾಂಕ್‌ ಖಾತೆ,,,,,,,
